teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingRunPassOptionPercentage
1,Arizona,Cardinals,True,SF,NFC,NFC West,Open,Closed,Cover 3,17,99,99,0.7777777777777778,8,73,0.7373737373737373,0.7575757575757576,0.029061669202020246,24,0.020202020202020204,819,8.272727272727273,0.40293040293040294,7.818181818181818,835,,1,1,No,No,18,0.18181818181818182,-0.21823863636363638,No,0.2222222222222222,10,0.10101010101010101,0.020202020202020204,0.050505050505050504,0.48484848484848486,2.894242424242424,2.6888888888888887,8.434343434343434,93.8,No,No,39,
4,Buffalo,Bills,,NE,AFC,AFC East,Open,Closed,Cover 1,17,60,60,0.8,4,44,0.7333333333333333,0.75,0.03637617154999995,14,0.016666666666666666,490,8.166666666666666,0.3816326530612245,8.416666666666666,552,3,1,,No,No,18,0.3,-0.14618749999999997,No,0.2,9,0.15,0.03333333333333333,0.03333333333333333,0.45,3.1616666666666666,2.8499999999999996,9.2,106.9,No,Yes,28,
14,Indianapolis,Colts,True,JAX,AFC,AFC South,Closed,Closed,Prevent,17,73,73,0.8767123287671232,6,61,0.8356164383561644,0.863013698630137,0.093423649,21,0.0273972602739726,590,8.082191780821917,0.4542372881355932,8.493150684931507,485,6,2,2,No,No,16,0.2191780821917808,-0.16934794520547947,No,0.1232876712328767,4,0.0547945205479452,0.0273972602739726,0.0273972602739726,0.589041095890411,2.8273972602739725,2.5875,6.6438356164383565,116.3,Yes,Yes,31,
24,New York,Giants,,PHI,NFC,NFC East,Closed,Closed,Cover 3,17,70,70,0.8142857142857143,2,48,0.6857142857142857,0.7571428571428571,-0.01739008792857144,31,0.07142857142857142,508,7.257142857142857,0.4862204724409449,7.185714285714286,441,2,1,,No,Yes,23,0.32857142857142857,-0.06705714285714284,No,0.18571428571428572,5,0.07142857142857142,0.04285714285714286,0.014285714285714285,0.5285714285714286,2.8685714285714288,2.639130434782609,6.3,93,No,Yes,22,
10,Denver,Broncos,True,KC,AFC,AFC West,Closed,Open,Cover 4,17,68,68,0.8235294117647058,2,49,0.7205882352941176,0.7794117647058824,0.07033665895588237,54,0.058823529411764705,595,8.75,0.4369747899159664,8.308823529411764,558,3,2,2,No,No,14,0.20588235294117646,-0.15508676470588234,No,0.16176470588235295,4,0.058823529411764705,0.014705882352941176,0.058823529411764705,0.5735294117647058,2.6676470588235297,2.507142857142857,8.205882352941176,101,No,Yes,30,
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Open,Cover 2 Man,17,105,105,0.7714285714285715,7,71,0.6761904761904762,0.7142857142857143,-0.042165241000000075,33,0.0380952380952381,729,6.942857142857143,0.6063100137174211,7.514285714285714,722,3,,,No,No,31,0.29523809523809524,-0.11632619047619047,No,0.18095238095238095,8,0.0761904761904762,0.02857142857142857,0.009523809523809525,0.5047619047619047,2.9609523809523806,2.6870967741935483,6.876190476190477,96.9,Yes,Yes,35,
31,Tennessee,Titans,True,HST,AFC,AFC South,Open,Open,Cover 6,17,52,52,0.8461538461538461,5,40,0.7692307692307693,0.8269230769230769,0.09750410569230761,16,0.057692307692307696,417,8.01923076923077,0.38609112709832133,7.826923076923077,437,4,2,,No,No,13,0.25,-0.1467375,No,0.1346153846153846,7,0.1346153846153846,0.038461538461538464,0.038461538461538464,0.5384615384615384,2.875,2.6153846153846154,8.403846153846153,109.2,No,Yes,22,
22,New England,Patriots,True,BUF,AFC,AFC East,Open,Closed,Cover 1,17,75,75,0.76,6,52,0.6933333333333334,0.7432432432432432,0.04803954094594587,15,0.04,587,7.826666666666667,0.3339011925042589,7.76,835,2,1,1,No,No,21,0.28,-0.12702999999999998,No,0.24,13,0.17333333333333334,0.013333333333333334,0.04,0.4266666666666667,2.9346666666666668,2.4333333333333336,11.186666666666667,95.8,No,Yes,29,
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Open,Open,Cover 2,17,80,80,0.825,4,59,0.7375,0.7875,0.044213428725000004,37,0.05,605,7.5625,0.3537190082644628,7.6875,679,5,2,1,No,No,22,0.275,-0.12454062499999999,No,0.15,10,0.125,0.0375,0.0875,0.5875,2.8912500000000003,2.5363636363636366,8.4875,105.5,No,Yes,28,
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Open,Cover 2 Man,17,82,82,0.8048780487804879,6,60,0.7317073170731707,0.7682926829268293,0.01401025303658543,14,0.036585365853658534,653,7.963414634146342,0.5084226646248086,7.536585365853658,580,5,3,1,No,No,14,0.17073170731707318,-0.23242195121951217,No,0.1951219512195122,8,0.0975609756097561,0.04878048780487805,0.036585365853658534,0.5975609756097561,2.9121951219512194,2.65,7.073170731707317,101.3,Yes,Yes,31,
12,Green Bay,Packers,True,CHI,NFC,NFC North,Closed,Closed,Cover 1,17,94,94,0.8723404255319149,7,73,0.776595744680851,0.8404255319148937,0.0805865514787234,49,0.06382978723404255,743,7.904255319148936,0.44010767160161507,9.180851063829786,646,6,,,No,No,25,0.26595744680851063,-0.1402308510638298,Yes,0.11702127659574468,6,0.06382978723404255,0.02127659574468085,0.031914893617021274,0.6808510638297872,2.929787234042553,2.696,6.872340425531915,120.9,No,Yes,37,
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Open,Closed,Cover 3,17,96,96,0.8020833333333334,6,67,0.6979166666666666,0.7578947368421053,0.03479946974736847,53,0.052083333333333336,736,7.666666666666667,0.39266304347826086,5.739583333333333,852,2,5,1,No,No,20,0.20833333333333334,-0.18966197916666663,No,0.19791666666666666,10,0.10416666666666667,0.07291666666666667,0.03125,0.4479166666666667,2.8822916666666667,2.745,9,77.4,No,Yes,33,
20,Miami,Dolphins,,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,80,80,0.825,3,60,0.75,0.8,0.057371887337500094,51,0.05,662,8.275,0.39274924471299094,8.275,621,,,,No,No,19,0.2375,-0.16743125,Yes,0.15,7,0.0875,0.0125,0.05,0.55,2.9225000000000003,2.615789473684211,7.7625,99.1,No,Yes,32,
25,New York,Jets,True,MIA,AFC,AFC East,Closed,Closed,Cover 3,17,53,53,0.7547169811320755,7,35,0.660377358490566,0.7169811320754716,0.006122458528301844,44,0.05660377358490566,425,8.018867924528301,0.40941176470588236,8.773584905660377,485,2,,3,No,No,18,0.33962264150943394,-0.0900688679245283,Yes,0.22641509433962265,8,0.1509433962264151,,0.07547169811320754,0.5283018867924528,3.0660377358490565,2.7944444444444443,9.150943396226415,103.1,No,Yes,26,
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Open,Cover 0,17,71,71,0.8309859154929577,2,54,0.7605633802816901,0.8028169014084507,0.040393682676056364,8,0.04225352112676056,507,7.140845070422535,0.45956607495069035,7.422535211267606,466,1,,,No,No,19,0.2676056338028169,-0.10963450704225353,Yes,0.15492957746478872,4,0.056338028169014086,,0.014084507042253521,0.5774647887323944,2.7619718309859156,2.4631578947368418,6.563380281690141,99.9,No,No,25,
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Closed,Closed,Prevent,17,84,84,0.7142857142857143,7,50,0.5952380952380952,0.6666666666666666,-0.06667576316666668,30,0.07142857142857142,490,5.833333333333333,0.4714285714285714,6.011904761904762,722,3,1,2,No,No,31,0.36904761904761907,-0.07882380952380955,No,0.2857142857142857,6,0.07142857142857142,0.03571428571428571,,0.4642857142857143,3.1714285714285713,2.796774193548387,8.595238095238095,82.9,Yes,Yes,27,
13,Houston,Texans,,TEN,AFC,AFC South,Open,Open,Cover 6,17,53,53,0.6792452830188679,3,33,0.6226415094339622,0.6730769230769231,-0.027652612057692205,48,0.03773584905660377,333,6.283018867924528,0.4804804804804805,6.188679245283019,534,2,1,,No,No,17,0.32075471698113206,-0.07346037735849056,No,0.3018867924528302,11,0.20754716981132076,0.03773584905660377,0.03773584905660377,0.41509433962264153,2.860377358490566,2.6411764705882352,10.622641509433961,84.9,No,Yes,20,
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Closed,Cover 1,17,79,79,0.8734177215189873,7,65,0.8227848101265823,0.8481012658227848,0.10000305437974677,-5,0.02531645569620253,741,9.379746835443038,0.3697705802968961,9.50632911392405,594,5,2,2,No,No,23,0.2911392405063291,-0.11012911392405061,No,0.12658227848101267,6,0.0759493670886076,0.0379746835443038,0.05063291139240506,0.6075949367088608,2.90126582278481,2.4608695652173913,7.518987341772152,116.3,Yes,Yes,39,
23,New Orleans,Saints,,TB,NFC,NFC South,Open,Open,Cover 2,17,90,90,0.8333333333333334,6,65,0.7222222222222222,0.7888888888888889,0.05798834295555555,28,0.06666666666666667,752,8.355555555555556,0.3670212765957447,8.244444444444444,743,4,2,,No,No,18,0.2,-0.2104416666666667,No,0.15555555555555556,6,0.06666666666666667,0.05555555555555555,0.044444444444444446,0.5444444444444444,2.954444444444444,2.711111111111111,8.255555555555556,102.6,No,Yes,33,0.011111111111111112
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Closed,Cover 1,17,110,110,0.7363636363636363,8,70,0.6363636363636364,0.6909090909090909,-0.019791787727272636,61,0.05454545454545454,885,8.045454545454545,0.39661016949152544,8,1042,2,1,3,No,No,26,0.23636363636363636,-0.19186295454545457,No,0.2636363636363636,11,0.1,0.01818181818181818,0.01818181818181818,0.4636363636363636,3.0575454545454543,2.6115384615384616,9.472727272727273,90.9,Yes,Yes,36,
19,Las Vegas,Raiders,True,LAC,AFC,AFC West,Closed,Open,Cover 0,17,96,96,0.78125,5,68,0.7083333333333334,0.75,0.0060286520833333634,73,0.041666666666666664,759,7.90625,0.5032938076416338,8.739583333333334,736,4,,,No,No,14,0.14583333333333334,-0.23045572916666668,Yes,0.19791666666666666,7,0.07291666666666667,0.020833333333333332,0.03125,0.5,2.7564583333333332,2.435714285714286,7.666666666666667,107.9,No,No,33,
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Open,Open,Cover 2,17,60,60,0.8,2,40,0.6666666666666666,0.6833333333333333,-0.03587035289999996,8,0.016666666666666666,423,7.05,0.46808510638297873,6.966666666666667,547,2,1,2,Yes,Yes,22,0.36666666666666664,-0.08325833333333334,No,0.2,7,0.11666666666666667,0.05,0.016666666666666666,0.5,3.183333333333333,2.627272727272727,9.116666666666667,91.2,No,No,21,
