name,team,pos,posrk,ff_pt,g,p_att,comp,p_yds,p_td,int,sk,carry,ru_yds,ru_td,targ,rec,re_yd,re_td,car_pct,targ_pct,dk_season,dk_pg
Theo Johnson,NYG,TE,38.0,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,26.0,274.0,2.0,0.0,8.0,65.4,3.8470588235294123
Ted Hurst,TB,WR,99.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,296.0,2.0,0.0,7.0,64.6,3.8
Emari Demercado,KC,RB,61.0,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,255.0,1.0,22.0,16.0,108.0,1.0,13.0,4.0,64.3,3.7823529411764705
Tory Horton,SEA,WR,96.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,299.0,2.0,0.0,7.0,63.900000000000006,3.758823529411765
Olamide Zaccheaus,ATL,WR,98.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,28.0,294.0,1.0,0.0,8.0,63.400000000000006,3.729411764705883
Kavontae Turpin,DAL,WR,94.0,67.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,102.0,0.0,28.0,18.0,230.0,2.0,4.0,5.0,63.2,3.7176470588235295
De'Zhaun Stribling,SF,WR,101.0,62.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,301.0,2.0,0.0,6.0,63.1,3.711764705882353
Jaylin Lane,WAS,WR,100.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,23.0,281.0,2.0,0.0,7.0,63.1,3.711764705882353
Tommy Tremble,CAR,TE,39.0,62.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,26.0,250.0,2.0,0.0,7.0,63.0,3.7058823529411766
Chris Brazzell II,CAR,WR,103.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,288.0,2.0,0.0,7.0,62.8,3.6941176470588233
Devaughn Vele,NO,WR,104.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,258.0,2.0,0.0,7.0,62.8,3.6941176470588233
Keaton Mitchell,LAC,RB,60.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,294.0,2.0,16.0,12.0,92.0,0.0,15.0,3.0,62.60000000000001,3.6823529411764713
Mike Washington Jr.,LV,RB,56.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,365.0,2.0,11.0,8.0,60.0,0.0,21.0,2.0,62.5,3.676470588235294
Elijah Arroyo,SEA,TE,40.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,24.0,264.0,2.0,0.0,7.0,62.400000000000006,3.670588235294118
Kalif Raymond,CHI,WR,97.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,36.0,27.0,265.0,1.0,1.0,7.0,62.2,3.658823529411765
Tank Bigsby,PHI,RB,59.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,373.0,3.0,5.0,4.0,29.0,0.0,18.0,1.0,62.2,3.658823529411765
Elijah Sarratt,BAL,WR,106.0,59.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,294.0,2.0,0.0,7.0,61.400000000000006,3.6117647058823534
Jordan James,SF,RB,58.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,340.0,2.0,11.0,8.0,64.0,0.0,18.0,2.0,60.4,3.552941176470588
Dontayvion Wicks,PHI,WR,108.0,57.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,269.0,2.0,0.0,7.0,59.900000000000006,3.5235294117647062
DeMario Douglas,NE,WR,102.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,31.0,23.0,271.0,1.0,1.0,6.0,58.2,3.423529411764706
Noah Gray,KC,TE,41.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,26.0,262.0,1.0,0.0,7.0,58.2,3.423529411764706
Keon Coleman,BUF,WR,105.0,60.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,266.0,2.0,0.0,6.0,57.6,3.388235294117647
Mason Taylor,NYJ,TE,42.0,57.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,231.0,1.0,0.0,7.0,57.1,3.3588235294117648
Cole Kmet,CHI,TE,43.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,219.0,2.0,0.0,6.0,55.900000000000006,3.2882352941176474
Marquise Brown,PHI,WR,112.0,51.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,233.0,2.0,0.0,6.0,54.3,3.1941176470588233
Jaylin Noel,HOU,WR,107.0,58.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,33.0,22.0,239.0,1.0,1.0,6.0,54.10000000000001,3.1823529411764713
Kevin Coleman Jr.,MIA,WR,111.0,52.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,270.0,1.0,0.0,7.0,54.0,3.176470588235294
Kendrick Bourne,ARI,WR,114.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,23.0,240.0,1.0,0.0,6.0,53.0,3.1176470588235294
Zachariah Branch,ATL,WR,109.0,55.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,252.0,1.0,0.0,6.0,52.2,3.070588235294118
Troy Franklin,DEN,WR,113.0,51.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,28.0,17.0,216.0,2.0,1.0,5.0,51.7,3.0411764705882356
Tutu Atwell,MIA,WR,110.0,53.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,35.0,20.0,291.0,0.0,1.0,7.0,50.2,2.9529411764705884
Xavier Hutchinson,HOU,WR,115.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,33.0,19.0,231.0,1.0,1.0,6.0,49.300000000000004,2.9000000000000004
Jalen Royals,KC,WR,117.0,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,199.0,2.0,0.0,5.0,48.900000000000006,2.8764705882352946
Chris Brooks,GB,RB,66.0,44.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,98.0,1.0,21.0,16.0,111.0,1.0,5.0,4.0,48.900000000000006,2.8764705882352946
Kirk Cousins,LV,QB,35.0,46.0,17.0,118.0,78.0,833.0,4.0,3.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,,,47.42,2.7894117647058825
Malik Davis,DAL,RB,62.0,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,211.0,2.0,11.0,8.0,60.0,0.0,11.0,2.0,47.1,2.7705882352941176
Emmett Johnson,KC,RB,64.0,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,205.0,2.0,11.0,8.0,59.0,0.0,12.0,2.0,46.4,2.7294117647058824
Ashton Dulin,IND,WR,116.0,47.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,26.0,17.0,206.0,1.0,1.0,5.0,46.2,2.7176470588235295
LeQuint Allen,JAX,RB,63.0,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,0.0,28.0,22.0,148.0,1.0,2.0,5.0,46.199999999999996,2.717647058823529
Kyle Juszczyk,SF,RB,65.0,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,26.0,21.0,164.0,1.0,1.0,5.0,45.300000000000004,2.6647058823529415
Austin Hooper,ATL,TE,45.0,44.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,182.0,1.0,0.0,5.0,45.2,2.658823529411765
Elijah Higgins,ARI,TE,46.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,182.0,1.0,0.0,5.0,45.2,2.658823529411765
Noah Fant,NO,TE,44.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,180.0,1.0,0.0,5.0,45.0,2.6470588235294117
J.J. McCarthy,MIN,QB,36.0,40.0,17.0,86.0,55.0,599.0,3.0,2.0,6.0,10.0,44.0,1.0,0.0,0.0,0.0,0.0,,,44.36,2.6094117647058823
Treylon Burks,WAS,WR,118.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,216.0,1.0,0.0,5.0,43.6,2.5647058823529414
Josh Palmer,BUF,WR,119.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,205.0,1.0,0.0,5.0,43.5,2.5588235294117645
George Holani,SEA,RB,67.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,164.0,2.0,11.0,8.0,62.0,0.0,8.0,2.0,42.6,2.5058823529411764
Bryce Lance,NO,WR,121.0,42.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,204.0,1.0,0.0,5.0,42.400000000000006,2.494117647058824
Dont'e Thornton Jr.,LV,WR,123.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,211.0,1.0,0.0,5.0,42.1,2.476470588235294
Skyler Bell,BUF,WR,120.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,205.0,1.0,0.0,5.0,41.5,2.4411764705882355
Will Kacmarek,MIA,TE,48.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,174.0,1.0,0.0,5.0,41.400000000000006,2.435294117647059
Jaylen Wright,MIA,RB,68.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,215.0,1.0,10.0,7.0,56.0,0.0,12.0,2.0,40.1,2.3588235294117648
Jordan Whittington,LAR,WR,122.0,42.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,22.0,15.0,172.0,1.0,1.0,4.0,39.400000000000006,2.3176470588235296
Erick All,CIN,TE,47.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,156.0,1.0,0.0,4.0,38.6,2.2705882352941176
Isaiah Davis,NYJ,RB,69.0,39.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,99.0,1.0,16.0,13.0,95.0,0.0,5.0,3.0,38.4,2.2588235294117647
Josh Oliver,MIN,TE,50.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,151.0,1.0,0.0,4.0,38.1,2.2411764705882353
Odell Beckham Jr.,NYG,WR,124.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,14.0,176.0,1.0,0.0,5.0,37.9,2.2294117647058824
Drew Sample,CIN,TE,49.0,39.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,146.0,1.0,0.0,4.0,37.6,2.211764705882353
Eli Raridon,NE,TE,53.0,37.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,151.0,1.0,0.0,4.0,37.1,2.182352941176471
Tyler Higbee,LAR,TE,51.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,154.0,1.0,0.0,4.0,36.4,2.1411764705882352
Cade Stover,HOU,TE,54.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,22.0,16.0,134.0,1.0,1.0,4.0,36.4,2.1411764705882352
Eli Stowers,PHI,TE,52.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,20.0,14.0,143.0,1.0,1.0,4.0,36.3,2.135294117647059
Kimani Vidal,LAC,RB,70.0,39.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,153.0,1.0,11.0,8.0,63.0,0.0,9.0,2.0,35.6,2.0941176470588236
Mitchell Evans,CAR,TE,55.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,143.0,1.0,0.0,4.0,35.3,2.076470588235294
Malachi Fields,NYG,WR,126.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,158.0,1.0,0.0,4.0,34.8,2.0470588235294116
DJ Giddens,IND,RB,72.0,36.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,141.0,1.0,10.0,9.0,57.0,0.0,8.0,2.0,34.8,2.0470588235294116
Luke Musgrave,GB,TE,58.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,136.0,1.0,0.0,4.0,34.6,2.0352941176470587
Devontez Walker,BAL,WR,125.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,166.0,1.0,0.0,4.0,34.6,2.0352941176470587
John Bates,WAS,TE,56.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,134.0,1.0,0.0,4.0,34.4,2.023529411764706
Ray Davis,BUF,RB,71.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,138.0,1.0,10.0,8.0,60.0,0.0,7.0,2.0,33.8,1.9882352941176469
Jake Tonges,SF,TE,57.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,136.0,1.0,0.0,4.0,32.6,1.9176470588235295
Jaydon Blue,DAL,RB,73.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,186.0,1.0,6.0,4.0,31.0,0.0,10.0,1.0,31.700000000000003,1.8647058823529414
Kaelon Black,SF,RB,74.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,1.0,5.0,4.0,32.0,0.0,10.0,1.0,31.5,1.8529411764705883
Chimere Dike,TEN,WR,127.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,1.0,11.0,7.0,74.0,1.0,3.0,2.0,31.4,1.8470588235294116
Ollie Gordon II,MIA,RB,75.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,185.0,1.0,5.0,4.0,28.0,0.0,11.0,1.0,31.3,1.8411764705882354
Trevor Etienne,CAR,RB,76.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,106.0,1.0,10.0,8.0,59.0,0.0,6.0,2.0,30.5,1.7941176470588236
Tanner Hudson,CIN,TE,59.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,110.0,1.0,0.0,3.0,30.0,1.7647058823529411
Mack Hollins,NE,WR,129.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,127.0,1.0,0.0,3.0,29.700000000000003,1.747058823529412
Jonah Coleman,DEN,RB,77.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,1.0,11.0,9.0,62.0,0.0,5.0,2.0,29.7,1.7470588235294118
Tyler Badie,DEN,RB,79.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,17.0,12.0,99.0,1.0,1.0,3.0,29.7,1.7470588235294118
Adam Trautman,DEN,TE,60.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,113.0,1.0,0.0,3.0,29.3,1.723529411764706
Brenen Thompson,LAC,WR,130.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,16.0,10.0,121.0,1.0,1.0,3.0,29.200000000000003,1.7176470588235295
Konata Mumpfield,LAR,WR,128.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,127.0,1.0,0.0,3.0,28.700000000000003,1.6882352941176473
Ben Sinnott,WAS,TE,64.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,106.0,1.0,0.0,3.0,28.6,1.6823529411764706
Mo Alie-Cox,IND,TE,63.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,111.0,1.0,0.0,3.0,28.1,1.6529411764705884
KeAndre Lambert-Smith,LAC,WR,131.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,121.0,1.0,0.0,3.0,28.1,1.6529411764705884
Luke Schoonmaker,DAL,TE,61.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,110.0,1.0,0.0,3.0,28.0,1.6470588235294117
Jackson Hawes,BUF,TE,62.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,110.0,1.0,0.0,3.0,28.0,1.6470588235294117
Jeremy Ruckert,NYJ,TE,66.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,96.0,1.0,0.0,3.0,27.6,1.6235294117647059
Devin Singletary,NYG,RB,80.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,143.0,1.0,5.0,4.0,26.0,0.0,8.0,1.0,26.9,1.5823529411764705
Sean Tucker,TB,RB,81.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,146.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,26.6,1.5647058823529412
Durham Smythe,BAL,TE,67.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,94.0,1.0,0.0,3.0,25.4,1.4941176470588236
Cedric Tillman,CLE,WR,133.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,101.0,1.0,0.0,3.0,25.1,1.4764705882352942
Adam Randall,BAL,RB,83.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,121.0,1.0,5.0,4.0,29.0,0.0,6.0,1.0,25.0,1.4705882352941178
Demond Claiborne,MIN,RB,84.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,110.0,1.0,6.0,5.0,29.0,0.0,7.0,1.0,24.9,1.464705882352941
Daniel Bellinger,TEN,TE,65.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,112.0,0.0,0.0,3.0,24.200000000000003,1.4235294117647062
Will Shipley,PHI,RB,78.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,0.0,15.0,11.0,83.0,0.0,2.0,3.0,23.3,1.3705882352941177
Kyle T. Williams,NE,WR,132.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,10.0,6.0,91.0,1.0,1.0,2.0,23.3,1.3705882352941177
Tez Johnson,TB,WR,134.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,11.0,7.0,78.0,1.0,1.0,2.0,23.1,1.3588235294117648
Xavier Smith,LAR,WR,135.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,89.0,1.0,0.0,2.0,21.9,1.288235294117647
Foster Moreau,HOU,TE,70.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,79.0,1.0,0.0,2.0,21.9,1.288235294117647
Mitchell Tinsley,CIN,WR,137.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,84.0,1.0,0.0,2.0,21.4,1.2588235294117647
Davis Allen,LAR,TE,69.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,74.0,1.0,0.0,2.0,21.4,1.2588235294117647
Nate Boerkircher,JAX,TE,73.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,74.0,1.0,0.0,2.0,21.4,1.2588235294117647
Nicholas Singleton,TEN,RB,85.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,83.0,1.0,6.0,4.0,30.0,0.0,5.0,1.0,21.3,1.2529411764705882
Brock Wright,DET,TE,72.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,72.0,1.0,0.0,2.0,21.2,1.2470588235294118
Nate Adkins,DEN,TE,71.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,69.0,1.0,0.0,2.0,20.9,1.2294117647058822
Hunter Luepke,DAL,RB,82.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,56.0,0.0,11.0,9.0,62.0,0.0,3.0,2.0,20.8,1.223529411764706
Charlie Kolar,LAC,TE,75.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,73.0,1.0,0.0,2.0,20.3,1.1941176470588235
Payne Durham,TB,TE,74.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,71.0,1.0,0.0,2.0,20.1,1.1823529411764706
Cyrus Allen,KC,WR,141.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,80.0,1.0,0.0,2.0,20.0,1.1764705882352942
Ben Sims,MIA,TE,68.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,98.0,0.0,0.0,3.0,19.8,1.1647058823529413
Emanuel Wilson,SEA,RB,93.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,48.0,0.0,2.0,1.0,10.0,0.0,2.0,0.0,6.800000000000001,1.1333333333333335
Jahdae Walker,CHI,WR,140.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,72.0,1.0,0.0,2.0,19.2,1.1294117647058823
Tahj Brooks,CIN,RB,86.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,129.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,18.9,1.1117647058823528
JuJu Smith-Schuster,NYG,WR,165.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,2.2,1.1
Calvin Austin III,NYG,WR,136.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,97.0,0.0,0.0,3.0,17.700000000000003,1.0411764705882354
Isaiah Bond,CLE,WR,138.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,10.0,6.0,74.0,0.0,1.0,2.0,15.700000000000001,0.9235294117647059
Alec Ingold,LAC,RB,87.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,11.0,8.0,58.0,0.0,1.0,2.0,14.700000000000001,0.8647058823529412
Anthony Gould,IND,WR,139.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,74.0,0.0,0.0,2.0,14.4,0.8470588235294118
Tyrell Shavers,BUF,WR,149.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,52.0,0.0,0.0,1.0,9.2,0.8363636363636363
Elic Ayomanor,TEN,WR,143.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,76.0,0.0,0.0,2.0,13.600000000000001,0.8
Blake Whiteheart,CLE,TE,76.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,63.0,0.0,0.0,2.0,13.3,0.7823529411764706
Seth McGowan,IND,RB,89.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,52.0,0.0,5.0,4.0,29.0,0.0,3.0,1.0,12.100000000000001,0.7117647058823531
Kaytron Allen,WAS,RB,88.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,51.0,0.0,5.0,4.0,29.0,0.0,3.0,1.0,12.0,0.7058823529411765
Justin Fields,KC,QB,39.0,11.0,17.0,21.0,13.0,140.0,1.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,,,11.100000000000001,0.6529411764705884
Joe Milton III,DAL,QB,38.0,11.0,17.0,23.0,15.0,159.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,,10.96,0.6447058823529412
Greg Dortch,DET,WR,142.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,5.0,4.0,40.0,0.0,1.0,1.0,10.4,0.611764705882353
Ben Skowronek,PIT,WR,148.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,51.0,0.0,0.0,2.0,10.100000000000001,0.5941176470588236
Joe Flacco,CIN,QB,40.0,10.0,17.0,25.0,15.0,164.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,9.66,0.5682352941176471
Bo Melton,GB,WR,146.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,5.0,3.0,38.0,0.0,1.0,1.0,9.4,0.5529411764705883
Mason Tipton,NO,WR,145.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,5.0,3.0,37.0,0.0,1.0,1.0,9.100000000000001,0.5352941176470589
Isaiah Williams,NYJ,WR,144.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,5.0,4.0,36.0,0.0,1.0,1.0,8.9,0.5235294117647059
Connor Heyward,LV,RB,91.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,5.0,4.0,29.0,0.0,1.0,1.0,8.700000000000001,0.511764705882353
Max Bredeson,MIN,RB,94.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,6.0,5.0,29.0,0.0,1.0,1.0,8.700000000000001,0.511764705882353
Adam Prentice,DEN,RB,90.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,6.0,4.0,30.0,0.0,1.0,1.0,8.7,0.5117647058823529
Michael Burton,CLE,RB,92.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,5.0,4.0,26.0,0.0,1.0,1.0,8.4,0.49411764705882355
