name,key,team,pos,g,source,dk_pg,role,pass_att_pg,ypa,comp_rate,pass_td_rate,int_rate,carry_pg,ypc,rush_td_rate,tgt_share,carry_share,cv_tgt,cv_carry,var_src_carry,catch_rate,ypt,rec_td_per_tgt,var_src_tgt
Josh Allen,j.allen,BUF,QB,17.0,clay_6_10,22.335294117647063,QB,29.941176470588236,7.75049115913556,0.6679764243614931,0.05108055009823183,0.023575638506876228,6.823529411764706,4.991379310344827,0.10344827586206896,0.0,0.0,,0.39669706556843193,measured,,,,
Jahmyr Gibbs,j.gibbs,DET,RB,17.0,clay_6_10,21.294117647058822,RB,,,,,,16.647058823529413,4.851590106007067,0.04946996466431095,0.15808823529411764,0.5995762711864406,0.4703489794587737,0.213047908739593,,0.7906976744186046,6.3604651162790695,0.03488372093023256,measured
Puka Nacua,p.nacua,LAR,WR,17.0,clay_6_10,21.094117647058823,WR,,,,,,0.9411764705882353,6.625,0.0625,0.3118279569892473,0.03455723542116631,0.2697043563143705,0.45127135534829493,,0.7068965517241379,9.137931034482758,0.05747126436781609,measured
Christian McCaffrey,c.mccaffrey,SF,RB,17.0,clay_6_10,20.829411764705885,RB,,,,,,16.41176470588235,4.118279569892473,0.035842293906810034,0.18867924528301888,0.5861344537815126,0.3183534198525626,0.16568091482248035,,0.8,6.92,0.05,measured
Bijan Robinson,b.robinson,ATL,RB,17.0,clay_6_10,20.605882352941173,RB,,,,,,16.823529411764707,4.793706293706293,0.027972027972027972,0.1746031746031746,0.6271929824561403,0.4488766778529452,0.3843434793608461,,0.7676767676767676,7.191919191919192,0.030303030303030304,measured
Lamar Jackson,l.jackson,BAL,QB,17.0,clay_6_10,20.023529411764702,QB,27.470588235294116,8.319057815845824,0.6488222698072805,0.055674518201284794,0.021413276231263382,7.176470588235294,5.491803278688525,0.03278688524590164,0.0,0.0,,0.5003420130878292,measured,,,,
Drake Maye,d.maye,NE,QB,17.0,clay_6_10,19.88235294117647,QB,30.58823529411765,7.875,0.6826923076923077,0.051923076923076926,0.021153846153846155,5.9411764705882355,5.267326732673268,0.039603960396039604,0.0,0.0,,0.4025229257820778,measured,,,,
Ja'Marr Chase,j.chase,CIN,WR,17.0,clay_6_10,19.87058823529412,WR,,,,,,0.23529411764705882,5.25,0.0,0.2895622895622896,0.009280742459396751,0.35092995835310553,0.4800125171586246,,0.6918604651162791,8.761627906976743,0.06395348837209303,measured
Jalen Hurts,j.hurts,PHI,QB,17.0,clay_6_10,19.762352941176477,QB,29.352941176470587,7.573146292585171,0.657314629258517,0.04809619238476954,0.018036072144288578,6.235294117647059,4.132075471698113,0.08490566037735849,0.0,0.0,,0.3994837193931754,measured,,,,
Jaxon Smith-Njigba,j.njigba,SEA,WR,17.0,clay_6_10,19.435294117647057,WR,,,,,,0.29411764705882354,5.0,0.0,0.3235867446393762,0.010416666666666666,0.31654622151662715,0.4800125171586246,,0.7048192771084337,9.451807228915662,0.05421686746987952,measured
Jayden Daniels,j.daniels,WAS,QB,17.0,clay_6_10,19.362352941176468,QB,30.58823529411765,7.411538461538462,0.6673076923076923,0.04230769230769231,0.019230769230769232,7.705882352941177,5.114503816793893,0.03816793893129771,0.0,0.0,,0.21154429969314387,measured,,,,
Amon-Ra St. Brown,a.brown,DET,WR,17.0,clay_6_10,18.958823529411767,WR,,,,,,0.11764705882352941,6.5,0.0,0.3069852941176471,0.00423728813559322,0.49169138793461103,0.4800125171586246,,0.7065868263473054,8.562874251497005,0.059880239520958084,archetype
Jaxson Dart,j.dart,NYG,QB,17.0,clay_6_10,18.756470588235292,QB,29.647058823529413,7.319444444444445,0.6488095238095238,0.041666666666666664,0.01984126984126984,5.9411764705882355,5.475247524752476,0.06930693069306931,0.0,0.0,,0.5287531865551214,measured,,,,
Joe Burrow,j.burrow,CIN,QB,17.0,clay_6_10,18.629411764705885,QB,33.470588235294116,7.240773286467487,0.6766256590509666,0.05799648506151142,0.019332161687170474,3.0588235294117645,3.6346153846153846,0.038461538461538464,0.0,0.0,,0.0975030890435742,measured,,,,
Brock Purdy,b.purdy,SF,QB,17.0,clay_6_10,18.408235294117645,QB,31.176470588235293,7.888679245283019,0.6641509433962264,0.0509433962264151,0.026415094339622643,3.823529411764706,4.2615384615384615,0.06153846153846154,0.0,0.0,,0.6059602211870734,measured,,,,
Matthew Stafford,m.stafford,LAR,QB,17.0,clay_6_10,18.30470588235294,QB,32.8235294117647,7.673835125448028,0.6379928315412187,0.06272401433691756,0.017921146953405017,1.588235294117647,1.4444444444444444,0.037037037037037035,0.0,0.0,,0.5577745054751404,measured,,,,
Jonathan Taylor,j.taylor,IND,RB,17.0,clay_6_10,18.27058823529412,RB,,,,,,19.235294117647058,4.617737003058104,0.03669724770642202,0.11005692599620494,0.7124183006535948,0.42422302930092665,0.17830770320909184,,0.8103448275862069,5.9655172413793105,0.017241379310344827,measured
Trevor Lawrence,t.lawrence,JAX,QB,17.0,clay_6_10,18.091764705882355,QB,32.94117647058823,7.016071428571428,0.6196428571428572,0.044642857142857144,0.023214285714285715,4.294117647058823,4.575342465753424,0.0684931506849315,0.0,0.0,,0.46515300002421994,measured,,,,
Bo Nix,b.nix,DEN,QB,17.0,clay_6_10,18.078823529411768,QB,33.23529411764706,6.8513274336283185,0.6442477876106195,0.04601769911504425,0.019469026548672566,4.823529411764706,4.329268292682927,0.04878048780487805,0.0,0.0,,0.590049125605661,measured,,,,
Dak Prescott,d.prescott,DAL,QB,17.0,clay_6_10,17.828235294117647,QB,32.705882352941174,7.39568345323741,0.6690647482014388,0.0539568345323741,0.02158273381294964,3.0,3.6470588235294117,0.0392156862745098,0.0,0.0,,0.5038289128204458,measured,,,,
Patrick Mahomes,p.mahomes,KC,QB,17.0,clay_6_10,17.783529411764704,QB,32.411764705882355,7.246823956442832,0.6497277676950998,0.047186932849364795,0.021778584392014518,3.1176470588235294,6.150943396226415,0.05660377358490566,0.0,0.0,,0.5783340420322032,measured,,,,
Justin Herbert,j.herbert,LAC,QB,17.0,clay_6_10,17.614117647058823,QB,31.058823529411764,7.284090909090909,0.6534090909090909,0.04924242424242424,0.020833333333333332,4.588235294117647,5.205128205128205,0.02564102564102564,0.0,0.0,,0.5651185151256181,measured,,,,
De'Von Achane,d.achane,MIA,RB,17.0,clay_6_10,17.58235294117647,RB,,,,,,15.647058823529411,5.067669172932331,0.018796992481203006,0.15841584158415842,0.5495867768595041,0.4674460572502999,0.2407096422810986,,0.8125,6.3875,0.0375,measured
CeeDee Lamb,c.lamb,DAL,WR,17.0,clay_6_10,17.500000000000004,WR,,,,,,0.11764705882352941,6.5,0.0,0.27288428324697755,0.004282655246252677,0.34333302241467084,0.5567432093668422,,0.6582278481012658,8.746835443037975,0.056962025316455694,measured
Caleb Williams,c.williams,CHI,QB,17.0,clay_6_10,17.23764705882353,QB,31.058823529411764,7.236742424242424,0.6003787878787878,0.04734848484848485,0.01893939393939394,4.176470588235294,5.380281690140845,0.028169014084507043,0.0,0.0,,0.43028119449700997,measured,,,,
Justin Jefferson,j.jefferson,MIN,WR,17.0,clay_6_10,17.15294117647059,WR,,,,,,0.11764705882352941,5.5,0.0,0.2881944444444444,0.0044943820224719105,0.1921392409817248,0.4800125171586246,,0.6686746987951807,8.283132530120483,0.04216867469879518,measured
Daniel Jones,d.jones,IND,QB,17.0,clay_6_10,16.789411764705882,QB,31.0,7.1024667931688805,0.6622390891840607,0.03795066413662239,0.020872865275142316,4.294117647058823,4.205479452054795,0.0821917808219178,0.0,0.0,,0.546743064175514,measured,,,,
Jared Goff,j.goff,DET,QB,17.0,clay_6_10,16.777647058823533,QB,32.0,7.735294117647059,0.6819852941176471,0.05330882352941176,0.01838235294117647,1.588235294117647,1.8148148148148149,0.037037037037037035,0.0,0.0,,0.41304148783146655,measured,,,,
James Cook,j.cook,BUF,RB,17.0,clay_6_10,16.71764705882353,RB,,,,,,17.647058823529413,4.666666666666667,0.03666666666666667,0.09037328094302555,0.5905511811023622,0.39963183644677247,0.26903626625248744,,0.782608695652174,6.565217391304348,0.043478260869565216,measured
Omarion Hampton,o.hampton,LAC,RB,17.0,clay_6_10,16.623529411764707,RB,,,,,,15.882352941176471,4.270370370370371,0.037037037037037035,0.13068181818181818,0.5934065934065934,0.6059415408181855,0.45979592341908443,,0.8115942028985508,5.695652173913044,0.028985507246376812,measured
Ashton Jeanty,a.jeanty,LV,RB,17.0,clay_6_10,16.58823529411765,RB,,,,,,16.529411764705884,4.04270462633452,0.02491103202846975,0.15371024734982333,0.6272321428571429,0.5129419865699617,0.1650115046630993,,0.7471264367816092,5.67816091954023,0.022988505747126436,measured
Jeremiyah Love,j.love,ARI,RB,17.0,clay_6_10,16.51764705882353,RB,,,,,,15.0,4.427450980392157,0.027450980392156862,0.14751286449399656,0.6280788177339901,0.49169138793461103,0.5559908693124839,,0.7558139534883721,5.686046511627907,0.023255813953488372,archetype
Baker Mayfield,b.mayfield,TB,QB,17.0,clay_6_10,16.42705882352941,QB,31.0,7.256166982922201,0.6432637571157496,0.04743833017077799,0.022770398481973434,3.176470588235294,5.981481481481482,0.018518518518518517,0.0,0.0,,0.39423755993965,measured,,,,
Breece Hall,b.hall,NYJ,RB,17.0,clay_6_10,16.34705882352941,RB,,,,,,15.588235294117647,4.388679245283019,0.03018867924528302,0.12052730696798493,0.5798687089715536,0.4604196926649785,0.23710486901563024,,0.8125,6.8125,0.046875,measured
Josh Jacobs,j.jacobs,GB,RB,17.0,clay_6_10,16.341176470588238,RB,,,,,,17.647058823529413,4.123333333333333,0.043333333333333335,0.08851224105461393,0.6396588486140725,0.8104061866259055,0.3188246007259358,,0.7659574468085106,5.9787234042553195,0.0425531914893617,measured
Tyler Shough,t.shough,NO,QB,17.0,clay_6_10,16.28705882352941,QB,32.23529411764706,7.093065693430657,0.6496350364963503,0.0364963503649635,0.020072992700729927,3.8823529411764706,4.303030303030303,0.06060606060606061,0.0,0.0,,0.46600892192409366,measured,,,,
Jordan Love,j.love,GB,QB,17.0,clay_6_10,16.236470588235292,QB,31.235294117647058,7.519774011299435,0.6440677966101694,0.047080979284369114,0.02071563088512241,2.9411764705882355,4.26,0.02,0.0,0.0,,0.5559908693124839,measured,,,,
Ken Walker III,k.walker,KC,RB,17.0,clay_6_10,16.170588235294115,RB,,,,,,16.235294117647058,4.467391304347826,0.03260869565217391,0.1048951048951049,0.6065934065934065,0.5144598958591844,0.25989425372318753,,0.8,6.266666666666667,0.03333333333333333,measured
Saquon Barkley,s.barkley,PHI,RB,17.0,clay_6_10,16.147058823529413,RB,,,,,,17.647058823529413,4.283333333333333,0.03,0.11823647294589178,0.5964214711729622,0.5107203966622705,0.17727267394094687,,0.7288135593220338,6.271186440677966,0.03389830508474576,measured
Derrick Henry,d.henry,BAL,RB,17.0,clay_6_10,16.11764705882353,RB,,,,,,18.647058823529413,4.668769716088328,0.04100946372239748,0.059957173447537475,0.590316573556797,0.3899012859090117,0.15380661070065757,,0.75,7.5,0.03571428571428571,measured
Rashee Rice,r.rice,KC,WR,17.0,clay_6_10,16.094117647058823,WR,,,,,,0.47058823529411764,5.375,0.125,0.23776223776223776,0.017582417582417582,0.1973000423203982,0.4800125171586246,,0.7058823529411765,8.330882352941176,0.0661764705882353,measured
Chase Brown,c.brown,CIN,RB,17.0,clay_6_10,15.994117647058822,RB,,,,,,14.117647058823529,4.354166666666667,0.029166666666666667,0.13468013468013468,0.5568445475638051,0.42262949143029416,0.2689752773667717,,0.8,5.425,0.0375,measured
Drake London,d.london,ATL,WR,17.0,clay_6_10,15.86470588235294,WR,,,,,,0.0,0.0,0.0,0.2804232804232804,0.0,0.3778106887175349,,,0.6415094339622641,7.90566037735849,0.0440251572327044,measured
Sam Darnold,s.darnold,SEA,QB,17.0,clay_6_10,15.469411764705884,QB,30.176470588235293,7.820662768031189,0.6530214424951267,0.04678362573099415,0.023391812865497075,2.588235294117647,2.840909090909091,0.022727272727272728,0.0,0.0,,0.46345716143847104,measured,,,,
Javonte Williams,j.williams,DAL,RB,17.0,clay_6_10,15.441176470588236,RB,,,,,,16.88235294117647,4.376306620209059,0.03832752613240418,0.08808290155440414,0.6145610278372591,0.49169138793461103,0.4800125171586246,,0.7254901960784313,4.294117647058823,0.0392156862745098,archetype
Kyler Murray,k.murray,MIN,QB,17.0,clay_6_10,15.417647058823531,QB,28.823529411764707,6.826530612244898,0.6755102040816326,0.03877551020408163,0.02040816326530612,4.176470588235294,6.23943661971831,0.04225352112676056,0.0,0.0,,0.43098404584448796,measured,,,,
Carson Beck,c.beck,ARI,QB,2.0,clay_6_10,15.41,QB,33.0,6.787878787878788,0.6212121212121212,0.045454545454545456,0.030303030303030304,3.5,4.142857142857143,0.0,0.0,0.0,,0.4800125171586246,archetype,,,,
C.J. Stroud,c.stroud,HOU,QB,17.0,clay_6_10,15.33764705882353,QB,32.411764705882355,7.161524500907441,0.6370235934664247,0.038112522686025406,0.021778584392014518,3.3529411764705883,4.368421052631579,0.017543859649122806,0.0,0.0,,0.5621448017686869,measured,,,,
Malik Willis,m.willis,MIA,QB,17.0,clay_6_10,15.097647058823528,QB,29.705882352941178,7.037623762376238,0.6376237623762376,0.02574257425742574,0.019801980198019802,6.235294117647059,5.1415094339622645,0.02830188679245283,0.0,0.0,,0.4800125171586246,archetype,,,,
Garrett Wilson,g.wilson,NYJ,WR,17.0,clay_6_10,15.017647058823528,WR,,,,,,0.11764705882352941,5.5,0.0,0.2900188323917137,0.00437636761487965,0.2831214265605352,0.4800125171586246,,0.6688311688311688,7.87012987012987,0.032467532467532464,measured
Trey McBride,t.mcbride,ARI,TE,17.0,clay_6_10,14.988235294117649,TE,,,,,,0.0,0.0,0.0,0.2658662092624357,0.0,0.18728219750595218,,,0.7225806451612903,6.890322580645162,0.03870967741935484,measured
Bryce Young,b.young,CAR,QB,17.0,clay_6_10,14.856470588235297,QB,31.58823529411765,6.767225325884544,0.6219739292364991,0.037243947858473,0.0223463687150838,3.411764705882353,4.689655172413793,0.034482758620689655,0.0,0.0,,0.680732226336207,measured,,,,
Nico Collins,n.collins,HOU,WR,17.0,clay_6_10,14.788235294117646,WR,,,,,,0.11764705882352941,6.0,0.0,0.24863883847549909,0.004434589800443459,0.32846384623717456,0.4800125171586246,,0.635036496350365,8.846715328467154,0.051094890510948905,measured
Malik Nabers,m.nabers,NYG,WR,15.0,clay_6_10,14.686666666666667,WR,,,,,,0.26666666666666666,5.0,0.0,0.23809523809523808,0.008130081300813009,0.2811075814306866,0.4800125171586246,,0.6333333333333333,8.358333333333333,0.058333333333333334,measured
A.J. Brown,a.brown,NE,WR,17.0,clay_6_10,14.676470588235292,WR,,,,,,0.0,0.0,0.0,0.25,0.0,0.49169138793461103,,,0.6615384615384615,9.346153846153847,0.05384615384615385,archetype
Kyren Williams,k.williams,LAR,RB,17.0,clay_6_10,14.511764705882356,RB,,,,,,14.705882352941176,4.532,0.044,0.08064516129032258,0.5399568034557235,0.7403901975472545,0.22415254580129956,,0.7333333333333333,4.977777777777778,0.044444444444444446,measured
Geno Smith,g.smith,NYJ,QB,17.0,clay_6_10,14.501176470588234,QB,31.235294117647058,7.1807909604519775,0.67984934086629,0.03766478342749529,0.026365348399246705,3.411764705882353,3.793103448275862,0.017241379310344827,0.0,0.0,,0.5615811750325227,measured,,,,
Cam Skattebo,c.skattebo,NYG,RB,17.0,clay_6_10,14.370588235294118,RB,,,,,,14.647058823529411,4.208835341365462,0.028112449799196786,0.12103174603174603,0.5060975609756098,0.5588401763511686,0.4708081764571864,,0.8032786885245902,5.983606557377049,0.03278688524590164,measured
Travis Etienne,t.etienne,NO,RB,17.0,clay_6_10,14.25294117647059,RB,,,,,,15.176470588235293,4.329457364341085,0.023255813953488372,0.10948905109489052,0.559652928416486,0.47469082942559193,0.7455914605758076,,0.75,6.266666666666667,0.03333333333333333,measured
Chris Olave,c.olave,NO,WR,17.0,clay_6_10,14.24705882352941,WR,,,,,,0.0,0.0,0.0,0.2591240875912409,0.0,0.22992639804836643,,,0.6338028169014085,8.183098591549296,0.04225352112676056,measured
Brock Bowers,b.bowers,LV,TE,17.0,clay_6_10,14.18235294117647,TE,,,,,,0.23529411764705882,4.0,0.0,0.23851590106007067,0.008928571428571428,0.2834567800456276,0.4800125171586246,,0.725925925925926,7.37037037037037,0.05185185185185185,measured
Zay Flowers,z.flowers,BAL,WR,17.0,clay_6_10,14.176470588235292,WR,,,,,,0.5882352941176471,5.7,0.0,0.2505353319057816,0.0186219739292365,0.3039241586511649,0.410810842633914,,0.7008547008547008,10.025641025641026,0.05128205128205128,measured
George Pickens,g.pickens,DAL,WR,17.0,clay_6_10,14.094117647058823,WR,,,,,,0.0,0.0,0.0,0.2158894645941278,0.0,0.3441314957695257,,,0.64,8.928,0.064,measured
DeVonta Smith,d.smith,PHI,WR,17.0,clay_6_10,14.041176470588235,WR,,,,,,0.0,0.0,0.0,0.2565130260521042,0.0,0.4333147946356143,,,0.703125,8.8046875,0.046875,measured
Tetairoa McMillan,t.mcmillan,CAR,WR,17.0,clay_6_10,14.005882352941178,WR,,,,,,0.0,0.0,0.0,0.260707635009311,0.0,0.3171831680979969,,,0.5928571428571429,8.507142857142858,0.04285714285714286,measured
Cameron Ward,c.ward,TEN,QB,17.0,clay_6_10,13.891764705882352,QB,32.8235294117647,6.727598566308243,0.6362007168458781,0.02867383512544803,0.017921146953405017,2.764705882352941,4.25531914893617,0.0425531914893617,0.0,0.0,,0.5210554465316205,measured,,,,
Davante Adams,d.adams,LAR,WR,17.0,clay_6_10,13.86470588235294,WR,,,,,,0.0,0.0,0.0,0.2222222222222222,0.0,0.2787664310352657,,,0.5483870967741935,8.201612903225806,0.08870967741935484,measured
Aaron Rodgers,a.rodgers,PIT,QB,17.0,clay_6_10,13.85058823529412,QB,33.470588235294116,6.6151142355008785,0.6379613356766256,0.0351493848857645,0.019332161687170474,1.6470588235294117,3.5357142857142856,0.03571428571428571,0.0,0.0,,0.5338366556481552,measured,,,,
Quinshon Judkins,q.judkins,CLE,RB,17.0,clay_6_10,13.294117647058824,RB,,,,,,18.58823529411765,3.920886075949367,0.022151898734177215,0.07536764705882353,0.6854663774403471,0.5254603250307168,0.24548964249599217,,0.7804878048780488,5.390243902439025,0.024390243902439025,measured
Bucky Irving,b.irving,TB,RB,17.0,clay_6_10,13.205882352941176,RB,,,,,,15.411764705882353,4.0534351145038165,0.022900763358778626,0.09108159392789374,0.5550847457627118,0.24397932305850079,0.16312834582738467,,0.8125,6.520833333333333,0.041666666666666664,measured
Terry McLaurin,t.mclaurin,WAS,WR,17.0,clay_6_10,13.01764705882353,WR,,,,,,0.0,0.0,0.0,0.22884615384615384,0.0,0.2911901493624432,,,0.680672268907563,8.764705882352942,0.05042016806722689,measured
Ladd McConkey,l.mcconkey,LAC,WR,17.0,clay_6_10,12.9,WR,,,,,,0.0,0.0,0.0,0.23106060606060605,0.0,0.3863902599264174,,,0.6557377049180327,8.467213114754099,0.04918032786885246,measured
Emeka Egbuka,e.egbuka,TB,WR,17.0,clay_6_10,12.823529411764708,WR,,,,,,0.11764705882352941,6.0,0.0,0.2333965844402277,0.00423728813559322,0.3399073203619523,0.4800125171586246,,0.5447154471544715,8.764227642276422,0.056910569105691054,measured
George Kittle,g.kittle,SF,TE,15.0,clay_6_10,12.746666666666666,TE,,,,,,0.0,0.0,0.0,0.17547169811320754,0.0,0.4138071582560585,,,0.7956989247311828,8.731182795698924,0.06451612903225806,measured
Tee Higgins,t.higgins,CIN,WR,17.0,clay_6_10,12.735294117647058,WR,,,,,,0.0,0.0,0.0,0.1919191919191919,0.0,0.3680601816612086,,,0.6403508771929824,8.37719298245614,0.07017543859649122,measured
Carnell Tate,c.tate,TEN,WR,17.0,clay_6_10,12.63529411764706,WR,,,,,,0.0,0.0,0.0,0.22759856630824374,0.0,0.49169138793461103,,,0.6141732283464567,8.409448818897637,0.03937007874015748,archetype
Jameson Williams,j.williams,DET,WR,17.0,clay_6_10,12.552941176470588,WR,,,,,,0.4117647058823529,6.428571428571429,0.14285714285714285,0.1875,0.014830508474576272,0.49169138793461103,0.4800125171586246,,0.6274509803921569,10.088235294117647,0.058823529411764705,archetype
Jaylen Waddle,j.waddle,DEN,WR,17.0,clay_6_10,12.547058823529412,WR,,,,,,0.11764705882352941,6.0,0.0,0.21061946902654868,0.0044943820224719105,0.3700430923910845,0.4800125171586246,,0.6470588235294118,8.327731092436975,0.05042016806722689,measured
TreVeyon Henderson,t.henderson,NE,RB,17.0,clay_6_10,12.494117647058824,RB,,,,,,11.411764705882353,4.402061855670103,0.03608247422680412,0.1,0.4110169491525424,0.48829578419093783,0.48451125917245885,,0.8269230769230769,5.769230769230769,0.038461538461538464,measured
Jacoby Brissett,j.brissett,ARI,QB,17.0,clay_6_10,12.491764705882352,QB,30.41176470588235,6.497098646034816,0.632495164410058,0.029013539651837523,0.017408123791102514,2.764705882352941,4.468085106382978,0.02127659574468085,0.0,0.0,,0.4353755619657169,measured,,,,
D'Andre Swift,d.swift,CHI,RB,17.0,clay_6_10,12.376470588235296,RB,,,,,,12.882352941176471,4.538812785388128,0.0365296803652968,0.07765151515151515,0.4415322580645161,0.6111856383584764,0.15709283421321343,,0.7317073170731707,6.585365853658536,0.024390243902439025,measured
Rome Odunze,r.odunze,CHI,WR,17.0,clay_6_10,12.352941176470589,WR,,,,,,0.0,0.0,0.0,0.22348484848484848,0.0,0.32236621612899047,,,0.5,8.728813559322035,0.06779661016949153,measured
DJ Moore,d.moore,BUF,WR,17.0,clay_6_10,12.188235294117648,WR,,,,,,0.4117647058823529,5.142857142857143,0.0,0.21021611001964635,0.013779527559055118,0.2676094485286538,0.6722453417937104,,0.6261682242990654,8.841121495327103,0.06542056074766354,measured
Courtland Sutton,c.sutton,DEN,WR,17.0,clay_6_10,12.129411764705882,WR,,,,,,0.0,0.0,0.0,0.21061946902654868,0.0,0.33941528736711174,,,0.5798319327731093,7.495798319327731,0.06722689075630252,measured
Bhayshul Tuten,b.tuten,JAX,RB,17.0,clay_6_10,12.129411764705882,RB,,,,,,13.941176470588236,4.185654008438819,0.029535864978902954,0.08035714285714286,0.541095890410959,0.42543494404228266,0.44929406425221013,,0.7555555555555555,5.555555555555555,0.022222222222222223,measured
Colston Loveland,c.loveland,CHI,TE,17.0,clay_6_10,12.105882352941178,TE,,,,,,0.0,0.0,0.0,0.22348484848484848,0.0,0.5364139574698887,,,0.6779661016949152,7.610169491525424,0.05084745762711865,measured
Tyler Warren,t.warren,IND,TE,17.0,clay_6_10,12.08235294117647,TE,,,,,,0.35294117647058826,2.3333333333333335,0.0,0.21821631878557876,0.013071895424836602,0.2927164409837816,0.4800125171586246,,0.7565217391304347,7.565217391304348,0.043478260869565216,measured
Zach Charbonnet,z.charbonnet,SEA,RB,11.0,clay_6_10,11.990909090909092,RB,,,,,,12.363636363636363,4.073529411764706,0.051470588235294115,0.050682261208576995,0.2833333333333333,0.5049180907002065,0.2511258496993514,,0.7692307692307693,5.576923076923077,0.0,measured
Luther Burden III,l.burden,CHI,WR,17.0,clay_6_10,11.988235294117649,WR,,,,,,0.5294117647058824,5.555555555555555,0.0,0.21401515151515152,0.018145161290322582,0.5270833275107369,0.3032703196607322,,0.6637168141592921,8.300884955752212,0.04424778761061947,measured
Fernando Mendoza,f.mendoza,LV,QB,17.0,clay_6_10,11.92470588235294,QB,26.352941176470587,6.814732142857143,0.6316964285714286,0.03125,0.022321428571428572,3.0588235294117645,4.346153846153846,0.038461538461538464,0.0,0.0,,0.4800125171586246,archetype,,,,
Alec Pierce,a.pierce,IND,WR,17.0,clay_6_10,11.788235294117648,WR,,,,,,0.0,0.0,0.0,0.21821631878557876,0.0,0.4318828403300178,,,0.591304347826087,8.904347826086957,0.043478260869565216,measured
Michael Pittman Jr.,m.pittman,PIT,WR,17.0,clay_6_10,11.647058823529411,WR,,,,,,0.0,0.0,0.0,0.22847100175746923,0.0,0.40556075172603917,,,0.676923076923077,6.615384615384615,0.03076923076923077,measured
David Montgomery,d.montgomery,HOU,RB,17.0,clay_6_10,11.53529411764706,RB,,,,,,12.588235294117647,4.345794392523365,0.03271028037383177,0.06896551724137931,0.4745011086474501,0.5329359587804866,0.30130145018454874,,0.8421052631578947,6.078947368421052,0.02631578947368421,measured
Rhamondre Stevenson,r.stevenson,NE,RB,17.0,clay_6_10,11.5,RB,,,,,,9.941176470588236,4.272189349112426,0.04142011834319527,0.09038461538461538,0.3580508474576271,0.45018979612420984,0.35968200832722247,,0.8085106382978723,6.659574468085107,0.0425531914893617,measured
DK Metcalf,d.metcalf,PIT,WR,17.0,clay_6_10,11.476470588235296,WR,,,,,,0.0,0.0,0.0,0.19859402460456943,0.0,0.30880019081321536,,,0.5752212389380531,8.327433628318584,0.05309734513274336,measured
Marvin Harrison Jr.,m.harrison,ARI,WR,17.0,clay_6_10,11.447058823529414,WR,,,,,,0.0,0.0,0.0,0.21612349914236706,0.0,0.4990869362128567,,,0.5476190476190477,7.587301587301587,0.03968253968253968,measured
Jadarian Price,j.price,SEA,RB,17.0,clay_6_10,11.43529411764706,RB,,,,,,13.058823529411764,4.153153153153153,0.036036036036036036,0.0682261208576998,0.4625,0.49169138793461103,0.4800125171586246,,0.7714285714285715,6.057142857142857,0.02857142857142857,archetype
Tony Pollard,t.pollard,TEN,RB,17.0,clay_6_10,11.276470588235297,RB,,,,,,14.529411764705882,4.3562753036437245,0.024291497975708502,0.06989247311827956,0.5730858468677494,0.4816611536067058,0.18296114835715627,,0.7692307692307693,4.641025641025641,0.0,measured
Aaron Jones,a.jones,MIN,RB,17.0,clay_6_10,11.258823529411766,RB,,,,,,10.0,4.352941176470588,0.023529411764705882,0.10590277777777778,0.38202247191011235,0.48796415885257693,0.32518006408884736,,0.7704918032786885,5.639344262295082,0.03278688524590164,measured
Jordyn Tyson,j.tyson,NO,WR,17.0,clay_6_10,11.1,WR,,,,,,0.0,0.0,0.0,0.20072992700729927,0.0,0.49169138793461103,,,0.6090909090909091,8.336363636363636,0.045454545454545456,archetype
Matthew Golden,m.golden,GB,WR,17.0,clay_6_10,10.994117647058824,WR,,,,,,0.23529411764705882,6.25,0.0,0.1977401129943503,0.008528784648187633,0.5255481416565091,0.4800125171586246,,0.638095238095238,8.323809523809524,0.047619047619047616,measured
Sam LaPorta,s.laporta,DET,TE,17.0,clay_6_10,10.988235294117649,TE,,,,,,0.0,0.0,0.0,0.1875,0.0,0.2805144702559818,,,0.7647058823529411,7.7254901960784315,0.049019607843137254,measured
Jaylen Warren,j.warren,PIT,RB,17.0,clay_6_10,10.988235294117649,RB,,,,,,10.588235294117647,4.383333333333334,0.022222222222222223,0.10017574692442882,0.40540540540540543,0.5892081303736498,0.2545828716094645,,0.8070175438596491,5.5964912280701755,0.017543859649122806,measured
Christian Watson,c.watson,GB,WR,17.0,clay_6_10,10.9,WR,,,,,,0.11764705882352941,6.5,0.0,0.17702448210922786,0.0042643923240938165,0.41465229692921485,0.4800125171586246,,0.5851063829787234,9.25531914893617,0.07446808510638298,measured
Harold Fannin Jr.,h.fannin,CLE,TE,17.0,clay_6_10,10.876470588235296,TE,,,,,,0.47058823529411764,2.625,0.0,0.21875,0.01735357917570499,0.41561580693500816,0.30943934688292724,,0.6974789915966386,6.873949579831932,0.025210084033613446,measured
Kyle Pitts,k.pitts,ATL,TE,17.0,clay_6_10,10.835294117647058,TE,,,,,,0.0,0.0,0.0,0.20282186948853614,0.0,0.31231029306740915,,,0.6956521739130435,7.495652173913044,0.02608695652173913,measured
Mike Evans,m.evans,SF,WR,17.0,clay_6_10,10.811764705882354,WR,,,,,,0.0,0.0,0.0,0.19056603773584907,0.0,0.6028665442161776,,,0.5643564356435643,8.990099009900991,0.0594059405940594,measured
