name,team,pos,posrk,ff_pt,g,p_att,comp,p_yds,p_td,int,sk,carry,ru_yds,ru_td,targ,rec,re_yd,re_td,car_pct,targ_pct,dk_season,dk_pg,ud_pg,drop
Josh Allen,BUF,QB,1.0,369.0,17.0,509.0,340.0,3945.0,26.0,12.0,36.0,116.0,579.0,12.0,0.0,0.0,0.0,0.0,,,379.7000000000001,22.335294117647063,22.335,0.0
Jahmyr Gibbs,DET,RB,1.0,365.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,1373.0,14.0,86.0,68.0,547.0,3.0,61.0,16.0,362.0,21.294117647058822,19.294,2.0
Puka Nacua,LAR,WR,1.0,357.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,106.0,1.0,174.0,123.0,1590.0,10.0,4.0,31.0,358.6,21.094117647058823,17.476,3.62
Christian McCaffrey,SF,RB,3.0,350.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,1149.0,10.0,100.0,80.0,692.0,5.0,63.0,19.0,354.1,20.829411764705885,18.476,2.35
Bijan Robinson,ATL,RB,2.0,353.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,1371.0,8.0,99.0,76.0,712.0,3.0,66.0,18.0,350.29999999999995,20.605882352941173,18.371,2.23
Lamar Jackson,BAL,QB,2.0,322.0,17.0,467.0,303.0,3885.0,26.0,10.0,39.0,122.0,670.0,4.0,0.0,0.0,0.0,0.0,,,340.4,20.023529411764702,20.024,-0.0
Drake Maye,NE,QB,4.0,319.0,17.0,520.0,355.0,4095.0,27.0,11.0,47.0,101.0,532.0,4.0,0.0,0.0,0.0,0.0,,,338.0,19.88235294117647,19.882,0.0
Ja'Marr Chase,CIN,WR,2.0,336.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,172.0,119.0,1507.0,11.0,1.0,30.0,337.80000000000007,19.87058823529412,16.371,3.5
Jalen Hurts,PHI,QB,3.0,320.0,17.0,499.0,328.0,3779.0,24.0,9.0,39.0,106.0,438.0,9.0,0.0,0.0,0.0,0.0,,,335.96000000000004,19.762352941176477,19.762,0.0
Jaxon Smith-Njigba,SEA,WR,3.0,327.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,166.0,117.0,1569.0,9.0,1.0,33.0,330.4,19.435294117647057,15.994,3.44
Jayden Daniels,WAS,QB,5.0,318.0,17.0,520.0,347.0,3854.0,22.0,10.0,39.0,131.0,670.0,5.0,0.0,0.0,0.0,0.0,,,329.16,19.362352941176468,19.362,0.0
Amon-Ra St. Brown,DET,WR,4.0,324.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,167.0,118.0,1430.0,10.0,1.0,31.0,322.3,18.958823529411767,15.488,3.47
Jaxson Dart,NYG,QB,7.0,301.0,17.0,504.0,327.0,3689.0,21.0,10.0,41.0,101.0,553.0,7.0,0.0,0.0,0.0,0.0,,,318.86,18.756470588235292,18.756,0.0
Joe Burrow,CIN,QB,6.0,304.0,17.0,569.0,385.0,4120.0,33.0,11.0,40.0,52.0,189.0,2.0,0.0,0.0,0.0,0.0,,,316.70000000000005,18.629411764705885,18.629,0.0
Brock Purdy,SF,QB,10.0,293.0,17.0,530.0,352.0,4181.0,27.0,14.0,34.0,65.0,277.0,4.0,0.0,0.0,0.0,0.0,,,312.94,18.408235294117645,18.408,0.0
Matthew Stafford,LAR,QB,9.0,293.0,17.0,558.0,356.0,4282.0,35.0,10.0,32.0,27.0,39.0,1.0,0.0,0.0,0.0,0.0,,,311.18,18.30470588235294,18.305,-0.0
Jonathan Taylor,IND,RB,4.0,309.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,1510.0,12.0,58.0,47.0,346.0,1.0,78.0,11.0,310.6,18.27058823529412,16.888,1.38
Trevor Lawrence,JAX,QB,12.0,287.0,17.0,560.0,347.0,3929.0,25.0,13.0,38.0,73.0,334.0,5.0,0.0,0.0,0.0,0.0,,,307.56,18.091764705882355,18.092,-0.0
Bo Nix,DEN,QB,8.0,295.0,17.0,565.0,364.0,3871.0,26.0,11.0,27.0,82.0,355.0,4.0,0.0,0.0,0.0,0.0,,,307.34000000000003,18.078823529411768,18.079,-0.0
Dak Prescott,DAL,QB,13.0,286.0,17.0,556.0,372.0,4112.0,30.0,12.0,35.0,51.0,186.0,2.0,0.0,0.0,0.0,0.0,,,303.08,17.828235294117647,17.828,0.0
Patrick Mahomes,KC,QB,11.0,290.0,17.0,551.0,358.0,3993.0,26.0,12.0,34.0,53.0,326.0,3.0,0.0,0.0,0.0,0.0,,,302.32,17.783529411764704,17.784,-0.0
Justin Herbert,LAC,QB,14.0,283.0,17.0,528.0,345.0,3846.0,26.0,11.0,45.0,78.0,406.0,2.0,0.0,0.0,0.0,0.0,,,299.44,17.614117647058823,17.614,0.0
De'Von Achane,MIA,RB,5.0,298.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,1348.0,5.0,80.0,65.0,511.0,3.0,62.0,16.0,298.9,17.58235294117647,15.671,1.91
CeeDee Lamb,DAL,WR,5.0,295.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,158.0,104.0,1382.0,9.0,1.0,28.0,297.50000000000006,17.500000000000004,14.441,3.06
Caleb Williams,CHI,QB,15.0,281.0,17.0,528.0,317.0,3821.0,25.0,10.0,32.0,71.0,382.0,2.0,0.0,0.0,0.0,0.0,,,293.04,17.23764705882353,17.238,-0.0
Justin Jefferson,MIN,WR,6.0,293.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,166.0,111.0,1375.0,7.0,1.0,30.0,291.6,17.15294117647059,13.888,3.26
Daniel Jones,IND,QB,17.0,267.0,17.0,527.0,349.0,3743.0,20.0,11.0,43.0,73.0,307.0,6.0,0.0,0.0,0.0,0.0,,,285.42,16.789411764705882,16.789,0.0
Jared Goff,DET,QB,16.0,268.0,17.0,544.0,371.0,4208.0,29.0,10.0,35.0,27.0,49.0,1.0,0.0,0.0,0.0,0.0,,,285.22,16.777647058823533,16.778,-0.0
James Cook,BUF,RB,7.0,279.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1400.0,11.0,46.0,36.0,302.0,2.0,65.0,9.0,284.2,16.71764705882353,15.659,1.06
Omarion Hampton,LAC,RB,8.0,279.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,1153.0,10.0,69.0,56.0,393.0,2.0,65.0,13.0,282.6,16.623529411764707,14.976,1.65
Ashton Jeanty,LV,RB,6.0,281.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,1136.0,7.0,87.0,65.0,494.0,2.0,67.0,16.0,282.0,16.58823529411765,14.676,1.91
Jeremiyah Love,ARI,RB,9.0,279.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,1129.0,7.0,86.0,65.0,489.0,2.0,68.0,15.0,280.8,16.51764705882353,14.606,1.91
Baker Mayfield,TB,QB,18.0,265.0,17.0,527.0,339.0,3824.0,25.0,12.0,38.0,54.0,323.0,1.0,0.0,0.0,0.0,0.0,,,279.26,16.42705882352941,16.427,0.0
Breece Hall,NYJ,RB,13.0,273.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,1163.0,8.0,64.0,52.0,436.0,3.0,61.0,12.0,277.9,16.34705882352941,14.818,1.53
Josh Jacobs,GB,RB,11.0,273.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1237.0,13.0,47.0,36.0,281.0,2.0,67.0,9.0,277.8,16.341176470588238,15.282,1.06
Tyler Shough,NO,QB,19.0,264.0,17.0,548.0,356.0,3887.0,20.0,11.0,42.0,66.0,284.0,4.0,0.0,0.0,0.0,0.0,,,276.88,16.28705882352941,16.287,0.0
Jordan Love,GB,QB,20.0,259.0,17.0,531.0,342.0,3993.0,25.0,11.0,29.0,50.0,213.0,1.0,0.0,0.0,0.0,0.0,,,276.02,16.236470588235292,16.236,0.0
Ken Walker III,KC,RB,14.0,272.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,1233.0,9.0,60.0,48.0,376.0,2.0,67.0,11.0,274.9,16.170588235294115,14.759,1.41
Saquon Barkley,PHI,RB,12.0,273.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1285.0,9.0,59.0,43.0,370.0,2.0,65.0,12.0,274.5,16.147058823529413,14.882,1.27
Derrick Henry,BAL,RB,10.0,274.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,1480.0,13.0,28.0,21.0,210.0,1.0,65.0,6.0,274.0,16.11764705882353,15.5,0.62
Rashee Rice,KC,WR,8.0,270.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0,1.0,136.0,96.0,1133.0,9.0,2.0,25.0,273.6,16.094117647058823,13.271,2.82
Chase Brown,CIN,RB,15.0,272.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1045.0,7.0,80.0,64.0,434.0,3.0,59.0,14.0,271.9,15.994117647058822,14.112,1.88
Drake London,ATL,WR,7.0,271.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,102.0,1257.0,7.0,0.0,29.0,269.7,15.86470588235294,12.865,3.0
Sam Darnold,SEA,QB,23.0,242.0,17.0,513.0,335.0,4012.0,24.0,12.0,38.0,44.0,125.0,1.0,0.0,0.0,0.0,0.0,,,262.98,15.469411764705884,15.469,0.0
Javonte Williams,DAL,RB,16.0,259.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,1256.0,11.0,51.0,37.0,219.0,2.0,65.0,9.0,262.5,15.441176470588236,14.353,1.09
Kyler Murray,MIN,QB,21.0,250.0,17.0,490.0,331.0,3345.0,19.0,10.0,34.0,71.0,443.0,3.0,0.0,0.0,0.0,0.0,,,262.1,15.417647058823531,15.418,-0.0
Carson Beck,ARI,QB,37.0,29.0,2.0,66.0,41.0,448.0,3.0,2.0,5.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,,,30.82,15.41,15.41,0.0
C.J. Stroud,HOU,QB,22.0,246.0,17.0,551.0,351.0,3946.0,21.0,12.0,39.0,57.0,249.0,1.0,0.0,0.0,0.0,0.0,,,260.74,15.33764705882353,15.338,-0.0
Malik Willis,MIA,QB,24.0,237.0,17.0,505.0,322.0,3554.0,13.0,10.0,41.0,106.0,545.0,3.0,0.0,0.0,0.0,0.0,,,256.66,15.097647058823528,15.098,-0.0
Garrett Wilson,NYJ,WR,9.0,257.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,154.0,103.0,1212.0,5.0,1.0,29.0,255.3,15.017647058823528,11.988,3.03
Trey McBride,ARI,TE,1.0,252.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,112.0,1068.0,6.0,0.0,27.0,254.8,14.988235294117649,11.694,3.29
Bryce Young,CAR,QB,25.0,237.0,17.0,537.0,334.0,3634.0,20.0,12.0,37.0,58.0,272.0,2.0,0.0,0.0,0.0,0.0,,,252.56,14.856470588235297,14.856,0.0
Nico Collins,HOU,WR,10.0,250.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,137.0,87.0,1212.0,7.0,1.0,25.0,251.4,14.788235294117646,12.229,2.56
Malik Nabers,NYG,WR,22.0,218.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,120.0,76.0,1003.0,7.0,1.0,24.0,220.3,14.686666666666667,12.153,2.53
A.J. Brown,NE,WR,11.0,248.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,86.0,1215.0,7.0,0.0,25.0,249.5,14.676470588235292,12.147,2.53
Kyren Williams,LAR,RB,18.0,242.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1133.0,11.0,45.0,33.0,224.0,2.0,55.0,8.0,246.7,14.511764705882356,13.541,0.97
Geno Smith,NYJ,QB,26.0,232.0,17.0,531.0,361.0,3813.0,20.0,14.0,47.0,58.0,220.0,1.0,0.0,0.0,0.0,0.0,,,246.52,14.501176470588234,14.501,0.0
Cam Skattebo,NYG,RB,17.0,242.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1048.0,7.0,61.0,49.0,365.0,2.0,56.0,12.0,244.3,14.370588235294118,12.929,1.44
Travis Etienne,NO,RB,19.0,241.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1117.0,6.0,60.0,45.0,376.0,2.0,60.0,11.0,242.3,14.25294117647059,12.929,1.32
Chris Olave,NO,WR,12.0,245.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,90.0,1162.0,6.0,0.0,26.0,242.2,14.24705882352941,11.6,2.65
Brock Bowers,LV,TE,2.0,240.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,135.0,98.0,995.0,7.0,1.0,25.0,241.1,14.18235294117647,11.3,2.88
Zay Flowers,BAL,WR,14.0,239.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,57.0,0.0,117.0,82.0,1173.0,6.0,2.0,25.0,241.0,14.176470588235292,11.765,2.41
George Pickens,DAL,WR,13.0,240.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,80.0,1116.0,8.0,0.0,22.0,239.6,14.094117647058823,11.741,2.35
DeVonta Smith,PHI,WR,16.0,238.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,90.0,1127.0,6.0,0.0,26.0,238.7,14.041176470588235,11.394,2.65
Tetairoa McMillan,CAR,WR,15.0,239.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,83.0,1191.0,6.0,0.0,27.0,238.1,14.005882352941178,11.565,2.44
Cameron Ward,TEN,QB,27.0,219.0,17.0,558.0,355.0,3754.0,16.0,10.0,41.0,47.0,200.0,2.0,0.0,0.0,0.0,0.0,,,236.16,13.891764705882352,13.892,-0.0
Davante Adams,LAR,WR,17.0,233.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,68.0,1017.0,11.0,0.0,22.0,235.7,13.86470588235294,11.865,2.0
Aaron Rodgers,PIT,QB,28.0,218.0,17.0,569.0,363.0,3764.0,20.0,11.0,38.0,28.0,99.0,1.0,0.0,0.0,0.0,0.0,,,235.46,13.85058823529412,13.851,-0.0
Quinshon Judkins,CLE,RB,20.0,225.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,1239.0,7.0,41.0,32.0,221.0,1.0,74.0,8.0,226.0,13.294117647058824,12.353,0.94
Bucky Irving,TB,RB,21.0,222.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,1062.0,6.0,48.0,39.0,313.0,2.0,60.0,9.0,224.5,13.205882352941176,12.059,1.15
Terry McLaurin,WAS,WR,20.0,219.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,81.0,1043.0,6.0,0.0,23.0,221.3,13.01764705882353,10.635,2.38
Ladd McConkey,LAC,WR,18.0,220.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,80.0,1033.0,6.0,0.0,23.0,219.3,12.9,10.547,2.35
Emeka Egbuka,TB,WR,19.0,219.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,123.0,67.0,1078.0,7.0,1.0,23.0,218.0,12.823529411764708,10.853,1.97
George Kittle,SF,TE,5.0,190.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,74.0,812.0,6.0,0.0,18.0,191.2,12.746666666666666,10.28,2.47
Tee Higgins,CIN,WR,21.0,218.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,73.0,955.0,8.0,0.0,20.0,216.5,12.735294117647058,10.588,2.15
Carnell Tate,TEN,WR,25.0,211.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,78.0,1068.0,5.0,0.0,23.0,214.8,12.63529411764706,10.341,2.29
Jameson Williams,DET,WR,27.0,209.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,1.0,102.0,64.0,1029.0,6.0,2.0,19.0,213.4,12.552941176470588,10.671,1.88
Jaylen Waddle,DEN,WR,23.0,213.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,119.0,77.0,991.0,6.0,1.0,21.0,213.3,12.547058823529412,10.282,2.27
TreVeyon Henderson,NE,RB,23.0,208.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,854.0,7.0,52.0,43.0,300.0,2.0,47.0,10.0,212.4,12.494117647058824,11.229,1.27
Jacoby Brissett,ARI,QB,29.0,199.0,17.0,517.0,327.0,3359.0,15.0,9.0,40.0,47.0,210.0,1.0,0.0,0.0,0.0,0.0,,,212.36,12.491764705882352,12.492,-0.0
D'Andre Swift,CHI,RB,22.0,212.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,994.0,8.0,41.0,30.0,270.0,1.0,48.0,8.0,210.4,12.376470588235296,11.494,0.88
Rome Odunze,CHI,WR,24.0,213.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,59.0,1030.0,8.0,0.0,23.0,210.0,12.352941176470589,10.618,1.73
DJ Moore,BUF,WR,26.0,210.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,0.0,107.0,67.0,946.0,7.0,2.0,21.0,207.2,12.188235294117648,10.218,1.97
Courtland Sutton,DEN,WR,29.0,204.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,69.0,892.0,8.0,0.0,21.0,206.2,12.129411764705882,10.1,2.03
Bhayshul Tuten,JAX,RB,24.0,205.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,992.0,7.0,45.0,34.0,250.0,1.0,59.0,8.0,206.2,12.129411764705882,11.129,1.0
Colston Loveland,CHI,TE,4.0,206.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,80.0,898.0,6.0,0.0,23.0,205.8,12.105882352941178,9.753,2.35
Tyler Warren,IND,TE,3.0,208.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,115.0,87.0,870.0,5.0,2.0,22.0,205.4,12.08235294117647,9.524,2.56
Zach Charbonnet,SEA,RB,42.0,134.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,554.0,7.0,26.0,20.0,145.0,0.0,30.0,5.0,131.9,11.990909090909092,11.082,0.91
Luther Burden III,CHI,WR,28.0,206.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,50.0,0.0,113.0,75.0,938.0,5.0,2.0,22.0,203.8,11.988235294117649,9.782,2.21
Fernando Mendoza,LV,QB,30.0,187.0,17.0,448.0,283.0,3053.0,14.0,10.0,36.0,52.0,226.0,2.0,0.0,0.0,0.0,0.0,,,202.72,11.92470588235294,11.925,-0.0
Alec Pierce,IND,WR,30.0,203.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,68.0,1024.0,5.0,0.0,22.0,200.4,11.788235294117648,9.788,2.0
Michael Pittman Jr.,PIT,WR,31.0,197.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,88.0,860.0,4.0,0.0,23.0,198.0,11.647058823529411,9.059,2.59
David Montgomery,HOU,RB,26.0,192.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,930.0,7.0,38.0,32.0,231.0,1.0,51.0,7.0,196.1,11.53529411764706,10.594,0.94
Rhamondre Stevenson,NE,RB,28.0,191.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,722.0,7.0,47.0,38.0,313.0,2.0,41.0,9.0,195.5,11.5,10.382,1.12
DK Metcalf,PIT,WR,32.0,195.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,65.0,941.0,6.0,0.0,20.0,195.1,11.476470588235296,9.565,1.91
Marvin Harrison Jr.,ARI,WR,33.0,194.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,69.0,956.0,5.0,0.0,22.0,194.6,11.447058823529414,9.418,2.03
Jadarian Price,SEA,RB,25.0,194.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,922.0,8.0,35.0,27.0,212.0,1.0,48.0,7.0,194.4,11.43529411764706,10.641,0.79
Tony Pollard,TEN,RB,29.0,190.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,1076.0,6.0,39.0,30.0,181.0,0.0,61.0,7.0,191.7,11.276470588235297,10.394,0.88
Aaron Jones,MIN,RB,30.0,188.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,740.0,4.0,61.0,47.0,344.0,2.0,42.0,11.0,191.4,11.258823529411766,9.876,1.38
Jordyn Tyson,NO,WR,34.0,188.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,67.0,917.0,5.0,0.0,20.0,188.7,11.1,9.129,1.97
Matthew Golden,GB,WR,37.0,186.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,105.0,67.0,874.0,5.0,1.0,20.0,186.9,10.994117647058824,9.024,1.97
Sam LaPorta,DET,TE,6.0,189.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,78.0,788.0,5.0,0.0,19.0,186.8,10.988235294117649,8.694,2.29
Jaylen Warren,PIT,RB,27.0,191.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,789.0,4.0,57.0,46.0,319.0,1.0,42.0,10.0,186.8,10.988235294117649,9.635,1.35
Christian Watson,GB,WR,36.0,186.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,94.0,55.0,870.0,7.0,1.0,18.0,185.3,10.9,9.282,1.62
Harold Fannin Jr.,CLE,TE,7.0,187.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,119.0,83.0,818.0,3.0,2.0,23.0,184.9,10.876470588235296,8.435,2.44
Kyle Pitts,ATL,TE,8.0,186.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,80.0,862.0,3.0,0.0,21.0,184.2,10.835294117647058,8.482,2.35
Mike Evans,SF,WR,38.0,185.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,57.0,908.0,6.0,0.0,19.0,183.8,10.811764705882354,9.135,1.68
Rico Dowdle,PIT,RB,31.0,185.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,972.0,5.0,40.0,29.0,210.0,1.0,52.0,7.0,183.2,10.776470588235291,9.924,0.85
Parker Washington,JAX,WR,35.0,188.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,0.0,108.0,64.0,850.0,5.0,2.0,19.0,182.9,10.758823529411766,8.876,1.88
Chuba Hubbard,CAR,RB,32.0,185.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,797.0,4.0,52.0,41.0,302.0,1.0,48.0,10.0,180.9,10.641176470588237,9.435,1.21
Makai Lemon,PHI,WR,39.0,182.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,62.0,883.0,5.0,0.0,20.0,180.3,10.605882352941178,8.782,1.82
Jakobi Meyers,JAX,WR,40.0,182.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,0.0,108.0,70.0,766.0,5.0,2.0,19.0,179.8,10.576470588235296,8.518,2.06
Dallas Goedert,PHI,TE,10.0,176.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,70.0,724.0,6.0,0.0,19.0,178.4,10.494117647058824,8.435,2.06
Xavier Worthy,KC,WR,43.0,173.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,76.0,1.0,92.0,55.0,788.0,5.0,3.0,17.0,177.4,10.43529411764706,8.818,1.62
J.K. Dobbins,DEN,RB,35.0,174.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,1012.0,7.0,23.0,17.0,105.0,1.0,53.0,4.0,176.7,10.394117647058822,9.894,0.5
Brian Thomas Jr.,JAX,WR,41.0,176.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,102.0,57.0,860.0,5.0,1.0,18.0,175.3,10.311764705882354,8.635,1.68
Rachaad White,WAS,RB,34.0,174.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,567.0,5.0,52.0,47.0,295.0,2.0,33.0,10.0,175.2,10.305882352941175,8.924,1.38
Travis Kelce,KC,TE,9.0,177.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,74.0,770.0,4.0,0.0,19.0,175.0,10.294117647058824,8.118,2.18
Wan'Dale Robinson,TEN,WR,42.0,174.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,116.0,79.0,817.0,2.0,1.0,21.0,174.89999999999998,10.288235294117646,7.965,2.32
Romeo Doubs,NE,WR,46.0,171.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,60.0,763.0,6.0,0.0,17.0,172.3,10.13529411764706,8.371,1.76
Kyle Monangai,CHI,RB,33.0,176.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,825.0,6.0,36.0,26.0,215.0,1.0,42.0,7.0,172.0,10.117647058823527,9.353,0.76
Khalil Shakir,BUF,WR,44.0,171.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,92.0,70.0,765.0,4.0,1.0,18.0,171.7,10.1,8.041,2.06
Mark Andrews,BAL,TE,11.0,169.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,1.0,84.0,58.0,618.0,7.0,2.0,18.0,171.3,10.076470588235296,8.371,1.71
RJ Harvey,DEN,RB,37.0,167.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,431.0,4.0,62.0,49.0,366.0,3.0,26.0,11.0,170.7,10.041176470588235,8.6,1.44
Kenneth Gainwell,TB,RB,36.0,173.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,483.0,4.0,64.0,52.0,343.0,2.0,25.0,12.0,170.60000000000002,10.03529411764706,8.506,1.53
Jake Ferguson,DAL,TE,12.0,167.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,73.0,600.0,6.0,0.0,17.0,169.0,9.941176470588236,7.794,2.15
Jordan Addison,MIN,WR,47.0,170.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,100.0,60.0,770.0,5.0,1.0,18.0,168.4,9.905882352941177,8.141,1.76
Quentin Johnston,LAC,WR,51.0,165.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,90.0,53.0,773.0,6.0,1.0,17.0,167.4,9.847058823529412,8.288,1.56
Josh Downs,IND,WR,50.0,165.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,105.0,76.0,718.0,3.0,1.0,20.0,166.9,9.81764705882353,7.582,2.24
Jayden Reed,GB,WR,45.0,171.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,65.0,0.0,89.0,63.0,730.0,4.0,2.0,17.0,166.5,9.794117647058824,7.941,1.85
