teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingTowThrowPercentage
10,Denver,Broncos,True,KC,AFC,AFC West,Closed,Closed,Cover 3,17,258,258,0.8372093023255814,16,187,0.7248062015503876,0.7790697674418605,-0.02586062739922479,56,0.05426356589147287,1533,5.941860465116279,0.4611872146118721,6.116279069767442,1207,9,3,5,No,No,47,0.1821705426356589,-0.09772829457364339,No,0.011627906976744186,0.16279069767441862,0.007751937984496124,0.7558139534883721,0.06201550387596899,0.5930232558139535,2.197674418604651,2.372340425531915,4.678294573643411,94,No,Yes,84,0.011627906976744186
24,New York,Giants,,PHI,NFC,NFC East,Open,Open,Cover 6,17,232,232,0.8706896551724138,6,182,0.7844827586206896,0.8405172413793104,0.027586920943965643,57,0.05603448275862069,1483,6.392241379310345,0.4571813890761969,6.607758620689655,1031,7,2,1,No,No,49,0.21120689655172414,-0.08032047413793103,No,0.02586206896551724,0.12931034482758622,,0.6681034482758621,0.09482758620689655,0.5603448275862069,2.2650862068965516,2.3224489795918366,4.443965517241379,99.8,No,Yes,64,0.004310344827586207
14,Indianapolis,Colts,True,JAX,AFC,AFC South,Closed,Open,Cover 2,17,231,231,0.8917748917748918,5,192,0.8311688311688312,0.8571428571428571,0.04908947123809526,31,0.025974025974025976,1670,7.229437229437229,0.4820359281437126,7.489177489177489,1068,12,4,,No,No,29,0.12554112554112554,-0.16506406926406927,No,0.021645021645021644,0.1038961038961039,,0.670995670995671,0.10822510822510822,0.645021645021645,2.25974025974026,2.468965517241379,4.623376623376624,106.9,No,Yes,86,0.008658008658008658
29,San Francisco,49ers,,ARZ,NFC,NFC West,Closed,Closed,Cover 1,17,209,209,0.9186602870813397,7,169,0.8086124401913876,0.84688995215311,0.03934117730143538,38,0.03827751196172249,1440,6.889952153110048,0.4840277777777778,8.038277511961722,964,12,,4,No,Yes,32,0.15311004784688995,-0.1466684210526316,No,0.009569377990430622,0.08133971291866028,0.004784688995215311,0.6794258373205742,0.09569377990430622,0.6220095693779905,2.3129186602870813,2.61875,4.6124401913875595,114.5,No,No,86,
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Open,Cover 2 Man,17,248,248,0.8064516129032258,9,186,0.75,0.7773279352226721,-0.03153737328744943,33,0.024193548387096774,1545,6.229838709677419,0.47249190938511326,6.391129032258065,1119,11,4,,No,No,57,0.22983870967741934,-0.08618548387096772,No,0.028225806451612902,0.1814516129032258,0.004032258064516129,0.6693548387096774,0.06854838709677419,0.5040322580645161,2.4070967741935485,2.301754385964912,4.544354838709677,98.6,No,No,93,0.020161290322580645
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Open,Cover 2 Man,17,232,232,0.8620689655172413,11,173,0.7456896551724138,0.8146551724137931,0.011939260599137969,81,0.06896551724137931,1576,6.793103448275862,0.49555837563451777,6.512931034482759,1123,8,5,1,No,No,38,0.16379310344827586,-0.1536092672413793,No,0.01293103448275862,0.11206896551724138,,0.6896551724137931,0.08189655172413793,0.6422413793103449,2.4150862068965515,2.373684210526316,4.8405172413793105,95,No,No,87,0.021551724137931036
31,Tennessee,Titans,True,HST,AFC,AFC South,Open,Open,Cover 2,17,186,186,0.8333333333333334,10,141,0.7580645161290323,0.8108108108108109,0.00587160695135136,51,0.04838709677419355,1147,6.166666666666667,0.4629468177855275,6.78494623655914,866,8,1,6,No,No,28,0.15053763440860216,-0.14747607526881717,No,0.016129032258064516,0.16129032258064516,0.010752688172043012,0.7849462365591398,0.053763440860215055,0.5645161290322581,2.302688172043011,2.492857142857143,4.666666666666667,103,No,Yes,63,0.005376344086021506
22,New England,Patriots,True,BUF,AFC,AFC East,Closed,Closed,Cover 1,17,217,217,0.8986175115207373,7,179,0.8248847926267281,0.8935185185185185,0.0886472588564815,74,0.06451612903225806,1579,7.276497695852535,0.4889170360987967,8.175115207373272,1023,12,1,2,No,No,29,0.1336405529953917,-0.16168364055299542,Yes,0.009216589861751152,0.09216589861751152,0.004608294930875576,0.7188940092165899,0.059907834101382486,0.6405529953917051,2.2870967741935484,2.293103448275862,4.732718894009216,113.5,No,Yes,82,0.013824884792626729
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Closed,Closed,Cover 1,17,282,282,0.9113475177304965,6,234,0.8297872340425532,0.8718861209964412,0.06587934237010673,45,0.03900709219858156,2004,7.1063829787234045,0.4625748502994012,7.638297872340425,1325,12,2,2,No,No,62,0.2198581560283688,-0.0814232269503546,Yes,0.031914893617021274,0.08156028368794327,0.0035460992907801418,0.7092198581560284,0.10638297872340426,0.6950354609929078,2.321631205673759,2.2838709677419353,4.716312056737588,107.5,No,Yes,106,0.010638297872340425
20,Miami,Dolphins,,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,253,253,0.8260869565217391,9,185,0.7312252964426877,0.7857142857142857,-0.02402098030952382,60,0.05138339920948617,1648,6.513833992094861,0.5175970873786407,6.513833992094861,1142,9,4,4,No,No,48,0.18972332015810275,-0.11784940711462451,Yes,0.019762845849802372,0.15019762845849802,0.003952569169960474,0.6284584980237155,0.1422924901185771,0.6561264822134387,2.358102766798419,2.4791666666666665,4.525691699604743,95.4,No,Yes,89,0.003952569169960474
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Open,Open,Cover 4,17,241,241,0.8713692946058091,9,183,0.7593360995850622,0.8174273858921162,0.018251375153526928,60,0.058091286307053944,1526,6.331950207468879,0.42070773263433814,6.3112033195020745,1195,11,5,3,No,No,33,0.13692946058091288,-0.17085601659751037,Yes,0.029045643153526972,0.12863070539419086,,0.6887966804979253,0.07053941908713693,0.5601659751037344,2.3593360995850623,2.415151515151515,4.95850622406639,98.3,No,No,89,0.03734439834024896
12,Green Bay,Packers,True,CHI,NFC,NFC North,Closed,Closed,Cover 3,17,259,259,0.8841698841698842,6,211,0.8146718146718147,0.8416988416988417,0.029301106849420888,27,0.02702702702702703,1677,6.474903474903475,0.4609421586165772,6.822393822393822,1155,9,2,4,Yes,No,60,0.23166023166023167,-0.07744527027027026,No,0.011583011583011582,0.09652509652509653,,0.6254826254826255,0.10810810810810811,0.61003861003861,2.3669884169884168,2.4183333333333334,4.45945945945946,102,No,Yes,88,0.015444015444015444
25,New York,Jets,True,MIA,AFC,AFC East,Closed,Closed,Cover 3,17,202,202,0.8514851485148515,14,151,0.7475247524752475,0.7970297029702971,-0.007191630470296917,67,0.04950495049504951,1278,6.326732673267327,0.47104851330203446,7.118811881188119,957,8,,7,No,No,38,0.18811881188118812,-0.12010569306930693,Yes,0.009900990099009901,0.13861386138613863,,0.7524752475247525,0.04950495049504951,0.6188118811881188,2.361881188118812,2.531578947368421,4.737623762376238,103.9,No,Yes,71,
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Closed,Cover 1,17,237,237,0.8860759493670886,3,180,0.759493670886076,0.8220338983050848,0.011602195521186465,54,0.05907172995780591,1349,5.69198312236287,0.4099332839140104,5.459915611814346,1060,4,3,4,No,No,33,0.13924050632911392,-0.14717341772151898,No,0.008438818565400843,0.10548523206751055,,0.7046413502109705,0.08860759493670886,0.6033755274261603,2.2354430379746835,2.4515151515151516,4.489451476793249,89.4,No,Yes,62,0.016877637130801686
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Closed,Open,Cover 2,17,244,244,0.8811475409836066,6,184,0.7540983606557377,0.8360655737704918,0.027775445422131173,89,0.08196721311475409,1613,6.610655737704918,0.5003099814011159,7,1119,7,1,4,No,No,51,0.20901639344262296,-0.13957663934426232,No,0.02459016393442623,0.11885245901639344,,0.6557377049180327,0.09016393442622951,0.6311475409836066,2.595901639344262,2.452941176470588,4.586065573770492,100.3,No,Yes,100,0.01639344262295082
13,Houston,Texans,,TEN,AFC,AFC South,Open,Open,Cover 2,17,209,209,0.8421052631578947,6,158,0.7559808612440191,0.8173076923076923,0.014880834365384565,64,0.05741626794258373,1395,6.6746411483253585,0.5089605734767025,6.650717703349282,993,11,5,1,No,No,39,0.18660287081339713,-0.10137296650717705,No,0.023923444976076555,0.13875598086124402,,0.7607655502392344,0.0861244019138756,0.5454545454545454,2.2444976076555023,2.31025641025641,4.770334928229665,100.5,No,Yes,69,0.023923444976076555
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 1,17,226,226,0.8849557522123894,9,179,0.7920353982300885,0.8355555555555556,0.02919006969777782,39,0.03982300884955752,1649,7.29646017699115,0.522134627046695,7.31858407079646,1030,7,3,4,No,No,44,0.19469026548672566,-0.15216725663716812,Yes,0.048672566371681415,0.10176991150442478,,0.6415929203539823,0.12831858407079647,0.6460176991150443,2.5858407079646017,2.7772727272727273,4.579646017699115,101.9,No,Yes,83,0.01327433628318584
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Closed,Cover 1,17,250,250,0.848,10,185,0.74,0.804,0.004621624388000067,93,0.064,1610,6.44,0.47763975155279503,6.56,1239,6,2,2,No,No,37,0.148,-0.1596447,No,0.016,0.144,,0.712,0.032,0.544,2.35852,2.42972972972973,4.956,95.3,Yes,Yes,82,0.016
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Closed,Cover 1,17,244,244,0.8770491803278688,5,191,0.7827868852459017,0.8512396694214877,0.04192731115289261,77,0.06147540983606557,1537,6.299180327868853,0.4638906961613533,6.135245901639344,1111,7,4,1,No,No,57,0.2336065573770492,-0.07977950819672132,No,0.00819672131147541,0.10245901639344263,,0.6885245901639344,0.11065573770491803,0.6352459016393442,2.3918032786885246,2.3421052631578947,4.614754098360656,95.6,Yes,Yes,87,0.02459016393442623
19,Las Vegas,Raiders,True,LAC,AFC,AFC West,Closed,Closed,Cover 1,17,217,217,0.8940092165898618,9,171,0.7880184331797235,0.8294930875576036,0.018062051248847855,44,0.041474654377880185,1428,6.580645161290323,0.4796918767507003,6.880184331797235,973,10,3,4,No,No,40,0.18433179723502305,-0.1123676267281106,No,0.018433179723502304,0.10138248847926268,0.004608294930875576,0.6451612903225806,0.07373271889400922,0.6589861751152074,2.295069124423963,2.245,4.483870967741935,103.7,No,Yes,75,0.013824884792626729
