teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingRunPassOptionPercentage
1,Arizona,Cardinals,,LA,NFC,NFC West,Open,Closed,Cover 1,15,14,14,1,,8,0.5714285714285714,0.8571428571428571,0.09626666414285712,26,0.2857142857142857,68,4.857142857142857,0.29411764705882354,4.857142857142857,90,,,,No,No,3,0.21428571428571427,-0.10174642857142858,No,,,,0.7857142857142857,0.07142857142857142,2.4071428571428575,2.2333333333333334,6.428571428571429,69.9,No,Yes,4,,
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Closed,Closed,Cover 3,15,19,19,1,1,15,0.7894736842105263,0.9473684210526315,0.22013099615789467,24,0.15789473684210525,148,7.7894736842105265,0.16891891891891891,8.842105263157896,158,1,,1,Yes,No,5,0.2631578947368421,-0.1424315789473684,No,,,,0.631578947368421,,2.9263157894736844,2.6399999999999997,8.31578947368421,116.7,Yes,Yes,10,,
14,Indianapolis,Colts,,HST,AFC,AFC South,Closed,Open,Cover 2,16,21,21,1,2,16,0.7619047619047619,0.9047619047619048,0.11895541190476189,-8,0.14285714285714285,129,6.142857142857143,0.32558139534883723,7.095238095238095,109,1,,1,Yes,No,7,0.3333333333333333,-0.12110952380952382,No,,,,0.2857142857142857,0.19047619047619047,3.2095238095238097,2.542857142857143,5.190476190476191,107,No,Yes,8,,
5,Carolina,Panthers,,TB,NFC,NFC South,Open,Closed,Cover 3,16,16,16,1,1,13,0.8125,1,0.27471122024999994,22,0.1875,165,10.3125,0.3212121212121212,11.5625,135,1,,1,Yes,No,3,0.1875,-0.214628125,Yes,,,,0.625,0.125,2.90625,2.1333333333333333,8.4375,130.5,No,Yes,11,0.0625,0.0625
10,Denver,Broncos,True,LAC,AFC,AFC West,Closed,Closed,Cover 3,15,20,20,1,,14,0.7,1,0.26863840684999996,25,0.3,142,7.1,0.035211267605633804,7.1,162,,,1,No,No,4,0.2,-0.11997499999999998,No,2,0.1,,0.9,,2.43,2.275,8.1,90,No,Yes,6,,
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 4,16,17,17,1,2,9,0.5294117647058824,0.9411764705882353,0.21682021629411774,77,0.4117647058823529,84,4.9411764705882355,0.25,2.2941176470588234,152,,1,1,No,No,8,0.47058823529411764,0.02894999999999998,No,1,0.058823529411764705,,0.5294117647058824,0.058823529411764705,3.1352941176470592,2.575,8.941176470588236,42.3,No,Yes,7,,
31,Tennessee,Titans,,JAX,AFC,AFC South,Closed,Open,Cover 2,16,12,12,1,,10,0.8333333333333334,0.9166666666666666,0.18367810758333336,2,0.08333333333333333,126,10.5,0.46825396825396826,10.5,88,,,,No,Yes,7,0.5833333333333334,0.19809583333333336,No,1,0.08333333333333333,,0.6666666666666666,0.16666666666666666,2.8083333333333336,2.2857142857142856,7.333333333333333,110.4,No,Yes,6,,
22,New England,Patriots,True,MIA,AFC,AFC East,Closed,Closed,Cover 1,15,22,22,1,,21,0.9545454545454546,1,0.2627899000909092,14,0.045454545454545456,190,8.636363636363637,0.16842105263157894,8.636363636363637,172,,,2,Yes,No,10,0.45454545454545453,0.09505227272727272,Yes,2,0.09090909090909091,,0.5909090909090909,,2.659090909090909,2.91,7.818181818181818,102.7,No,Yes,7,0.045454545454545456,0.045454545454545456
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Open,Closed,Cover 3,14,17,17,1,,14,0.8235294117647058,1,0.22587484705882355,27,0.17647058823529413,139,8.176470588235293,0.539568345323741,8.176470588235293,91,,,,Yes,No,9,0.5294117647058824,0.11618529411764707,Yes,,,,0.47058823529411764,0.29411764705882354,2.9705882352941178,2.533333333333333,5.352941176470588,100.7,No,Yes,7,,
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Open,Closed,Cover 1,15,13,13,1,,9,0.6923076923076923,0.8461538461538461,0.08059635738461535,8,0.15384615384615385,68,5.230769230769231,0.27941176470588236,5.230769230769231,83,,,,No,No,4,0.3076923076923077,-0.038953846153846165,No,1,0.07692307692307693,,0.5384615384615384,0.15384615384615385,2.5846153846153848,2.225,6.384615384615385,81.6,No,Yes,3,,
3,Baltimore,Ravens,,GB,NFC,NFC North,Open,Closed,Cover 3,15,21,21,1,,13,0.6190476190476191,0.8095238095238095,0.08456854123809521,3,0.19047619047619047,157,7.476190476190476,0.07006369426751592,7.476190476190476,186,,,1,Yes,No,12,0.5714285714285714,0.09234285714285713,Yes,3,0.14285714285714285,,0.5238095238095238,0.09523809523809523,3.3523809523809525,2.5,8.857142857142858,84.8,No,Yes,6,0.047619047619047616,
12,Green Bay,Packers,,MIN,NFC,NFC North,Closed,Open,Cover 6,17,24,24,1,,21,0.875,0.9583333333333334,0.20063365204166672,14,0.08333333333333333,197,8.208333333333334,0.28426395939086296,9.041666666666666,159,1,,3,No,Yes,8,0.3333333333333333,-0.06484166666666669,No,,,,0.5,0.08333333333333333,2.8833333333333333,2.625,6.625,114.8,No,Yes,13,0.041666666666666664,
20,Miami,Dolphins,,NE,AFC,AFC East,Closed,Closed,Cover 1,16,24,24,1,,18,0.75,1,0.23405427154166658,58,0.25,155,6.458333333333333,0.36774193548387096,6.458333333333333,156,,,4,Yes,No,10,0.4166666666666667,0.012022916666666624,Yes,2,0.08333333333333333,,0.5,0.08333333333333333,2.920833333333333,2.43,6.5,91.5,No,Yes,7,0.041666666666666664,0.08333333333333333
25,New York,Jets,,BUF,AFC,AFC East,Closed,Closed,Cover 3,16,17,17,1,1,16,0.9411764705882353,1,0.22358442735294115,-2,0.058823529411764705,163,9.588235294117647,0.4171779141104294,11.941176470588236,98,2,,,Yes,No,3,0.17647058823529413,-0.21544705882352944,No,2,0.11764705882352941,,0.7058823529411765,0.17647058823529413,2.847058823529412,3.1666666666666665,5.764705882352941,145.8,Yes,Yes,9,0.058823529411764705,0.058823529411764705
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Closed,Closed,Cover 3,16,21,21,1,1,18,0.8571428571428571,1,0.23479404066666665,27,0.14285714285714285,179,8.523809523809524,0.46368715083798884,8.523809523809524,123,,,,No,No,6,0.2857142857142857,-0.04797857142857144,No,1,0.047619047619047616,,0.5714285714285714,0.14285714285714285,2.5095238095238095,2.4,5.857142857142857,102.2,No,Yes,9,,0.09523809523809523
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Closed,Open,Cover 2,15,17,17,1,,13,0.7647058823529411,0.8235294117647058,0.11858271941176468,6,0.058823529411764705,139,8.176470588235293,0.14388489208633093,8.176470588235293,163,,,1,No,Yes,8,0.47058823529411764,0.15680294117647062,No,2,0.11764705882352941,,0.5294117647058824,0.058823529411764705,2.394117647058824,2.425,9.588235294117647,99.9,No,Yes,8,,
13,Houston,Texans,True,IND,AFC,AFC South,Closed,Open,Cover 2,15,21,21,1,,16,0.7619047619047619,0.9523809523809523,0.1841519252380952,28,0.19047619047619047,137,6.523809523809524,0.38686131386861317,4.380952380952381,124,,1,,Yes,No,7,0.3333333333333333,-0.009395238095238108,No,,,,0.7619047619047619,0.047619047619047616,2.5619047619047617,2.085714285714286,5.904761904761905,72.9,No,Yes,9,,0.09523809523809523
21,Minnesota,Vikings,True,GB,NFC,NFC North,Closed,Open,Cover 6,15,16,16,1,,12,0.75,1,0.2370137685625,36,0.25,112,7,0.41964285714285715,7,101,,,1,No,Yes,11,0.6875,0.317715625,No,,,,0.625,0.125,2.71875,2.2181818181818183,6.3125,93.8,No,Yes,5,,0.0625
23,New Orleans,Saints,,TEN,AFC,AFC South,Closed,Closed,Cover 3,16,19,19,1,1,19,1,1,0.19998564047368428,,,155,8.157894736842104,0.44516129032258067,9.210526315789474,86,1,,1,No,No,7,0.3684210526315789,0.03001578947368419,No,1,0.05263157894736842,,0.6842105263157895,0.15789473684210525,2.5368421052631582,2.742857142857143,4.526315789473684,118.2,No,Yes,7,,0.15789473684210525
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Open,Goal Line,15,18,18,1,1,15,0.8333333333333334,0.9444444444444444,0.27889828549999995,17,0.1111111111111111,163,9.055555555555555,0.012269938650306749,10.166666666666666,203,1,,2,Yes,No,8,0.4444444444444444,-0.0006888888888888624,No,1,0.05555555555555555,,0.7222222222222222,0.1111111111111111,3.1555555555555554,2.8125,11.277777777777779,122.9,No,Yes,10,0.1111111111111111,
19,Las Vegas,Raiders,True,KC,AFC,AFC West,Closed,Closed,Cover 3,16,16,16,1,1,14,0.875,0.9375,0.19471881199999996,-1,0.0625,151,9.4375,0.23841059602649006,10.6875,112,1,,,No,No,4,0.25,-0.17153437500000002,No,2,0.125,,0.375,0.25,3.01875,2.875,7,126.8,No,Yes,5,,
9,Dallas,Cowboys,,NYG,NFC,NFC East,Open,Open,Red Zone,16,13,13,1,1,10,0.7692307692307693,0.9230769230769231,0.23230592923076931,21,0.15384615384615385,154,11.846153846153847,0.2597402597402597,13.384615384615385,139,1,,,No,No,5,0.38461538461538464,-0.07083846153846157,No,2,0.15384615384615385,,0.5384615384615384,0.07692307692307693,3.215384615384615,2.7399999999999998,10.692307692307692,141.2,No,Yes,7,0.07692307692307693,
