Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Jayden Higgins,HST,WR,1,,,,,
Puka Nacua,LA,WR,20,16,15,126,-18,141
Woody Marks,HST,RB,4,2,1,20,-9,25
Xavier Restrepo,TEN,WR,1,,,,,
Luke Musgrave,GB,TE,2,1,1,3,-4,7
Aaron Jones,MIN,RB,3,1,1,14,-1,15
Luke Farrell,SF,TE,1,,,,,
Christian Kirk,HST,WR,5,3,3,-6,-12,6
Jahan Dotson,PHI,WR,2,,,,,
DeVonta Smith,PHI,WR,6,6,5,31,-18,47
Theo Johnson,NYG,TE,9,8,8,40,-21,61
Jalen McMillan,TB,WR,2,2,2,18,-2,20
Mitchell Evans,CAR,TE,2,2,2,12,-9,21
Jameson Williams,DET,WR,14,8,8,50,-21,71
Tucker Fisk,LAC,TE,1,1,1,7,-2,9
Jimmy Horn,CAR,WR,1,1,1,8,-2,10
Brian Robinson,SF,RB,2,,,,,
Alvin Kamara,NO,RB,2,1,1,2,-5,7
Gunner Olszewski,NYG,WR,1,,,,,
Ray-Ray McCloud,NYG,WR,1,1,,,-3,
Malik Nabers,NYG,WR,5,1,1,-2,-3,1
Cade Otton,TB,TE,8,4,4,41,-13,54
DeMario Douglas,NE,WR,6,5,5,43,-19,62
Xavier Weaver,ARZ,WR,1,,,,,
Taysom Hill,NO,TE,3,2,2,13,-7,20
Julian Hill,MIA,TE,3,3,2,21,,21
Blake Corum,LA,RB,1,,,,,
Breece Hall,NYJ,RB,4,2,2,51,-10,61
Trent Sherfield,ARZ,WR,2,,,,,
Tyquan Thornton,KC,WR,2,1,1,5,-2,7
DK Metcalf,PIT,WR,18,9,9,83,-18,101
Parker Washington,JAX,WR,3,2,2,6,-6,12
Travis Hunter,JAX,WR,11,7,7,10,12,-2
Jonnu Smith,PIT,TE,14,11,11,47,-32,79
Tylan Wallace,BLT,WR,2,1,1,6,-1,7
Adam Thielen,PIT,WR,5,1,1,7,,7
Elijah Higgins,ARZ,TE,3,3,3,16,-8,24
Chris Moore,WAS,WR,4,,,,,
Tutu Atwell,LA,WR,3,,,,,
David Moore,CAR,WR,1,,,,,
Amon-Ra St. Brown,DET,WR,13,11,11,78,-38,116
Isaiah Williams,NYJ,WR,12,11,9,38,-41,71
Charlie Woerner,ATL,TE,2,,,,,
Omarion Hampton,LAC,RB,1,,,,,
Corey Kiner,ARZ,RB,3,,,,,
Kameron Johnson,TB,WR,2,1,1,,-1,1
Dyami Brown,JAX,WR,5,4,4,11,-10,21
Luther Burden,CHI,WR,17,15,15,83,-46,129
Garrett Wilson,NYJ,WR,2,1,1,4,-4,8
Blake Whiteheart,CLV,TE,1,,,,,
Mason Taylor,NYJ,TE,2,2,,,-10,
Quentin Johnston,LAC,WR,13,7,7,47,-11,58
Rachaad White,TB,RB,11,2,2,,-8,8
Cam Grandy,CIN,TE,1,1,1,6,-2,8
Elijah Moore,BUF,WR,6,3,2,2,-11,10
Malachi Corley,CLV,WR,5,5,4,34,-13,40
Xavier Worthy,KC,WR,14,6,5,24,-16,42
Zach Charbonnet,SEA,RB,5,1,1,,-2,2
Chuba Hubbard,CAR,RB,2,,,,,
AJ Barner,SEA,TE,2,2,2,22,-8,30
Kareem Hunt,KC,RB,3,,,,,
Derrick Henry,BLT,RB,1,,,,,
Elic Ayomanor,TEN,WR,6,1,1,6,-1,7
Andre Baccellia,ARZ,WR,1,1,1,3,-3,6
Ty Johnson,BUF,RB,13,5,4,72,-25,93
Van Jefferson,TEN,WR,4,1,1,12,-5,17
Bijan Robinson,ATL,RB,18,11,11,41,-33,74
LeQuint Allen,JAX,RB,5,,,,,
Colston Loveland,CHI,TE,2,,,,,
Calvin Austin,PIT,WR,9,5,4,26,-7,32
Pat Freiermuth,PIT,TE,12,8,8,61,-19,80
Isiah Pacheco,KC,RB,1,,,,,
Darren Waller,MIA,TE,2,,,,,
Ashton Jeanty,LV,RB,8,6,5,13,-27,36
Kyle Monangai,CHI,RB,6,,,,,
Ben Sinnott,WAS,TE,1,,,,,
Stefon Diggs,NE,WR,6,4,4,14,-14,28
Jaylin Noel,HST,WR,5,5,5,27,-18,45
Zay Jones,ARZ,WR,1,,,,,
Isaac TeSlaa,DET,WR,2,1,1,11,-2,13
Allen Lazard,NYJ,WR,2,2,2,12,-3,15
Hunter Renfrow,CAR,WR,3,2,2,6,-2,8
Andrei Iosivas,CIN,WR,1,1,1,2,-1,3
Kalif Raymond,DET,WR,7,4,4,38,-8,46
Darnell Mooney,ATL,WR,6,3,3,15,-5,20
Chase Brown,CIN,RB,7,2,2,24,-6,30
Curtis Samuel,BUF,WR,2,,,,,
Dylan Drummond,ATL,WR,1,1,1,3,-4,7
Daniel Bellinger,NYG,TE,2,1,1,29,-1,30
Austin Ekeler,WAS,RB,1,,,,,
Dontayvion Wicks,GB,WR,4,1,1,4,-1,5
Emeka Egbuka,TB,WR,14,11,10,51,-34,82
Cam Skattebo,NYG,RB,3,2,2,15,-1,16
Dawson Knox,BUF,TE,3,3,3,17,-7,24
Noah Brown,WAS,WR,1,,,,,
Dont'e Thornton,LV,WR,5,1,1,11,-1,12
John Bates,WAS,TE,2,2,1,11,-7,15
Trey McBride,ARZ,TE,29,26,24,182,-31,231
Kyren Williams,LA,RB,7,,,,,
Payne Durham,TB,TE,1,,,,,
Tucker Kraft,GB,TE,5,5,5,59,-15,74
Raheem Mostert,LV,RB,4,,,,,
Jalen Coker,CAR,WR,2,2,2,-6,-6,
Dallas Goedert,PHI,TE,5,4,4,12,-11,23
Cedric Tillman,CLV,WR,1,,,,,
Arian Smith,NYJ,WR,3,2,2,-4,-7,3
Marvin Mims,DEN,WR,14,11,11,39,-40,79
Calvin Ridley,TEN,WR,2,1,1,1,-2,3
Chris Godwin,TB,WR,7,5,5,29,-12,41
Terry McLaurin,WAS,WR,5,,,,,
Harold Fannin,CLV,TE,10,9,8,30,-29,57
Kyle Pitts,ATL,TE,11,9,7,24,-29,45
Dante Pettis,NO,WR,1,1,1,22,-5,27
TreVeyon Henderson,NE,RB,2,,,,,
Jayden Reed,GB,WR,2,,,,,
Oronde Gadsden,LAC,TE,3,1,,,-6,
Albert Okwuegbunam,LV,TE,1,1,1,5,-5,10
Tyler Warren,IND,TE,9,9,8,94,-31,122
Olamide Zaccheaus,CHI,WR,6,5,4,17,-12,26
Chris Rodriguez,WAS,RB,3,,,,,
Jaylin Lane,WAS,WR,3,2,2,-2,-5,3
Jalen Tolbert,DAL,WR,2,1,1,6,-3,9
Drake London,ATL,WR,1,1,1,-2,-4,2
Alec Pierce,IND,WR,1,,,,,
Sterling Shepard,TB,WR,9,8,8,70,-13,83
Khalil Shakir,BUF,WR,23,20,16,105,-61,152
Tez Johnson,TB,WR,6,4,4,27,-13,40
Christian McCaffrey,SF,RB,9,1,1,5,-1,6
Mitchell Tinsley,CIN,WR,3,,,,,
Sam LaPorta,DET,TE,2,2,2,15,-9,24
Jaxon Smith-Njigba,SEA,WR,22,15,15,58,-29,87
Dee Eskridge,MIA,WR,2,,,,,
Grant Calcaterra,PHI,TE,1,,,,,
Rashod Bateman,BLT,WR,5,,,,,
Jaylen Waddle,MIA,WR,9,2,2,1,-7,8
Tee Higgins,CIN,WR,2,,,,,
Scott Miller,PIT,WR,3,3,3,10,-5,15
Josh Jacobs,GB,RB,5,2,2,31,-8,39
Cade Stover,HST,TE,1,,,,,
Jerome Ford,CLV,RB,3,,,,,
George Pickens,DAL,WR,3,1,1,6,-1,7
Jeremy McNichols,WAS,RB,1,1,1,,-3,3
Chris Olave,NO,WR,10,8,7,29,-19,44
Rico Dowdle,CAR,RB,3,,,,,
Ricky Pearsall,SF,WR,3,2,2,1,-7,8
Roman Wilson,PIT,WR,4,3,2,12,-7,15
Trey Benson,ARZ,RB,3,,,,,
Jake Tonges,SF,TE,7,6,6,49,-23,72
Wan'Dale Robinson,NYG,WR,21,16,16,79,-38,117
Mike Gesicki,CIN,TE,1,,,,,
Nikko Remigio,KC,WR,1,,,,,
Deebo Samuel,WAS,WR,26,22,21,155,-74,225
Ryan Flournoy,DAL,WR,4,4,4,22,-5,27
Tory Horton,SEA,WR,2,,,,,
Travis Kelce,KC,TE,8,6,5,14,-17,28
Cole Kmet,CHI,TE,4,3,3,15,-9,24
Tyreek Hill,MIA,WR,1,1,1,1,-5,6
Brenton Strange,JAX,TE,3,3,3,27,-8,35
Demarcus Robinson,SF,WR,2,1,1,10,,10
Kaleb Johnson,PIT,RB,1,,,,,
Rhamondre Stevenson,NE,RB,1,,,,,
Deven Thompkins,ATL,WR,1,1,1,4,-5,9
Konata Mumpfield,LA,WR,4,1,1,7,-1,8
Savion Williams,GB,WR,1,1,1,2,-2,4
Kimani Vidal,LAC,RB,1,,,,,
RJ Harvey,DEN,RB,8,3,3,11,-12,23
Mason Tipton,NO,WR,1,,,,,
Terrance Ferguson,LA,TE,1,,,,,
David Njoku,CLV,TE,5,4,4,32,-14,46
Brock Bowers,LV,TE,2,2,1,19,-8,24
Brandin Cooks,BUF,WR,2,1,1,8,-2,10
A.J. Brown,PHI,WR,7,3,3,3,-6,9
Luke McCaffrey,WAS,WR,3,2,2,7,-3,10
Greg Dulcich,MIA,TE,3,3,3,31,-5,36
Rashid Shaheed,SEA,WR,7,4,3,14,-13,25
Gunnar Helm,TEN,TE,5,5,5,11,-18,29
Justin Jefferson,MIN,WR,26,17,17,108,-26,134
Xavier Legette,CAR,WR,5,4,4,2,-6,8
Johnny Mundt,JAX,TE,2,2,,,-5,
Durham Smythe,CHI,TE,1,,,,,
Alex Bachman,LV,WR,1,,,,,
Ray Davis,BUF,RB,1,,,,,
JuJu Smith-Schuster,KC,WR,4,3,3,20,-12,32
DeeJay Dallas,JAX,RB,1,,,,,
Tony Pollard,TEN,RB,3,1,1,-1,-6,5
Ladd McConkey,LAC,WR,6,4,4,15,-14,29
Romeo Doubs,GB,WR,7,2,2,4,-4,8
Chig Okonkwo,TEN,TE,19,17,13,104,-42,136
Ke'Shawn Williams,CIN,WR,1,,,,,
Treylon Burks,WAS,WR,3,1,1,6,-1,7
James Cook,BUF,RB,5,,,,,
George Kittle,SF,TE,7,6,6,15,-21,36
Dalton Schultz,HST,TE,2,1,1,11,-5,16
Keenan Allen,LAC,WR,8,4,4,18,-6,24
Isaiah Likely,BLT,TE,2,1,1,6,-2,8
Noah Fant,CIN,TE,1,1,1,11,-4,15
CeeDee Lamb,DAL,WR,4,4,4,14,-9,23
Kene Nwangwu,NYJ,RB,3,1,,,-6,
