Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Travis Hunter,JAX,WR,8,,,,,
DK Metcalf,PIT,WR,27,,,,,
Mark Andrews,BLT,TE,7,3,3,9,2,7
Parker Washington,JAX,WR,15,1,1,2,2,
Tyquan Thornton,KC,WR,5,1,1,3,2,1
Breece Hall,NYJ,RB,7,,,,,
Trent Sherfield,ARZ,WR,7,,,,,
Evan Hull,NO,RB,2,,,,,
Blake Corum,LA,RB,3,,,,,
Julian Hill,MIA,TE,8,4,4,32,6,26
David Martin-Robinson,TEN,TE,1,,,,,
Jayden Higgins,HST,WR,23,,,,,
Skyy Moore,SF,WR,3,1,1,15,-3,18
Shane Zylstra,DET,TE,3,,,,,
Jalen Royals,KC,WR,1,,,,,
Malik Heath,GB,WR,8,1,1,7,2,5
Luke Schoonmaker,DAL,TE,16,7,6,39,7,33
Nate Adkins,DEN,TE,4,3,2,12,4,8
Tre Harris,LAC,WR,17,3,3,5,-1,6
Jack Stoll,NO,TE,6,4,2,14,6,13
Darius Cooper,PHI,WR,4,3,3,11,4,7
Giovanni Ricci,DET,TE,1,,,,,
Jameson Williams,DET,WR,29,,,,,
Mitchell Evans,CAR,TE,14,5,5,34,,34
Jalen McMillan,TB,WR,1,,,,,
D'Ernest Johnson,NE,RB,1,,,,,
Theo Johnson,NYG,TE,14,7,4,23,2,23
Jahan Dotson,PHI,WR,9,2,,,8,
DeVonta Smith,PHI,WR,24,4,4,30,3,27
Aaron Jones,MIN,RB,6,,,,,
Luke Farrell,SF,TE,8,4,4,27,3,24
Luke Musgrave,GB,TE,14,9,7,40,10,32
Christian Kirk,HST,WR,18,4,2,5,3,7
Xavier Restrepo,TEN,WR,2,,,,,
Woody Marks,HST,RB,2,,,,,
James Proche,TEN,WR,6,,,,,
Puka Nacua,LA,WR,23,2,2,29,2,27
Ty Johnson,BUF,RB,7,,,,,
Van Jefferson,TEN,WR,16,2,2,12,3,9
Andre Baccellia,ARZ,WR,2,,,,,
Elic Ayomanor,TEN,WR,24,1,1,6,1,5
Derrick Henry,BLT,RB,3,,,,,
Kareem Hunt,KC,RB,9,,,,,
AJ Barner,SEA,TE,18,14,13,121,24,96
Zach Charbonnet,SEA,RB,8,,,,,
Chuba Hubbard,CAR,RB,5,1,1,27,2,25
Xavier Worthy,KC,WR,18,6,5,28,10,20
Cam Grandy,CIN,TE,2,1,1,1,-4,5
Elijah Moore,BUF,WR,5,,,,,
Malachi Corley,CLV,WR,5,,,,,
Rachaad White,TB,RB,11,,,,,
Darren Waller,MIA,TE,5,2,2,6,4,2
Isiah Pacheco,KC,RB,4,,,,,
Pat Freiermuth,PIT,TE,21,6,5,35,-8,43
Calvin Austin,PIT,WR,18,2,2,9,4,5
Ronnie Bell,NO,WR,1,,,,,
LeQuint Allen,JAX,RB,4,1,1,7,1,6
Colston Loveland,CHI,TE,20,8,7,54,12,45
Bijan Robinson,ATL,RB,15,1,1,4,4,
Josh Palmer,BUF,WR,13,,,,,
Jaleel McLaughlin,DEN,RB,1,,,,,
Mason Kinsey,TEN,WR,3,,,,,
Omarion Hampton,LAC,RB,7,,,,,
Charlie Woerner,ATL,TE,6,3,3,1,-8,9
David Moore,CAR,WR,4,,,,,
CJ Dippre,NE,TE,1,,,,,
Amon-Ra St. Brown,DET,WR,29,7,3,29,16,24
Isaiah Williams,NYJ,WR,7,2,2,5,-3,8
Chris Moore,WAS,WR,6,,,,,
Tutu Atwell,LA,WR,5,,,,,
Elijah Higgins,ARZ,TE,16,8,8,61,-2,63
Adam Thielen,PIT,WR,22,3,3,16,7,9
Josiah Deguara,ARZ,TE,2,,,,,
Harrison Bryant,HST,TE,3,1,1,5,5,
Tylan Wallace,BLT,WR,1,,,,,
Jonnu Smith,PIT,TE,22,12,10,41,16,28
Mason Taylor,NYJ,TE,13,9,9,64,16,48
Emanuel Wilson,GB,RB,6,1,1,11,1,10
Blake Whiteheart,CLV,TE,6,3,2,4,5,2
Quentin Johnston,LAC,WR,19,1,1,2,,2
Chris Manhertz,NYG,TE,1,1,1,7,1,6
Ja'Corey Brooks,WAS,WR,1,,,,,
Garrett Wilson,NYJ,WR,9,1,1,2,1,1
Jeff Wilson,MIA,RB,1,,,,,
Kameron Johnson,TB,WR,2,,,,,
Dyami Brown,JAX,WR,8,1,,,7,
Luther Burden,CHI,WR,10,,,,,
Will Shipley,PHI,RB,3,,,,,
Kyren Williams,LA,RB,8,,,,,
Payne Durham,TB,TE,2,,,,,
Tucker Kraft,GB,TE,22,15,12,164,11,155
Trey McBride,ARZ,TE,32,15,13,77,33,46
John Bates,WAS,TE,11,6,5,38,9,33
Dont'e Thornton,LV,WR,13,,,,,
Cam Skattebo,NYG,RB,3,1,,,-1,
Dawson Knox,BUF,TE,20,7,7,40,16,24
Noah Brown,WAS,WR,2,,,,,
Emeka Egbuka,TB,WR,18,3,2,3,-1,5
Malik Davis,DAL,RB,1,,,,,
Dontayvion Wicks,GB,WR,15,1,1,1,,1
Devin Neal,NO,RB,7,,,,,
Oronde Gadsden,LAC,TE,17,7,7,48,5,43
TreVeyon Henderson,NE,RB,6,2,2,9,,9
Jayden Reed,GB,WR,9,2,2,3,-2,5
Brayden Willis,SF,TE,2,1,,,2,
Kyle Pitts,ATL,TE,31,20,17,109,27,89
Dante Pettis,NO,WR,2,1,1,-1,-3,2
Harold Fannin,CLV,TE,19,13,9,73,26,62
Terry McLaurin,WAS,WR,7,,,,,
Chris Godwin,TB,WR,12,5,4,39,13,29
Arian Smith,NYJ,WR,12,1,1,6,5,1
Marvin Mims,DEN,WR,7,1,,,1,
Dallas Goedert,PHI,TE,21,12,10,67,42,33
Cedric Tillman,CLV,WR,11,1,,,2,
Calvin Ridley,TEN,WR,9,,,,,
Raheem Mostert,LV,RB,5,1,1,3,-2,5
Jalen Coker,CAR,WR,10,1,1,1,1,
Darnell Mooney,ATL,WR,23,,,,,
Jeremy Ruckert,NYJ,TE,14,7,7,36,6,30
Kalif Raymond,DET,WR,8,2,1,2,5,6
Andrei Iosivas,CIN,WR,30,3,,,1,
Hunter Renfrow,CAR,WR,1,,,,,
Isaac TeSlaa,DET,WR,16,,,,,
Allen Lazard,NYJ,WR,4,,,,,
Zay Jones,ARZ,WR,5,1,1,7,6,1
Jaylin Noel,HST,WR,14,5,4,16,9,7
Stefon Diggs,NE,WR,16,2,2,10,2,8
Jaydon Blue,DAL,RB,2,,,,,
Ben Sinnott,WAS,TE,5,4,4,37,5,32
Ashton Jeanty,LV,RB,9,2,2,12,-3,15
Kyle Monangai,CHI,RB,1,,,,,
Daniel Bellinger,NYG,TE,10,4,3,31,9,25
Drew Sample,CIN,TE,22,12,10,44,-15,58
Dylan Drummond,ATL,WR,5,1,1,3,,3
Tanner Hudson,CIN,TE,3,2,2,4,-1,5
Curtis Samuel,BUF,WR,5,1,1,9,,9
Chase Brown,CIN,RB,23,2,2,3,1,2
Rico Dowdle,CAR,RB,6,,,,,
Ricky Pearsall,SF,WR,16,1,1,4,3,1
Pharaoh Brown,ARZ,TE,3,2,2,1,-1,2
Chris Olave,NO,WR,25,2,2,10,2,8
Jeremy McNichols,WAS,RB,6,4,4,40,-2,42
Jerome Ford,CLV,RB,4,1,,,5,
George Pickens,DAL,WR,49,1,1,1,2,
Josh Jacobs,GB,RB,7,1,1,3,1,2
Cade Stover,HST,TE,12,8,6,44,8,36
Tee Higgins,CIN,WR,37,1,1,8,,8
Jaylen Waddle,MIA,WR,20,1,,,4,
Scott Miller,PIT,WR,10,1,1,9,-1,10
Rashod Bateman,BLT,WR,10,,,,,
Grant Calcaterra,PHI,TE,3,2,1,8,7,4
Ryan Flournoy,DAL,WR,15,1,1,8,1,7
Nikko Remigio,KC,WR,1,,,,,
Deebo Samuel,WAS,WR,14,4,4,24,-8,32
Devin Duvernay,CHI,WR,1,,,,,
Mike Gesicki,CIN,TE,9,2,1,,-3,4
Wan'Dale Robinson,NYG,WR,20,6,4,23,-34,56
Ben Skowronek,PIT,WR,5,,,,,
Beaux Collins,NYG,WR,2,,,,,
Jake Tonges,SF,TE,12,7,5,34,9,25
Trey Benson,ARZ,RB,1,,,,,
Roman Wilson,PIT,WR,11,2,2,7,-1,8
Alec Pierce,IND,WR,30,,,,,
Jalen Tolbert,DAL,WR,25,1,1,,-3,3
Drake London,ATL,WR,15,2,2,4,5,2
Jaylin Lane,WAS,WR,9,,,,,
Bo Melton,GB,WR,2,,,,,
DJ Giddens,IND,RB,1,,,,,
Chris Rodriguez,WAS,RB,2,,,,,
Theo Wease,MIA,WR,2,,,,,
Olamide Zaccheaus,CHI,WR,12,2,2,20,5,15
Raheim Sanders,CLV,RB,1,,,,,
Tyler Warren,IND,TE,36,21,18,148,23,125
Albert Okwuegbunam,LV,TE,4,3,3,26,3,23
Brittain Brown,CHI,RB,1,,,,,
Ross Dwelley,DET,TE,3,3,2,7,1,7
Jaxon Smith-Njigba,SEA,WR,25,3,3,15,1,14
Sam LaPorta,DET,TE,16,9,9,100,7,93
Jackson Hawes,BUF,TE,13,9,9,73,13,60
Mitchell Tinsley,CIN,WR,12,,,,,
Christian McCaffrey,SF,RB,22,2,2,18,5,13
Brycen Tremayne,CAR,WR,7,2,2,17,4,13
Tez Johnson,TB,WR,13,1,1,8,1,7
Khalil Shakir,BUF,WR,22,12,12,50,-9,59
Sterling Shepard,TB,WR,10,1,1,4,3,1
Chig Okonkwo,TEN,TE,22,14,9,29,1,22
Ke'Shawn Williams,CIN,WR,1,,,,,
Tyler Johnson,NYJ,WR,6,,,,,
Nick Kallerup,SEA,TE,3,,,,,
Tony Pollard,TEN,RB,14,1,1,3,,3
Drake Dabney,GB,TE,1,1,1,3,2,1
Ray Davis,BUF,RB,5,,,,,
Ladd McConkey,LAC,WR,21,5,5,27,11,19
JuJu Smith-Schuster,KC,WR,17,2,2,5,-2,7
Romeo Doubs,GB,WR,35,,,,,
Alex Bachman,LV,WR,1,,,,,
Dalevon Campbell,CAR,WR,1,,,,,
CeeDee Lamb,DAL,WR,40,1,1,5,4,1
Noah Fant,CIN,TE,24,18,17,119,9,105
Isaiah Likely,BLT,TE,7,2,2,14,6,8
Dalton Schultz,HST,TE,35,24,21,166,38,135
Anthony Gould,IND,WR,3,,,,,
George Kittle,SF,TE,18,9,8,94,10,84
Zaire Mitchell-Paden,NO,TE,1,1,,,8,
James Cook,BUF,RB,12,,,,,
Keenan Allen,LAC,WR,13,3,3,18,7,11
Treylon Burks,WAS,WR,4,,,,,
Kimani Vidal,LAC,RB,7,,,,,
RJ Harvey,DEN,RB,7,,,,,
Mason Tipton,NO,WR,12,2,2,15,-3,18
Savion Williams,GB,WR,4,2,2,10,-3,13
Derius Davis,LAC,WR,1,,,,,
Kylen Granson,PHI,TE,3,1,1,5,3,2
Konata Mumpfield,LA,WR,15,,,,,
Deven Thompkins,ATL,WR,1,1,1,4,-5,9
Rhamondre Stevenson,NE,RB,5,,,,,
Brenton Strange,JAX,TE,13,7,6,87,20,71
Tyreek Hill,MIA,WR,5,2,2,20,1,19
Demarcus Robinson,SF,WR,12,2,2,,-1,1
Tory Horton,SEA,WR,3,,,,,
Travis Kelce,KC,TE,25,8,8,65,-9,74
Cole Kmet,CHI,TE,20,9,8,42,2,44
Johnny Mundt,JAX,TE,8,4,4,58,12,46
Durham Smythe,CHI,TE,5,2,2,6,2,4
Xavier Legette,CAR,WR,15,,,,,
Gunnar Helm,TEN,TE,19,14,11,79,8,76
Justin Jefferson,MIN,WR,23,,,,,
Rashid Shaheed,SEA,WR,22,1,1,3,1,2
Greg Dulcich,MIA,TE,10,7,7,63,16,47
Brandin Cooks,BUF,WR,13,1,,,18,
A.J. Brown,PHI,WR,19,1,,,2,
Luke McCaffrey,WAS,WR,2,,,,,
Brock Wright,DET,TE,10,8,8,63,2,61
Jalin Hyatt,NYG,WR,3,,,,,
David Njoku,CLV,TE,13,4,4,14,-4,18
Brock Bowers,LV,TE,23,10,10,67,3,64
Terrance Ferguson,LA,TE,12,,,,,
