Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Cedric Tillman,CLV,WR,25,8,7,89,45,46
Marvin Mims,DEN,WR,3,,,,,
Calvin Ridley,TEN,WR,28,8,6,65,49,28
Ainias Smith,PHI,WR,5,1,,,7,
Chris Godwin,TB,WR,15,5,3,29,29,13
Terry McLaurin,WAS,WR,38,16,13,146,86,76
Brevin Jordan,HST,TE,1,,,,,
Jayden Reed,GB,WR,26,4,1,6,37,
Kyle Pitts,ATL,TE,32,6,2,14,42,4
Brayden Willis,SF,TE,2,,,,,
Dante Pettis,NO,WR,10,2,1,12,20,-1
Dawson Knox,BUF,TE,14,2,2,29,10,19
Noah Brown,WAS,WR,14,3,1,8,16,1
Dontayvion Wicks,GB,WR,19,7,3,28,55,9
Patrick Taylor,SF,RB,9,,,,,
Carson Steele,KC,RB,4,,,,,
Trey McBride,ARZ,TE,22,5,4,36,25,17
John Bates,WAS,TE,10,2,2,27,16,11
Jalen Reagor,LAC,WR,3,,,,,
Will Shipley,PHI,RB,2,,,,,
Trey Palmer,TB,WR,6,1,,,5,
Kyren Williams,LA,RB,18,,,,,
Tucker Kraft,GB,TE,24,,,,,
Payne Durham,TB,TE,9,1,,,11,
Christian McCaffrey,SF,RB,6,1,1,8,4,4
Sterling Shepard,TB,WR,21,1,1,4,5,-1
Khalil Shakir,BUF,WR,23,9,9,107,43,64
Brycen Tremayne,WAS,WR,2,,,,,
Robert Woods,HST,WR,16,1,1,13,7,6
Jaxon Smith-Njigba,SEA,WR,19,6,4,54,49,28
Sam LaPorta,DET,TE,14,4,4,32,34,8
Parker Hesse,DET,TE,1,,,,,
Mike Boone,CAR,RB,4,,,,,
Will Mallory,IND,TE,5,,,,,
Olamide Zaccheaus,WAS,WR,24,5,4,31,27,10
Drake London,ATL,WR,36,22,17,197,163,81
Jalen Tolbert,DAL,WR,39,5,4,53,45,16
Alec Pierce,IND,WR,19,,,,,
Bo Melton,GB,WR,6,2,1,12,14,5
Ben Skowronek,PIT,WR,1,,,,,
Trey Benson,ARZ,RB,2,,,,,
Julius Chestnut,TEN,RB,1,,,,,
Wan'Dale Robinson,NYG,WR,45,15,9,67,100,23
Zach Davidson,BUF,TE,1,,,,,
Ryan Flournoy,DAL,WR,5,2,,,12,
Mike Gesicki,CIN,TE,35,11,11,154,85,69
D'Onta Foreman,CLV,RB,3,,,,,
Deebo Samuel,SF,WR,36,15,7,90,92,53
Devin Duvernay,JAX,WR,5,,,,,
Clyde Edwards-Helaire,NO,RB,1,,,,,
Nikko Remigio,KC,WR,1,,,,,
Hayden Hurst,LAC,TE,5,,,,,
Rashod Bateman,BLT,WR,14,7,6,91,59,44
Grant Calcaterra,PHI,TE,25,1,1,5,5,
Josh Jacobs,GB,RB,15,,,,,
Cade Stover,HST,TE,6,3,1,27,30,13
Jaylen Waddle,MIA,WR,29,13,7,109,135,30
Scott Miller,PIT,WR,2,,,,,
Tee Higgins,CIN,WR,48,20,18,196,149,78
Jeremy McNichols,WAS,RB,9,1,1,6,3,3
Jerome Ford,CLV,RB,24,,,,,
George Pickens,PIT,WR,21,10,8,98,68,41
Jermaine Burton,CIN,WR,4,2,1,11,17,2
Rico Dowdle,DAL,RB,15,,,,,
Chris Olave,NO,WR,8,4,3,44,48,13
Ricky Pearsall,SF,WR,22,5,4,25,32,3
Jordan Matthews,CAR,TE,1,,,,,
David Njoku,CLV,TE,37,6,5,73,38,38
Brock Bowers,LV,TE,36,10,7,102,83,42
Jalin Hyatt,NYG,WR,14,2,1,7,8,4
Isaac Guerendo,SF,RB,12,1,1,2,1,1
Brock Wright,DET,TE,7,1,,,7,
Kenny Yeboah,NYJ,TE,3,,,,,
A.J. Brown,PHI,WR,34,25,20,237,168,110
Jamaal Williams,NO,RB,4,,,,,
Luke McCaffrey,WAS,WR,17,4,3,52,46,20
Brandin Cooks,DAL,WR,22,4,2,30,27,17
Rashid Shaheed,NO,WR,4,,,,,
Justin Jefferson,MIN,WR,20,6,4,49,41,19
Ryan Miller,TB,WR,5,1,1,4,4,
Greg Dulcich,NYG,TE,9,,,,,
Craig Reynolds,DET,RB,1,,,,,
Johnny Mundt,MIN,TE,8,,,,,
Durham Smythe,MIA,TE,5,1,,,7,
Xavier Legette,CAR,WR,31,9,4,38,78,6
Travis Kelce,KC,TE,25,6,4,34,47,11
Cole Kmet,CHI,TE,22,2,2,27,18,9
Demarcus Robinson,LA,WR,22,3,1,18,29,9
Tyreek Hill,MIA,WR,25,2,1,6,18,
Zack Moss,CIN,RB,17,1,1,13,9,4
Rhamondre Stevenson,NE,RB,19,1,,,5,
Brenton Strange,JAX,TE,12,3,3,31,16,15
Derius Davis,LAC,WR,4,,,,,
Mike Williams,PIT,WR,32,2,2,17,11,6
Kylen Granson,IND,TE,7,,,,,
John Ross,PHI,WR,1,,,,,
Kimani Vidal,LAC,RB,5,,,,,
Mason Tipton,NO,WR,6,2,2,16,14,2
Terrace Marshall,LV,WR,7,,,,,
Treylon Burks,TEN,WR,3,,,,,
James Cook,BUF,RB,10,,,,,
Jared Wiley,KC,TE,1,,,,,
Ja'Lynn Polk,NE,WR,17,2,1,7,14,1
Isaiah Likely,BLT,TE,10,1,1,19,15,4
George Kittle,SF,TE,38,13,11,171,91,97
Keenan Allen,CHI,WR,20,11,7,68,76,23
Dalton Schultz,HST,TE,34,4,2,23,31,12
CeeDee Lamb,DAL,WR,42,21,12,118,148,35
Noah Fant,SEA,TE,16,1,1,18,7,11
Jordan Akins,CLV,TE,25,7,6,74,63,22
Nick Vannett,TEN,TE,2,,,,,
Peyton Hendershot,KC,TE,1,,,,,
Alex Bachman,LV,WR,6,1,1,18,7,11
Ray Davis,BUF,RB,3,,,,,
JuJu Smith-Schuster,KC,WR,15,3,1,13,15,6
Tony Pollard,TEN,RB,16,1,1,9,5,4
Romeo Doubs,GB,WR,26,16,13,140,108,56
DeeJay Dallas,ARZ,RB,1,,,,,
Ladd McConkey,LAC,WR,23,12,11,191,86,109
Lucas Krull,DEN,TE,10,,,,,
Tyler Johnson,LA,WR,11,4,3,27,19,7
Chig Okonkwo,TEN,TE,25,4,2,24,20,13
C.J. Uzomah,PHI,TE,2,,,,,
Zamir White,LV,RB,3,,,,,
Ameer Abdullah,LV,RB,22,,,,,
Isaiah Hodgins,NYG,WR,2,,,,,
Devin Singletary,NYG,RB,4,,,,,
Tyler Allgeier,ATL,RB,6,,,,,
Foster Moreau,NO,TE,15,1,1,19,7,12
Trey Sermon,IND,RB,5,,,,,
Josh Downs,IND,WR,23,10,7,67,54,27
Khalil Herbert,CIN,RB,6,,,,,
Devaughn Vele,DEN,WR,20,7,4,50,45,21
Rome Odunze,CHI,WR,25,4,2,29,40,8
Brenden Bates,CLV,TE,1,,,,,
Isaiah Davis,NYJ,RB,5,,,,,
Colby Parkinson,LA,TE,16,5,2,18,32,6
Josh Oliver,MIN,TE,5,2,1,13,11,9
Nick Chubb,CLV,RB,4,,,,,
Michael Carter,ARZ,RB,2,,,,,
Tyjae Spears,TEN,RB,9,,,,,
Keaton Mitchell,BLT,RB,1,,,,,
D.J. Moore,CHI,WR,24,8,5,66,60,27
Bucky Irving,TB,RB,11,,,,,
KaVontae Turpin,DAL,WR,16,2,2,76,13,63
Jamison Crowder,WAS,WR,8,4,3,25,29,4
Jalen Nailor,MIN,WR,12,1,1,12,10,2
John Metchie,HST,WR,19,6,4,30,34,5
Marquise Brown,KC,WR,4,2,2,29,20,9
Kenneth Gainwell,PHI,RB,6,,,,,
Jordan Mims,NO,RB,5,1,1,25,2,23
Jalen Brooks,DAL,WR,16,5,1,24,34,16
Kevin Austin,NO,WR,16,5,4,50,32,25
Andrew Ogletree,IND,TE,5,1,1,21,11,10
Jaylen Warren,PIT,RB,10,,,,,
Kendrick Bourne,NE,WR,16,1,1,8,5,3
Mack Hollins,BUF,WR,23,5,4,40,36,14
Juwan Johnson,NO,TE,19,7,4,50,66,19
David Montgomery,DET,RB,3,,,,,
Tyler Boyd,TEN,WR,24,6,5,48,49,13
Quintin Morris,BUF,TE,4,1,1,14,5,9
Tanner Conner,MIA,TE,1,,,,,
Ja'Tavion Sanders,CAR,TE,22,2,1,11,10,2
Jauan Jennings,SF,WR,30,8,6,71,50,30
Ashton Dulin,IND,WR,1,,,,,
Marquez Valdes-Scantling,NO,WR,16,3,3,24,27,4
Adonai Mitchell,IND,WR,9,5,4,35,27,14
Connor Heyward,PIT,TE,2,,,,,
Nick Westbrook-Ikhine,TEN,WR,22,8,4,39,56,14
Brevyn Spann-Ford,DAL,TE,7,1,1,17,5,12
Parris Campbell,PHI,WR,4,1,1,7,6,1
Jake Bobo,SEA,WR,4,,,,,
Saquon Barkley,PHI,RB,19,,,,,
Evan Engram,JAX,TE,8,2,1,13,18,3
Jamari Thrash,CLV,WR,6,,,,,
KhaDarel Hodge,ATL,WR,4,,,,,
Will Dissly,LAC,TE,12,3,3,28,12,16
Rasheen Ali,BLT,RB,2,,,,,
Miles Sanders,CAR,RB,11,,,,,
J.K. Dobbins,LAC,RB,8,,,,,
Emari Demercado,ARZ,RB,7,,,,,
Travis Etienne,JAX,RB,8,,,,,
Jordan Whittington,LA,WR,6,3,3,63,29,34
Josh Whyle,TEN,TE,4,1,1,33,10,23
Equanimeous St. Brown,NO,WR,2,,,,,
Samaje Perine,KC,RB,10,,,,,
Ronnie Rivers,LA,RB,2,,,,,
Amari Cooper,BUF,WR,30,18,11,104,118,33
Darius Slayton,NYG,WR,38,11,9,76,61,25
Jerry Jeudy,CLV,WR,58,15,7,57,105,15
Dare Ogunbowale,HST,RB,12,,,,,
Nico Collins,HST,WR,29,13,10,113,93,36
Jake Ferguson,DAL,TE,31,6,5,71,34,41
Davante Adams,NYJ,WR,40,18,10,171,130,93
Chris Brooks,GB,RB,7,1,1,10,3,7
Christian Watson,GB,WR,16,6,4,42,60,5
Dallin Holker,NO,TE,1,,,,,
Tom Kennedy,DET,WR,1,1,,,12,
Anthony Firkser,KC,TE,1,,,,,
Justice Hill,BLT,RB,5,,,,,
Tyler Conklin,NYJ,TE,44,4,4,32,24,14
Sincere McCormick,LV,RB,1,,,,,
K.J. Osborn,WAS,WR,6,1,1,9,7,2
James Conner,ARZ,RB,16,1,,,2,
Jonathan Mingo,DAL,WR,25,6,1,8,44,4
Cooper Kupp,LA,WR,18,4,3,23,21,6
Steven Sims,BLT,WR,1,,,,,
Tommy Tremble,CAR,TE,21,4,3,24,22,11
Ja'Marr Chase,CIN,WR,61,14,9,103,96,45
D'Andre Swift,CHI,RB,14,,,,,
Adam Trautman,DEN,TE,5,,,,,
Ben Sims,GB,TE,3,,,,,
DeAndre Carter,CHI,WR,6,1,1,7,6,1
Robbie Chosen,MIA,WR,4,1,,,11,
Kayshon Boutte,NE,WR,24,9,6,81,73,43
Hunter Long,LA,TE,2,,,,,
Hunter Henry,NE,TE,27,6,6,62,41,21
Nelson Agholor,BLT,WR,4,2,1,20,18,10
Dalton Kincaid,BUF,TE,10,4,4,38,18,20
Jakobi Meyers,LV,WR,39,19,17,182,125,69
Gabe Davis,JAX,WR,8,1,1,10,7,3
D.J. Turner,LV,WR,19,3,3,23,17,6
Jahmyr Gibbs,DET,RB,12,,,,,
Odell Beckham,MIA,WR,8,6,2,15,39,4
Zay Flowers,BLT,WR,13,3,1,9,18,1
Michael Wilson,ARZ,WR,25,6,4,26,21,14
Simi Fehoko,LAC,WR,7,,,,,
Eric Tomlinson,LAC,TE,1,,,,,
Xavier Hutchinson,HST,WR,16,3,2,32,27,9
Ezekiel Elliott,DAL,RB,7,,,,,
Stone Smartt,LAC,TE,5,1,1,7,2,5
T.J. Hockenson,MIN,TE,11,7,6,70,53,25
Tim Patrick,DET,WR,9,1,1,9,5,4
Brian Thomas,JAX,WR,20,12,7,83,60,47
DeAndre Hopkins,KC,WR,21,13,9,68,77,23
Josh Reynolds,JAX,WR,13,3,2,29,19,15
Noah Gray,KC,TE,12,,,,,
Jonathan Taylor,IND,RB,13,,,,,
Troy Franklin,DEN,WR,9,2,1,12,15,5
Javon Baker,NE,WR,3,1,,,6,
Laquon Treadwell,IND,WR,1,,,,,
Grant DuBose,MIA,WR,2,1,1,13,12,1
Tim Jones,JAX,WR,2,1,,,6,
Jordan Mason,SF,RB,9,,,,,
Tre Tucker,LV,WR,42,8,8,84,50,34
Michael Pittman,IND,WR,20,8,7,94,74,26
Malik Washington,MIA,WR,8,3,3,28,16,12
Greg Dortch,ARZ,WR,18,6,4,36,34,14
Tip Reiman,ARZ,TE,4,,,,,
JaMycal Hasty,NE,RB,3,,,,,
Javonte Williams,DEN,RB,9,,,,,
Cam Akers,MIN,RB,6,,,,,
Courtland Sutton,DEN,WR,28,18,9,108,145,33
DJ Chark,LAC,WR,5,1,1,4,3,1
Darnell Washington,PIT,TE,4,,,,,
Zach Ertz,WAS,TE,39,8,6,56,47,24
Charlie Kolar,BLT,TE,1,,,,,
Lil'Jordan Humphrey,DEN,WR,14,3,2,14,21,
Keon Coleman,BUF,WR,15,6,2,67,19,63
Davis Allen,LA,TE,8,,,,,
Tyler Lockett,SEA,WR,18,4,2,42,38,16
John Samuel Shenker,LV,TE,2,,,,,
River Cracraft,MIA,WR,1,,,,,
Jordan Addison,MIN,WR,16,2,2,19,9,10
De'Von Achane,MIA,RB,23,,,,,
Mike Evans,TB,WR,30,19,16,223,174,87
Kenneth Walker,SEA,RB,12,1,1,2,2,
Ramel Keyton,LV,WR,1,1,1,7,7,
Sean Tucker,TB,RB,2,,,,,
John FitzPatrick,GB,TE,1,,,,,
Joseph Fortson,KC,TE,1,,,,,
Tank Bigsby,JAX,RB,6,,,,,
Mike Woods,CLV,WR,10,2,1,14,14,7
Zach Pascal,ARZ,WR,1,,,,,
Tyrone Tracy,NYG,RB,16,1,,,5,
Michael Mayer,LV,TE,14,1,1,3,3,
Devin Culp,TB,TE,4,,,,,
Marvin Harrison,ARZ,WR,23,8,5,55,57,17
Collin Johnson,CHI,WR,1,,,,,
Xavier Gipson,NYJ,WR,12,1,1,11,7,4
Cedrick Wilson,NO,WR,5,,,,,
Mo Alie-Cox,IND,TE,6,2,1,19,19,9
Bryce Oliver,TEN,WR,2,1,1,8,3,5
Austin Hooper,NE,TE,9,2,2,26,20,6
Justin Watson,KC,WR,8,2,2,15,10,5
Rashee Rice,KC,WR,7,7,6,100,35,68
Ty Chandler,MIN,RB,3,,,,,
Britain Covey,PHI,WR,1,,,,,
Jaylen Wright,MIA,RB,2,,,,,
James Proche,CLV,WR,1,,,,,
Joe Mixon,HST,RB,12,2,1,8,9,2
Puka Nacua,LA,WR,13,9,6,50,47,20
Luke Musgrave,GB,TE,4,,,,,
Christian Kirk,JAX,WR,7,2,1,7,13,1
Aaron Jones,MIN,RB,4,,,,,
Luke Farrell,JAX,TE,2,,,,,
Jalen McMillan,TB,WR,23,5,4,50,51,13
E.J. Jenkins,PHI,TE,2,,,,,
Jahan Dotson,PHI,WR,31,6,4,34,31,14
DeVonta Smith,PHI,WR,30,10,7,83,60,45
D'Ernest Johnson,JAX,RB,2,,,,,
Theo Johnson,NYG,TE,27,2,2,21,18,3
Trenton Irwin,CIN,WR,4,,,,,
Eric Gray,NYG,RB,6,,,,,
Jameson Williams,DET,WR,18,4,2,86,51,14
Nate Adkins,DEN,TE,3,,,,,
Luke Schoonmaker,DAL,TE,11,2,2,24,15,9
Trent Taylor,SF,WR,1,,,,,
Jack Stoll,MIA,TE,3,,,,,
Shane Zylstra,DET,TE,1,,,,,
Malik Heath,GB,WR,5,2,2,6,12,-1
Chris Conley,SF,WR,7,,,,,
Travis Homer,CHI,RB,1,,,,,
Jaelon Darden,SEA,WR,1,,,,,
David Martin-Robinson,TEN,TE,1,,,,,
Pierre Strong,CLV,RB,14,,,,,
Jacob Kibodi,CLV,RB,1,,,,,
Dameon Pierce,HST,RB,3,,,,,
Julian Hill,MIA,TE,4,,,,,
Rakim Jarrett,TB,WR,4,1,1,9,5,4
Tyquan Thornton,NE,WR,2,1,1,10,8,2
Breece Hall,NYJ,RB,31,3,2,13,5,9
Trent Sherfield,MIN,WR,1,,,,,
Jha'Quan Jackson,TEN,WR,2,1,1,8,5,3
DK Metcalf,SEA,WR,22,10,5,46,72,12
Mark Andrews,BLT,TE,10,2,1,17,25,2
Parker Washington,JAX,WR,15,1,1,7,7,
Allen Robinson,DET,WR,1,1,,,6,
Erick All,CIN,TE,10,,,,,
Braxton Berrios,MIA,WR,9,2,,,15,
Diontae Johnson,HST,WR,20,14,6,83,86,51
Kendre Miller,NO,RB,2,,,,,
Brian Robinson,WAS,RB,9,1,1,8,2,6
Alvin Kamara,NO,RB,13,2,1,8,10,2
Aaron Shampklin,PIT,RB,1,,,,,
Justyn Ross,KC,WR,2,,,,,
Eric Saubert,SF,TE,12,1,1,2,7,
Ray-Ray McCloud,ATL,WR,33,3,3,45,32,13
Alexander Mattison,LV,RB,9,,,,,
Cade Otton,TB,TE,24,6,4,60,38,31
Sione Vaki,DET,RB,1,,,,,
Raheem Blackshear,CAR,RB,2,,,,,
Demario Douglas,NE,WR,32,11,8,136,95,67
Tank Dell,HST,WR,32,6,5,71,66,15
Malik Nabers,NYG,WR,32,16,11,125,86,62
Xavier Weaver,ARZ,WR,3,,,,,
Gus Edwards,LAC,RB,6,,,,,
