Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Jeremy Ruckert,NYJ,TE,6,3,,,47,
Kalif Raymond,DET,WR,2,,,,,
Andrei Iosivas,CIN,WR,12,2,2,43,39,4
Brandon Aiyuk,SF,WR,8,4,,,76,
Allen Lazard,NYJ,WR,9,1,1,18,16,2
Tanner Hudson,CIN,TE,1,,,,,
Curtis Samuel,BUF,WR,5,2,1,21,30,2
Chase Brown,CIN,RB,8,,,,,
Najee Harris,PIT,RB,6,,,,,
Devontez Walker,BLT,WR,1,1,,,29,
Austin Ekeler,WAS,RB,5,,,,,
Jaheim Bell,NE,TE,2,,,,,
Daniel Bellinger,NYG,TE,5,1,1,17,17,
Drew Sample,CIN,TE,6,,,,,
Trey McBride,ARZ,TE,17,7,4,67,101,13
Carson Steele,KC,RB,1,,,,,
John Bates,WAS,TE,3,1,,,32,
Jalen Reagor,LAC,WR,2,1,1,41,36,5
Dawson Knox,BUF,TE,9,3,2,47,56,10
Noah Brown,WAS,WR,5,1,,,19,
Marcedes Lewis,CHI,TE,1,,,,,
Dontayvion Wicks,GB,WR,6,2,,,55,
Kyren Williams,LA,RB,21,,,,,
Trey Palmer,TB,WR,11,2,1,19,39,1
Tucker Kraft,GB,TE,10,,,,,
Payne Durham,TB,TE,2,,,,,
Marvin Mims,DEN,WR,7,2,1,25,80,
Dallas Goedert,PHI,TE,7,4,2,50,79,13
Roschon Johnson,CHI,RB,3,,,,,
Cedric Tillman,CLV,WR,10,3,1,22,75,2
Raheem Mostert,MIA,RB,3,,,,,
Calvin Ridley,TEN,WR,13,4,1,21,94,1
Jalen Coker,CAR,WR,5,1,,,18,
Jayden Reed,GB,WR,9,3,2,64,87,1
Kyle Pitts,ATL,TE,15,3,2,86,64,38
Dante Pettis,NO,WR,2,,,,,
Terry McLaurin,WAS,WR,11,3,2,41,61,7
Ainias Smith,PHI,WR,1,,,,,
Chris Godwin,TB,WR,11,,,,,
Will Mallory,IND,TE,3,2,,,28,
Mike Boone,CAR,RB,1,,,,,
Alec Pierce,IND,WR,20,4,3,57,75,4
Drake London,ATL,WR,18,8,2,45,179,1
Jalen Tolbert,DAL,WR,19,3,,,56,
Bo Melton,GB,WR,2,,,,,
Bub Means,NO,WR,1,,,,,
Chris Rodriguez Jr.,WAS,RB,1,,,,,
Olamide Zaccheaus,WAS,WR,6,3,2,49,71,21
Chris Blair,ATL,WR,1,1,,,20,
Robert Woods,HST,WR,4,2,1,32,39,
Christian McCaffrey,SF,RB,1,,,,,
Khalil Shakir,BUF,WR,11,,,,,
Sterling Shepard,TB,WR,12,3,2,22,58,-1
Jaxon Smith-Njigba,SEA,WR,17,10,4,104,247,7
Sam LaPorta,DET,TE,9,6,3,47,98,5
Josh Jacobs,GB,RB,5,,,,,
Cade Stover,HST,TE,5,1,,,20,
Scott Miller,PIT,WR,1,,,,,
Jaylen Waddle,MIA,WR,13,2,,,41,
Tee Higgins,CIN,WR,8,3,1,18,38,1
Rashod Bateman,BLT,WR,17,5,5,136,150,10
Grant Calcaterra,PHI,TE,6,1,,,21,
Rico Dowdle,DAL,RB,7,1,1,22,24,
Ricky Pearsall,SF,WR,4,,,,,
Pharaoh Brown,SEA,TE,1,,,,,
Chris Olave,NO,WR,2,1,,,29,
Jerome Ford,CLV,RB,8,,,,,
George Pickens,PIT,WR,12,5,3,92,136,8
Jermaine Burton,CIN,WR,3,2,,,51,
Julius Chestnut,TEN,RB,2,,,,,
Wan'Dale Robinson,NYG,WR,5,2,1,18,35,2
Zach Davidson,BUF,TE,1,,,,,
Trey Benson,ARZ,RB,3,,,,,
Ryan Flournoy,DAL,WR,1,,,,,
D'Onta Foreman,CLV,RB,3,,,,,
Deebo Samuel,SF,WR,10,1,,,23,
Mike Gesicki,CIN,TE,11,4,2,30,77,
Rhamondre Stevenson,NE,RB,6,,,,,
Brenton Strange,JAX,TE,7,4,4,66,72,9
Tyreek Hill,MIA,WR,13,5,1,17,99,1
Demarcus Robinson,LA,WR,28,14,5,136,345,19
Travis Kelce,KC,TE,15,7,3,67,126,19
Cole Kmet,CHI,TE,8,3,2,26,54,3
Zack Moss,CIN,RB,2,,,,,
Kimani Vidal,LAC,RB,1,,,,,
Mason Tipton,NO,WR,5,1,,,42,
Mike Williams,PIT,WR,6,2,,,86,
Kylen Granson,IND,TE,10,4,3,77,66,28
Terrace Marshall,LV,WR,1,1,1,28,25,3
Kenny Yeboah,NYJ,TE,3,,,,,
A.J. Brown,PHI,WR,6,2,1,45,59,4
Luke McCaffrey,WAS,WR,5,1,,,16,
Brock Wright,DET,TE,3,,,,,
Jamaal Williams,NO,RB,1,,,,,
Brandin Cooks,DAL,WR,10,4,1,21,74,1
Ryan Miller,TB,WR,2,1,1,1,8,
Jalin Hyatt,NYG,WR,1,1,,,21,
David Njoku,CLV,TE,15,7,2,12,98,
Brock Bowers,LV,TE,5,1,,,15,
Isaac Guerendo,SF,RB,2,,,,,
Johnny Mundt,MIN,TE,5,1,,,17,
Xavier Legette,CAR,WR,6,2,2,30,39,-1
J.J. Taylor,HST,RB,1,,,,,
Justin Jefferson,MIN,WR,14,6,2,71,159,14
Rashid Shaheed,NO,WR,2,,,,,
Greg Dulcich,NYG,TE,2,1,,,20,
Tony Pollard,TEN,RB,6,,,,,
Romeo Doubs,GB,WR,8,4,,,103,
Ray Davis,BUF,RB,3,,,,,
JuJu Smith-Schuster,KC,WR,2,,,,,
Ladd McConkey,LAC,WR,9,3,2,45,54,5
Brandon Johnson,PIT,WR,1,,,,,
Chig Okonkwo,TEN,TE,8,3,2,43,67,4
Gerald Everett,CHI,TE,9,,,,,
Lucas Krull,DEN,TE,4,1,,,20,
Tyler Johnson,LA,WR,9,1,,,12,
Isaiah Likely,BLT,TE,12,5,2,45,103,6
Dalton Schultz,HST,TE,12,1,1,18,17,1
George Kittle,SF,TE,11,7,5,110,132,31
Keenan Allen,CHI,WR,10,5,1,40,123,23
James Cook,BUF,RB,3,,,,,
Treylon Burks,TEN,WR,4,1,,,45,
Ja'Lynn Polk,NE,WR,8,4,,,79,
Jared Wiley,KC,TE,1,,,,,
Jordan Akins,CLV,TE,9,3,2,37,43,10
Nick Vannett,TEN,TE,4,1,1,1,9,
CeeDee Lamb,DAL,WR,16,4,2,39,86,6
Noah Fant,SEA,TE,12,2,,,36,
