Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Jalen Coker,CAR,WR,10,3,2,46,59,6
Brevin Jordan,HST,TE,1,,,,,
Jayden Reed,GB,WR,16,8,6,268,287,68
Kyle Pitts,ATL,TE,13,2,2,62,29,35
Dante Pettis,NO,WR,2,1,,,14,
Terry McLaurin,WAS,WR,12,2,,,43,
Ainias Smith,PHI,WR,1,,,,,
Chris Godwin,TB,WR,3,2,2,30,21,9
Velus Jones,CAR,WR,1,,,,,
Will Mallory,IND,TE,1,,,,,
Mike Boone,CAR,RB,1,,,,,
Alec Pierce,IND,WR,21,9,6,263,325,47
Drake London,ATL,WR,17,4,2,42,68,7
Jalen Tolbert,DAL,WR,7,1,1,15,19,
Bo Melton,GB,WR,5,2,,,76,
Bub Means,NO,WR,8,1,1,36,35,1
Chris Rodriguez Jr.,WAS,RB,1,,,,,
Olamide Zaccheaus,WAS,WR,6,2,1,13,32,
Robert Woods,HST,WR,7,2,1,16,32,2
Brycen Tremayne,WAS,WR,1,,,,,
Christian McCaffrey,SF,RB,3,,,,,
Khalil Shakir,BUF,WR,15,8,1,21,173,2
Sterling Shepard,TB,WR,8,2,1,20,58,1
Parker Hesse,DET,TE,1,,,,,
D'Wayne Eskridge,MIA,WR,1,1,1,30,12,18
Ross Dwelley,ATL,TE,2,,,,,
Jaxon Smith-Njigba,SEA,WR,15,3,2,42,53,12
Sam LaPorta,DET,TE,12,6,3,73,114,6
Josh Jacobs,GB,RB,9,,,,,
Cade Stover,HST,TE,4,,,,,
Jaylen Waddle,MIA,WR,22,4,2,36,56,12
Tee Higgins,CIN,WR,8,4,2,52,102,16
Rashod Bateman,BLT,WR,18,4,1,59,129,22
Grant Calcaterra,PHI,TE,3,1,1,26,16,10
Rico Dowdle,DAL,RB,1,,,,,
Ricky Pearsall,SF,WR,13,6,2,67,139,30
Pharaoh Brown,SEA,TE,1,,,,,
Chris Olave,NO,WR,12,4,2,28,90,2
Jeremy McNichols,WAS,RB,3,,,,,
Jerome Ford,CLV,RB,6,,,,,
George Pickens,PIT,WR,7,2,,,47,
Jermaine Burton,CIN,WR,1,,,,,
Julius Chestnut,TEN,RB,3,,,,,
Wan'Dale Robinson,NYG,WR,14,,,,,
Zach Davidson,BUF,TE,1,,,,,
Ben Skowronek,PIT,WR,3,,,,,
Trey Benson,ARZ,RB,1,,,,,
Hayden Hurst,LAC,TE,1,,,,,
Clyde Edwards-Helaire,NO,RB,1,,,,,
Ryan Flournoy,DAL,WR,1,1,1,15,15,
Deebo Samuel,SF,WR,8,2,1,21,48,3
Devin Duvernay,JAX,WR,4,1,,,23,
Mike Gesicki,CIN,TE,10,3,3,56,40,16
Rhamondre Stevenson,NE,RB,7,,,,,
Brenton Strange,JAX,TE,4,,,,,
Tyreek Hill,MIA,WR,30,19,13,253,324,43
Demarcus Robinson,LA,WR,11,1,1,32,23,9
Travis Kelce,KC,TE,11,3,1,27,56,5
Cole Kmet,CHI,TE,8,1,,,17,
Zack Moss,CIN,RB,1,,,,,
Kimani Vidal,LAC,RB,2,,,,,
Mason Tipton,NO,WR,13,2,1,9,56,1
Mike Williams,PIT,WR,14,2,2,33,26,7
Derius Davis,LAC,WR,1,1,1,23,25,
Kylen Granson,IND,TE,9,,,,,
John Ross,PHI,WR,1,,,,,
Devin Thompkins,CAR,WR,1,,,,,
Kenny Yeboah,NYJ,TE,1,,,,,
A.J. Brown,PHI,WR,2,2,2,29,26,3
Luke McCaffrey,WAS,WR,5,1,,,28,
Brock Wright,DET,TE,4,,,,,
Jamaal Williams,NO,RB,4,,,,,
Brandin Cooks,DAL,WR,6,,,,,
Ryan Miller,TB,WR,4,2,1,23,32,3
Jalin Hyatt,NYG,WR,7,2,,,62,
David Njoku,CLV,TE,12,1,1,8,13,
Brock Bowers,LV,TE,11,5,2,36,72,10
Isaac Guerendo,SF,RB,6,,,,,
Craig Reynolds,DET,RB,1,,,,,
Johnny Mundt,MIN,TE,6,1,1,20,17,3
Durham Smythe,MIA,TE,4,,,,,
Xavier Legette,CAR,WR,13,6,4,76,127,12
J.J. Taylor,HST,RB,2,,,,,
Justin Jefferson,MIN,WR,29,13,9,270,231,99
Rashid Shaheed,NO,WR,11,6,3,172,210,36
Greg Dulcich,NYG,TE,7,,,,,
Tony Pollard,TEN,RB,9,1,1,30,22,8
Romeo Doubs,GB,WR,14,3,2,37,47,4
Ray Davis,BUF,RB,3,,,,,
JuJu Smith-Schuster,KC,WR,4,,,,,
Ladd McConkey,LAC,WR,8,4,2,31,52,3
Kendric Pryor,CIN,WR,1,,,,,
Chig Okonkwo,TEN,TE,15,1,,,20,
Gerald Everett,CHI,TE,1,,,,,
Lucas Krull,DEN,TE,3,,,,,
Tyler Johnson,LA,WR,2,1,1,13,11,2
Ko Kieft,TB,TE,1,,,,,
Isaiah Likely,BLT,TE,6,2,1,11,52,
Dalton Schultz,HST,TE,24,1,,,17,
George Kittle,SF,TE,13,4,3,86,71,31
Keenan Allen,CHI,WR,12,3,2,47,71,7
James Cook,BUF,RB,2,,,,,
Treylon Burks,TEN,WR,1,,,,,
Ja'Lynn Polk,NE,WR,6,,,,,
Jared Wiley,KC,TE,1,,,,,
Jordan Akins,CLV,TE,4,,,,,
Nick Vannett,TEN,TE,4,,,,,
Peyton Hendershot,KC,TE,1,,,,,
CeeDee Lamb,DAL,WR,4,3,,,94,
Noah Fant,SEA,TE,9,1,,,18,
