Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Jordan Akins,CLV,TE,17,2,1,5,15,
Ja'Lynn Polk,NE,WR,15,4,1,5,40,
Joshua Kelley,TEN,RB,1,,,,,
Treylon Burks,TEN,WR,3,2,1,13,23,1
James Cook,BUF,RB,7,,,,,
George Kittle,SF,TE,36,12,11,145,141,17
Keenan Allen,CHI,WR,21,4,3,48,54,8
Dalton Schultz,HST,TE,25,6,4,48,61,6
Anthony Gould,IND,WR,1,1,1,23,17,6
Isaiah Likely,BLT,TE,13,5,2,20,61,
