Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Chuba Hubbard,CAR,RB,18,1,1,4,4,
Jared Wayne,HST,WR,2,,,,,
AJ Barner,SEA,TE,18,13,12,88,-3,92
Cam Grandy,CIN,TE,4,2,2,16,4,12
Malachi Corley,NYJ,WR,4,,,,,
Elijah Moore,CLV,WR,39,7,7,37,19,18
Rachaad White,TB,RB,16,2,,,2,
Xavier Worthy,KC,WR,26,5,5,39,,39
Ty Johnson,BUF,RB,3,,,,,
Nick Muse,MIN,TE,1,,,,,
Van Jefferson,PIT,WR,25,2,1,2,1,
Kareem Hunt,KC,RB,9,,,,,
Brandon Powell,MIN,WR,6,,,,,
Derrick Henry,BLT,RB,4,,,,,
Robert Tonyan,MIN,TE,1,,,,,
Jacob Cowing,SF,WR,1,,,,,
Calvin Austin,PIT,WR,28,4,1,1,5,3
Ronnie Bell,SF,WR,4,,,,,
Bijan Robinson,ATL,RB,18,4,3,26,4,21
Jaleel McLaughlin,DEN,RB,3,,,,,
Geoff Swaim,CLV,TE,4,1,1,7,2,5
Jalen Virgil,BUF,WR,1,,,,,
Pat Freiermuth,PIT,TE,31,11,11,51,13,38
Cordarrelle Patterson,PIT,RB,4,,,,,
Isiah Pacheco,KC,RB,2,,,,,
Josiah Deguara,JAX,TE,1,,,,,
Braelon Allen,NYJ,RB,6,,,,,
Elijah Higgins,ARZ,TE,12,6,6,51,1,50
Dan Chisena,CAR,WR,2,1,,,2,
Adam Thielen,CAR,WR,14,3,3,14,2,12
Jonnu Smith,MIA,TE,19,7,5,43,-2,38
Harrison Bryant,LV,TE,8,6,6,62,5,57
Tylan Wallace,BLT,WR,3,1,1,8,,8
Mason Kinsey,TEN,WR,2,,,,,
Charlie Woerner,ATL,TE,11,7,5,29,11,22
Josh Palmer,LAC,WR,15,1,1,20,-1,12
Antonio Gibson,NE,RB,1,1,1,7,-1,8
Tutu Atwell,LA,WR,18,2,2,18,7,11
David Moore,CAR,WR,15,2,1,7,6,1
Justin Shorter,LV,TE,1,,,,,
Garrett Wilson,NYJ,WR,49,5,5,41,1,40
Amon-Ra St. Brown,DET,WR,27,6,6,20,12,13
Isaiah Williams,CIN,WR,1,,,,,
Jeff Wilson,MIA,RB,1,,,,,
Kenny McIntosh,SEA,RB,1,,,,,
Deuce Vaughn,DAL,RB,2,,,,,
Dyami Brown,WAS,WR,6,1,1,24,,24
Emanuel Wilson,GB,RB,4,,,,,
Quentin Johnston,LAC,WR,15,3,3,41,1,53
Johnny Wilson,PHI,WR,10,1,1,9,3,6
Chris Manhertz,NYG,TE,5,2,1,16,7,14
Blake Whiteheart,CLV,TE,7,2,2,12,7,5
Tony Pollard,TEN,RB,17,2,1,3,6,
Romeo Doubs,GB,WR,18,1,,,3,
Ray Davis,BUF,RB,7,,,,,
JuJu Smith-Schuster,KC,WR,12,,,,,
Ladd McConkey,LAC,WR,18,3,3,13,,13
Brandon Johnson,PIT,WR,2,,,,,
Alex Bachman,LV,WR,5,1,1,2,2,
Austin Trammell,JAX,WR,1,,,,,
Chig Okonkwo,TEN,TE,25,17,15,84,21,67
Gerald Everett,CHI,TE,8,2,2,11,-1,12
Lucas Krull,DEN,TE,8,5,4,16,8,12
Tyler Johnson,LA,WR,14,1,1,6,,6
Dalton Schultz,HST,TE,30,15,12,85,34,62
George Kittle,SF,TE,13,8,8,40,2,39
Keenan Allen,CHI,WR,16,3,3,11,7,4
Isaiah Likely,BLT,TE,9,6,6,24,-5,29
Ja'Lynn Polk,NE,WR,7,2,2,2,2,
Jared Wiley,KC,TE,1,,,,,
James Cook,BUF,RB,13,,,,,
Treylon Burks,TEN,WR,6,,,,,
Elijah Cooks,JAX,WR,1,,,,,
Peyton Hendershot,KC,TE,2,2,2,15,-1,16
Jordan Akins,CLV,TE,24,11,9,69,13,66
Nick Vannett,TEN,TE,13,7,7,43,,43
Noah Fant,SEA,TE,20,15,14,124,27,98
CeeDee Lamb,DAL,WR,36,3,3,10,6,4
Brenton Strange,JAX,TE,13,8,8,69,6,63
Rhamondre Stevenson,NE,RB,7,,,,,
Zack Moss,CIN,RB,6,,,,,
Tyreek Hill,MIA,WR,21,5,5,26,-6,32
Demarcus Robinson,LA,WR,40,2,2,3,6,
Travis Kelce,KC,TE,27,13,12,41,21,39
Cole Kmet,CHI,TE,20,14,12,86,20,71
Mason Tipton,NO,WR,10,3,3,21,8,13
Kylen Granson,IND,TE,8,3,3,15,8,7
Devin Thompkins,CAR,WR,2,,,,,
Terrace Marshall,LV,WR,4,,,,,
Mike Williams,PIT,WR,17,,,,,
Derius Davis,LAC,WR,2,2,2,19,,19
Jamaal Williams,NO,RB,3,,,,,
Ryan Miller,TB,WR,5,2,1,39,2,39
Kenny Yeboah,NYJ,TE,5,4,3,30,7,26
A.J. Brown,PHI,WR,18,1,,,4,
Luke McCaffrey,WAS,WR,6,3,3,14,-2,16
Brock Wright,DET,TE,11,5,5,24,3,21
Brandin Cooks,DAL,WR,22,,,,,
Isaac Guerendo,SF,RB,3,,,,,
Jalin Hyatt,NYG,WR,11,,,,,
David Njoku,CLV,TE,33,20,16,50,31,30
Brock Bowers,LV,TE,37,22,19,160,32,142
Xavier Legette,CAR,WR,22,2,2,1,1,
Johnny Mundt,MIN,TE,12,10,8,52,8,45
Durham Smythe,MIA,TE,5,2,2,11,10,1
Bryce Ford-Wheaton,NYG,WR,1,,,,,
Greg Dulcich,NYG,TE,6,3,1,9,4,7
Justin Jefferson,MIN,WR,28,4,4,24,2,22
Rashid Shaheed,NO,WR,11,3,3,17,8,9
Scott Miller,PIT,WR,6,1,1,9,,9
Jaylen Waddle,MIA,WR,16,,,,,
Tee Higgins,CIN,WR,30,,,,,
Josh Jacobs,GB,RB,10,,,,,
Cade Stover,HST,TE,6,4,4,37,3,34
Grant Calcaterra,PHI,TE,18,10,9,79,15,66
Dante Miller,NYG,RB,1,,,,,
Rashod Bateman,BLT,WR,11,1,,,7,
Rico Dowdle,DAL,RB,16,,,,,
Ricky Pearsall,SF,WR,7,1,1,7,4,3
Pharaoh Brown,SEA,TE,8,3,2,7,4,8
Chris Olave,NO,WR,9,1,1,3,-1,4
Jerome Ford,CLV,RB,22,3,3,28,8,20
George Pickens,PIT,WR,27,3,2,6,11,
Jeremy McNichols,WAS,RB,8,,,,,
Jermaine Burton,CIN,WR,1,,,,,
Julius Chestnut,TEN,RB,3,,,,,
Wan'Dale Robinson,NYG,WR,28,10,8,38,-4,45
Trey Benson,ARZ,RB,1,,,,,
Ben Skowronek,PIT,WR,3,1,1,4,4,
Dalvin Cook,DAL,RB,2,,,,,
Hayden Hurst,LAC,TE,3,3,2,12,7,7
Clyde Edwards-Helaire,NO,RB,1,,,,,
D'Onta Foreman,CLV,RB,6,2,2,17,9,8
Deebo Samuel,SF,WR,9,,,,,
Devin Duvernay,JAX,WR,8,1,1,6,3,3
Mike Gesicki,CIN,TE,25,11,11,56,23,33
Ryan Flournoy,DAL,WR,10,1,1,1,1,
Will Mallory,IND,TE,4,,,,,
Bo Melton,GB,WR,4,1,,,1,
Alec Pierce,IND,WR,17,,,,,
Drake London,ATL,WR,27,1,,,,
Jalen Tolbert,DAL,WR,37,7,5,40,13,28
Bub Means,NO,WR,5,,,,,
Olamide Zaccheaus,WAS,WR,8,2,2,17,2,15
Robert Woods,HST,WR,10,3,3,26,6,20
Khalil Shakir,BUF,WR,14,11,9,56,-18,69
Sterling Shepard,TB,WR,19,4,1,9,3,9
Christian McCaffrey,SF,RB,2,,,,,
Ross Dwelley,ATL,TE,2,1,1,5,1,4
D'Wayne Eskridge,MIA,WR,1,,,,,
Sam LaPorta,DET,TE,28,11,9,66,-1,70
Jaxon Smith-Njigba,SEA,WR,32,5,5,46,17,29
Jalen Moreno-Cropper,DAL,WR,1,,,,,
Adam Trautman,DEN,TE,11,6,5,37,12,27
D'Andre Swift,CHI,RB,7,,,,,
Ja'Marr Chase,CIN,WR,45,11,10,128,9,125
Tommy Tremble,CAR,TE,12,7,6,52,2,50
Jonathan Mingo,DAL,WR,26,3,3,18,-2,20
Cooper Kupp,LA,WR,23,8,8,34,10,24
Hunter Long,LA,TE,10,5,4,30,13,20
Kayshon Boutte,NE,WR,18,1,1,3,-3,6
Ben Sims,GB,TE,6,3,3,14,7,7
DeAndre Carter,CHI,WR,4,2,1,12,5,11
Chris Brooks,GB,RB,1,,,,,
Dallin Holker,NO,TE,3,1,1,10,-3,13
Christian Watson,GB,WR,18,,,,,
James Conner,ARZ,RB,11,,,,,
Sincere McCormick,LV,RB,2,,,,,
K.J. Osborn,WAS,WR,1,,,,,
Tyler Conklin,NYJ,TE,41,26,23,110,-3,122
Justice Hill,BLT,RB,5,,,,,
Samaje Perine,KC,RB,6,,,,,
Jordan Whittington,LA,WR,9,2,2,28,3,25
Josh Whyle,TEN,TE,12,10,8,34,-1,31
Travis Etienne,JAX,RB,11,,,,,
J.K. Dobbins,LAC,RB,4,,,10,,
Emari Demercado,ARZ,RB,3,,,,,
Cody Thompson,TB,WR,1,,,,,
Jake Ferguson,DAL,TE,33,25,19,89,1,92
Davante Adams,NYJ,WR,35,8,7,38,1,38
Dare Ogunbowale,HST,RB,5,1,1,13,3,10
Nico Collins,HST,WR,18,,,,,
Jerry Jeudy,CLV,WR,49,2,2,47,2,45
Ronnie Rivers,LA,RB,1,,,,,
Amari Cooper,BUF,WR,17,1,1,2,1,1
Darius Slayton,NYG,WR,25,2,,,-2,
Jake Bobo,SEA,WR,8,,,,,
Brevyn Spann-Ford,DAL,TE,10,5,4,27,3,25
Tyler Higbee,LA,TE,3,3,3,21,5,16
Connor Heyward,PIT,TE,7,2,2,11,8,3
Parris Campbell,PHI,WR,3,,,,,
Adonai Mitchell,IND,WR,7,,,,,
Nick Westbrook-Ikhine,TEN,WR,31,1,1,9,4,5
Marquez Valdes-Scantling,NO,WR,18,2,2,5,2,3
Miles Sanders,CAR,RB,7,,,,,
Charlie Jones,CIN,WR,1,,,,,
Will Dissly,LAC,TE,14,10,7,44,16,34
KhaDarel Hodge,ATL,WR,1,,,,,
Jamari Thrash,CLV,WR,7,,,,,
Saquon Barkley,PHI,RB,14,,,,,
Evan Engram,JAX,TE,17,10,7,30,1,31
Juwan Johnson,NO,TE,30,8,7,35,-4,39
David Montgomery,DET,RB,7,1,1,3,3,
Mack Hollins,BUF,WR,17,,,,,
Tyler Boyd,TEN,WR,21,3,1,30,7,26
Hassan Haskins,LAC,RB,2,,,,,
Andrew Ogletree,IND,TE,5,4,4,21,11,10
Jaylen Warren,PIT,RB,13,4,3,28,1,26
Kendrick Bourne,NE,WR,12,,,,,
Ashton Dulin,IND,WR,4,,,,,
Jauan Jennings,SF,WR,10,4,2,8,11,1
Ja'Tavion Sanders,CAR,TE,23,15,14,118,1,118
Tanner Conner,MIA,TE,1,,,,,
Quintin Morris,BUF,TE,4,1,1,2,3,
Marquise Brown,KC,WR,2,,,,,
Jalen Nailor,MIN,WR,16,2,2,10,1,9
John Metchie,HST,WR,8,3,3,18,14,4
Jamison Crowder,WAS,WR,2,,,,,
KaVontae Turpin,DAL,WR,10,,,,,
Jordan Mims,NO,RB,5,,,,,
Jalen Brooks,DAL,WR,17,,,,,
David Bell,CLV,WR,1,1,1,6,-1,7
Kevin Austin,NO,WR,10,1,1,5,3,2
Kenneth Gainwell,PHI,RB,4,,,,,
Isaiah Davis,NYJ,RB,3,,,,,
Colby Parkinson,LA,TE,23,10,10,86,21,65
Brenden Bates,CLV,TE,2,1,,,-2,
Rome Odunze,CHI,WR,18,2,2,6,2,4
Bucky Irving,TB,RB,11,2,2,13,-5,18
D.J. Moore,CHI,WR,26,3,3,6,-7,13
Tyjae Spears,TEN,RB,6,,,,,
Laviska Shenault,LAC,WR,1,1,1,2,-4,6
Josh Oliver,MIN,TE,10,6,6,70,16,54
Nick Chubb,CLV,RB,2,1,1,5,3,2
Michael Carter,ARZ,RB,4,,,,,
Devin Singletary,NYG,RB,4,,,,,
Isaiah Hodgins,NYG,WR,1,,,,,
Zamir White,LV,RB,1,,,,,
Ameer Abdullah,LV,RB,10,1,1,3,2,1
Devaughn Vele,DEN,WR,12,4,4,24,,24
Khalil Herbert,CIN,RB,6,,,,,
Trey Sermon,IND,RB,4,,,,,
Josh Downs,IND,WR,15,9,8,84,12,76
Foster Moreau,NO,TE,15,7,7,40,13,27
Tyler Allgeier,ATL,RB,4,,,,,
Ray-Ray McCloud,ATL,WR,24,2,2,6,6,
Eric Saubert,SF,TE,4,1,1,4,4,
Chris Collier,LV,RB,1,,,,,
Tucker Fisk,LAC,TE,3,2,2,7,-1,8
Brian Robinson,WAS,RB,4,,,,,
Alvin Kamara,NO,RB,16,3,2,12,-5,12
Taysom Hill,NO,TE,6,4,3,24,13,15
Gus Edwards,LAC,RB,3,,,,,
Malik Nabers,NYG,WR,27,2,2,9,4,5
Demario Douglas,NE,WR,8,4,4,11,6,8
Alexander Mattison,LV,RB,9,1,1,6,-1,7
Cade Otton,TB,TE,29,17,12,89,35,61
Breece Hall,NYJ,RB,20,2,2,7,2,5
Tyquan Thornton,NE,WR,3,,,,,
Tank Dell,HST,WR,20,2,2,9,-4,13
Xavier Weaver,ARZ,WR,3,,,,,
Rakim Jarrett,TB,WR,6,,,,,
Julian Hill,MIA,TE,9,4,4,34,12,22
Dameon Pierce,HST,RB,4,,,,,
Blake Corum,LA,RB,4,1,1,3,-6,9
Pierre Strong,CLV,RB,7,1,1,6,1,5
Kendre Miller,NO,RB,2,,,,,
Diontae Johnson,HST,WR,20,2,2,6,5,1
Erick All,CIN,TE,8,5,4,18,,16
Braxton Berrios,MIA,WR,2,,,,,
DK Metcalf,SEA,WR,28,2,2,3,-1,4
Mark Andrews,BLT,TE,9,4,4,26,2,24
Parker Washington,JAX,WR,15,,,,,
MyCole Pruitt,PIT,TE,8,4,2,2,-9,8
Allen Robinson,DET,WR,2,1,1,2,2,
Malik Heath,GB,WR,4,1,1,6,-1,7
Mecole Hardman,KC,WR,5,,,,,
Shane Zylstra,DET,TE,1,,,,,
Jack Stoll,MIA,TE,3,1,1,6,4,2
Luke Schoonmaker,DAL,TE,21,9,9,82,20,62
Nate Adkins,DEN,TE,7,5,5,29,4,27
Marquez Callaway,TB,WR,1,,,,,
Skyy Moore,KC,WR,2,,,,,
Chris Conley,SF,WR,4,,,,,
Travis Homer,CHI,RB,2,,,,,
Aaron Jones,MIN,RB,15,,,,,
Luke Farrell,JAX,TE,12,8,6,30,19,16
Luke Musgrave,GB,TE,4,3,3,11,6,5
Christian Kirk,JAX,WR,9,2,1,6,10,1
Puka Nacua,LA,WR,20,4,4,28,8,20
Joe Mixon,HST,RB,7,1,1,9,,9
James Proche,CLV,WR,1,,,,,
Jameson Williams,DET,WR,22,3,3,17,6,11
Eric Gray,NYG,RB,4,1,1,4,,4
Trenton Irwin,CIN,WR,2,,,,,
D'Ernest Johnson,JAX,RB,5,,,,,
Theo Johnson,NYG,TE,19,11,8,50,31,31
Jahan Dotson,PHI,WR,22,2,1,5,1,4
DeVonta Smith,PHI,WR,25,1,1,4,4,
Jalen McMillan,TB,WR,18,2,2,9,2,7
E.J. Jenkins,PHI,TE,2,1,1,7,4,3
Bryce Oliver,TEN,WR,1,,,,,
Mo Alie-Cox,IND,TE,9,5,3,16,13,9
Tyrone Tracy,NYG,RB,10,1,1,3,-1,4
Michael Mayer,LV,TE,12,5,3,10,9,6
Marvin Harrison,ARZ,WR,25,1,1,2,7,
Collin Johnson,CHI,WR,1,,,,,
Jaylen Wright,MIA,RB,2,,,,,
Ihmir Smith-Marsette,NYG,WR,1,,,,,
Rashee Rice,KC,WR,4,1,1,6,5,1
Austin Hooper,NE,TE,12,8,8,49,-4,53
Justin Watson,KC,WR,20,2,2,14,,14
Britain Covey,PHI,WR,5,4,4,20,2,18
Xavier Smith,LA,WR,2,,,,,
Kenneth Walker,SEA,RB,5,,,,,
De'Von Achane,MIA,RB,14,3,2,8,8,3
Mike Evans,TB,WR,23,,,,,
Jordan Addison,MIN,WR,21,,,,,
Tyler Lockett,SEA,WR,21,,,,,
Keon Coleman,BUF,WR,14,,,,,
Lil'Jordan Humphrey,DEN,WR,18,3,3,6,,6
Zach Pascal,ARZ,WR,2,,,,,
Xavier Gipson,NYJ,WR,12,1,1,1,2,
Cedrick Wilson,NO,WR,17,4,3,16,2,15
Tank Bigsby,JAX,RB,4,,,,,
Mike Woods,CLV,WR,14,1,1,3,3,
Joseph Fortson,KC,TE,1,1,1,5,3,2
John FitzPatrick,GB,TE,1,1,1,2,2,
Sean Tucker,TB,RB,2,,,,,
Michael Pittman,IND,WR,18,2,1,1,8,
Malik Washington,MIA,WR,8,,,,,
Tyler Goodson,IND,RB,3,,,,,
Jordan Mason,SF,RB,5,1,,,4,
Tre Tucker,LV,WR,35,,,,,
Grant DuBose,MIA,WR,1,,,,,
Tim Jones,JAX,WR,2,1,1,20,3,17
Jonathan Taylor,IND,RB,8,1,1,7,4,3
Troy Franklin,DEN,WR,5,1,1,7,-4,11
Javon Baker,NE,WR,1,,,,,
Charlie Kolar,BLT,TE,3,3,2,39,6,40
Darnell Washington,PIT,TE,19,9,9,82,8,74
Zach Ertz,WAS,TE,15,7,6,35,13,27
Davis Allen,LA,TE,12,6,3,11,6,6
Javonte Williams,DEN,RB,13,1,,,-1,
River Cracraft,MIA,WR,5,1,1,4,2,2
Cam Akers,MIN,RB,9,,,,,
JaMycal Hasty,NE,RB,1,,,,,
Greg Dortch,ARZ,WR,10,5,5,43,-3,46
Tip Reiman,ARZ,TE,12,5,4,23,3,24
Courtland Sutton,DEN,WR,29,1,1,3,2,1
Michael Wilson,ARZ,WR,23,1,,,5,
DJ Chark,LAC,WR,1,,,,,
Ian Thomas,CAR,TE,2,1,1,2,-3,5
Zay Flowers,BLT,WR,16,4,2,20,18,17
Jahmyr Gibbs,DET,RB,9,1,1,4,1,3
Odell Beckham,MIA,WR,4,2,2,4,-1,5
Cody White,SEA,WR,3,,,,,
D.J. Turner,LV,WR,13,2,1,,-3,1
Dalton Kincaid,BUF,TE,18,12,10,95,,92
Jakobi Meyers,LV,WR,34,3,3,39,8,31
Hunter Henry,NE,TE,16,7,7,36,1,35
Nelson Agholor,BLT,WR,10,,,,,
Josh Reynolds,JAX,WR,7,,,,,
Noah Gray,KC,TE,16,7,7,26,-2,28
Brian Thomas,JAX,WR,25,2,2,11,7,4
DeAndre Hopkins,KC,WR,16,1,1,4,,4
Gabe Davis,JAX,WR,17,2,1,11,4,7
Tim Patrick,DET,WR,17,1,1,3,-3,6
Dez Fitzpatrick,LAC,WR,1,,,,,
Ezekiel Elliott,DAL,RB,5,1,1,5,1,4
Stone Smartt,LAC,TE,3,1,1,3,-3,6
Eric Tomlinson,LAC,TE,4,2,2,9,-3,12
Xavier Hutchinson,HST,WR,11,1,,,-4,
Simi Fehoko,LAC,WR,5,,,,,
