teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,teamIsHomeTeam
6,Chicago,Bears,SEA,NFC,NFC West,Closed,Closed,Cover 1,16,21,21,1,-0.6705941395714285,,241,,,No,Yes,3,0.14285714285714285,-0.24751428571428574,Yes,,1,2,0.09523809523809523,0.09523809523809523,0.6666666666666666,,2.8380952380952382,2.6,11.476190476190476,39.6,No,No,True
5,Carolina,Panthers,ATL,NFC,NFC South,Open,Closed,Cover 1,16,17,17,2,-0.6796724129999999,,197,,1,No,No,3,0.17647058823529413,-0.13528529411764706,No,0.058823529411764705,1,2,0.11764705882352941,,0.9411764705882353,,2.3823529411764706,2,11.588235294117647,39.6,No,No,
24,New York,Giants,PHI,NFC,NFC East,Closed,Closed,Cover 1,15,18,18,3,-0.6514170931111111,-2.5,223,1,1,No,No,8,0.4444444444444444,0.057769444444444415,No,,1,4,0.2222222222222222,0.05555555555555555,0.7777777777777778,,2.816666666666667,2.5625,12.38888888888889,16.4,No,No,
2,Atlanta,Falcons,CAR,NFC,NFC South,Open,Closed,Cover 1,15,16,16,2,-0.6728908591875,-2.8125,179,1,1,No,No,5,0.3125,-0.09501874999999999,No,0.0625,1,5,0.3125,0.125,0.625,0.0625,2.9375,2.7600000000000002,11.1875,13.5,No,No,True
32,Washington,Commanders,DAL,NFC,NFC East,Open,Open,Goal Line,14,22,22,7,-0.6769819846818182,-2.0454545454545454,253,1,,Yes,No,7,0.3181818181818182,-0.07032272727272729,Yes,,1,2,0.09090909090909091,,0.6818181818181818,,2.8272727272727276,2.242857142857143,11.5,20.6,No,No,
1,Arizona,Cardinals,SF,NFC,NFC West,Closed,Closed,Cover 1,12,15,15,2,-0.6623018393333333,-3,184,1,,No,Yes,5,0.3333333333333333,-0.07231666666666664,No,,1,4,0.26666666666666666,,0.6666666666666666,,2.9266666666666667,2.78,12.266666666666667,11.8,No,No,True
4,Buffalo,Bills,NE,AFC,AFC East,Open,Closed,Cover 3,15,17,17,1,-0.7128290695882353,,159,,2,No,No,5,0.29411764705882354,-0.07750588235294116,No,,1,1,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.11764705882352941,2.7294117647058824,2.7600000000000002,9.352941176470589,39.6,No,No,
8,Cleveland,Browns,BLT,AFC,AFC North,Open,Closed,Cover 1,15,11,11,4,-0.6082762311818182,,159,,,No,No,4,0.36363636363636365,-0.00605000000000003,No,,1,2,0.18181818181818182,,0.7272727272727273,,2.7181818181818183,2.5,14.454545454545455,39.6,No,No,
26,Philadelphia,Eagles,NYG,NFC,NFC East,Closed,Closed,Cover 1,14,21,21,4,-0.7345100457142857,,182,,,No,No,6,0.2857142857142857,-0.07837142857142859,No,,1,3,0.14285714285714285,,0.5238095238095238,0.09523809523809523,2.6857142857142855,2.5500000000000003,8.666666666666666,39.6,No,No,True
7,Cincinnati,Bengals,PIT,AFC,AFC North,Open,Open,Cover 6,16,24,24,1,-0.7497679788333333,-1.875,165,1,,No,No,8,0.3333333333333333,-0.052622916666666665,No,0.041666666666666664,1,1,0.041666666666666664,0.041666666666666664,0.75,0.125,2.8125,2.4375,6.875,22.2,No,No,
9,Dallas,Cowboys,WAS,NFC,NFC East,Open,Open,Goal Line,14,15,15,,-0.6826137352666667,-6,159,2,1,Yes,No,4,0.26666666666666666,-0.15163333333333331,Yes,0.06666666666666667,1,1,0.06666666666666667,0.13333333333333333,0.9333333333333333,,3,2.375,10.6,,No,No,True
19,Las Vegas,Raiders,LAC,AFC,AFC West,Open,Closed,Cover 3,13,14,14,,-0.7312420618571428,,112,,,No,No,4,0.2857142857142857,-0.053728571428571445,No,0.14285714285714285,1,1,0.07142857142857142,,0.6428571428571429,0.07142857142857142,2.542857142857143,2.925,8,39.6,No,No,True
13,Houston,Texans,TEN,AFC,AFC South,Open,Closed,Cover 1,17,32,32,,-0.63338997546875,-1.40625,478,1,,No,No,11,0.34375,-0.04188281250000003,Yes,,1,8,0.25,,0.6875,0.125,2.810625,2.3272727272727276,14.9375,26.6,No,No,
21,Minnesota,Vikings,DET,NFC,NFC North,Closed,Closed,Cover 1,15,23,23,4,-0.6301681022608695,,312,,2,No,Yes,10,0.43478260869565216,-0.030767391304347868,Yes,,1,4,0.17391304347826086,,0.6521739130434783,0.043478260869565216,3.273913043478261,3.1900000000000004,13.565217391304348,39.6,No,No,
11,Detroit,Lions,MIN,NFC,NFC North,Closed,Closed,Cover 1,16,23,23,3,-0.6737262007826087,,254,,,No,Yes,7,0.30434782608695654,-0.13570217391304348,Yes,,1,4,0.17391304347826086,,0.5652173913043478,,3.1260869565217395,3.0428571428571423,11.043478260869565,39.6,No,No,True
23,New Orleans,Saints,TB,NFC,NFC South,Open,Closed,Cover 1,16,21,21,2,-0.6528346823333333,-6.428571428571429,258,3,,No,No,7,0.3333333333333333,-0.12603809523809528,No,,1,5,0.23809523809523808,0.14285714285714285,0.5714285714285714,,3.238095238095238,2.6714285714285713,12.285714285714286,,No,No,
18,Los Angeles,Chargers,LV,AFC,AFC West,Open,Closed,Cover 3,16,21,21,4,-0.7076233803809524,-4.285714285714286,191,2,,No,No,7,0.3333333333333333,-0.03978809523809526,No,0.047619047619047616,1,2,0.09523809523809523,0.09523809523809523,0.8095238095238095,0.047619047619047616,2.738095238095238,2.585714285714286,9.095238095238095,,No,No,
15,Jacksonville,Jaguars,IND,AFC,AFC South,Open,Open,Cover 2 Man,16,27,27,3,-0.6639921112962962,,314,,,No,No,6,0.2222222222222222,-0.1711611111111111,No,,1,5,0.18518518518518517,,0.7407407407407407,0.037037037037037035,2.855555555555555,2.15,11.62962962962963,39.6,No,No,
12,Green Bay,Packers,MIN,NFC,NFC North,Open,Closed,Cover 1,15,17,17,,-0.7190158541764706,-5.294117647058823,153,2,1,No,No,7,0.4117647058823529,0.02694999999999999,No,,1,3,0.17647058823529413,0.11764705882352941,0.7058823529411765,,2.8058823529411767,2.2285714285714286,9,,No,No,
3,Baltimore,Ravens,CLV,AFC,AFC North,Open,Closed,Cover 1,15,24,24,3,-0.7308405829166666,-1.875,193,1,1,No,No,2,0.08333333333333333,-0.21924791666666668,No,0.041666666666666664,1,,,0.125,0.7916666666666666,0.125,2.3291666666666666,2.4000000000000004,8.041666666666666,22.2,No,No,True
20,Miami,Dolphins,NYJ,AFC,AFC East,Closed,Closed,Cover 1,15,17,17,3,-0.756988148125,,107,,,No,No,3,0.17647058823529413,-0.19616764705882356,Yes,0.058823529411764705,1,,,,0.7058823529411765,0.058823529411764705,2.735294117647059,2.5,6.882352941176471,39.6,No,No,
25,New York,Jets,MIA,AFC,AFC East,Closed,Closed,Cover 1,16,25,25,9,-0.7057197518799999,,247,,1,No,No,10,0.4,0.003089999999999975,Yes,,1,2,0.08,,0.64,0.04,2.8760000000000003,2.77,9.88,39.6,No,No,True
