teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingTowThrowPercentage,opponentStatsPassingInterceptionsTotal
1,Arizona,Cardinals,True,SF,NFC,NFC West,Open,Closed,Cover 3,17,55,55,1,3,49,0.8909090909090909,0.9454545454545454,0.1797489824727272,4,0.05454545454545454,526,9.563636363636364,0.4296577946768061,10.290909090909091,343,2,No,No,12,0.21818181818181817,-0.1245318181818182,No,0.03636363636363636,2,0.03636363636363636,0.05454545454545454,0.6181818181818182,0.09090909090909091,2.561818181818182,2.533333333333333,6.236363636363636,118.6,Yes,Yes,32,,,
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Closed,Cover 3,17,58,58,1,7,48,0.8275862068965517,0.8793103448275862,0.1444483395517241,17,0.05172413793103448,543,9.362068965517242,0.4014732965009208,11.775862068965518,461,7,No,No,10,0.1724137931034483,-0.18134741379310343,No,0.05172413793103448,6,0.10344827586206896,0.05172413793103448,0.6896551724137931,0.13793103448275862,2.6258620689655174,2.75,7.948275862068965,145.3,Yes,Yes,30,1,0.017241379310344827,
6,Chicago,Bears,,GB,NFC,NFC North,Closed,Closed,Cover 3,15,42,42,1,3,34,0.8095238095238095,0.9523809523809523,0.2133337165238095,20,0.14285714285714285,412,9.80952380952381,0.32038834951456313,11.714285714285714,341,4,Yes,No,10,0.23809523809523808,-0.14282976190476193,No,0.023809523809523808,4,0.09523809523809523,0.047619047619047616,0.6904761904761905,0.11904761904761904,2.7833333333333337,2.84,8.119047619047619,139.3,No,Yes,16,1,,
10,Denver,Broncos,True,KC,AFC,AFC West,Closed,Closed,Cover 1,16,44,44,1,2,37,0.8409090909090909,0.9318181818181818,0.19728106761363629,20,0.09090909090909091,474,10.772727272727273,0.3881856540084388,12.590909090909092,339,4,No,No,6,0.13636363636363635,-0.1803965909090909,Yes,,5,0.11363636363636363,,0.7727272727272727,0.09090909090909091,2.411363636363636,2.9166666666666665,7.704545454545454,141.9,No,Yes,21,1,,
24,New York,Giants,,PHI,NFC,NFC East,Closed,Closed,Cover 1,17,51,51,1,2,47,0.9215686274509803,0.9607843137254902,0.2017620081764706,4,0.0392156862745098,548,10.745098039215685,0.4562043795620438,11.137254901960784,354,1,No,Yes,11,0.21568627450980393,-0.09573137254901962,No,0.058823529411764705,6,0.11764705882352941,0.058823529411764705,0.7450980392156863,0.0784313725490196,2.380392156862745,2.3181818181818183,6.9411764705882355,118,No,Yes,31,,0.0196078431372549,
14,Indianapolis,Colts,True,JAX,AFC,AFC South,Open,Closed,Cover 1,16,42,42,1,2,37,0.8809523809523809,0.9285714285714286,0.172785941,22,0.047619047619047616,353,8.404761904761905,0.45892351274787535,8.285714285714286,278,2,No,Yes,8,0.19047619047619047,-0.13171666666666665,No,0.047619047619047616,4,0.09523809523809523,0.07142857142857142,0.7142857142857143,0.07142857142857142,2.4428571428571426,2.675,6.619047619047619,107.6,Yes,Yes,18,1,,1
28,Seattle,Seahawks,,LA,NFC,NFC West,Closed,Closed,Cover 3,16,40,40,1,3,34,0.85,0.925,0.186926862275,29,0.075,406,10.15,0.4458128078817734,11.65,295,3,No,No,11,0.275,-0.022981249999999998,Yes,0.05,3,0.075,0.05,0.875,,2.3024999999999998,2.0454545454545454,7.375,134,Yes,Yes,20,,,
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Closed,Closed,Cover 3,17,29,29,1,3,23,0.7931034482758621,0.896551724137931,0.18733378410344836,45,0.10344827586206896,249,8.586206896551724,0.3413654618473896,9.96551724137931,269,2,No,No,5,0.1724137931034483,-0.16498965517241382,Yes,,4,0.13793103448275862,0.034482758620689655,0.7931034482758621,0.06896551724137931,2.531034482758621,2.5599999999999996,9.275862068965518,125.4,Yes,Yes,14,,,
22,New England,Patriots,True,BUF,AFC,AFC East,Open,Closed,Cover 1,17,42,42,1,3,32,0.7619047619047619,0.9523809523809523,0.20628337023809518,69,0.19047619047619047,314,7.476190476190476,0.32802547770700635,7.833333333333333,323,3,Yes,Yes,8,0.19047619047619047,-0.14075238095238096,No,,3,0.07142857142857142,0.047619047619047616,0.6428571428571429,0.023809523809523808,2.4952380952380953,2.3375,7.690476190476191,110.6,No,Yes,16,,,1
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Closed,Closed,Cover 3,17,47,47,1,2,36,0.7659574468085106,0.851063829787234,0.11767361674468091,51,0.0851063829787234,338,7.191489361702128,0.363905325443787,8.042553191489361,369,2,No,Yes,12,0.2553191489361702,-0.06718829787234042,Yes,0.02127659574468085,3,0.06382978723404255,0.02127659574468085,0.7446808510638298,0.0851063829787234,2.44468085106383,2.125,7.851063829787234,110.1,No,Yes,15,,,
20,Miami,Dolphins,,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,37,37,1,,32,0.8648648648648649,0.918918918918919,0.17158814332432437,42,0.05405405405405406,374,10.108108108108109,0.48663101604278075,10.108108108108109,265,,Yes,No,7,0.1891891891891892,-0.16943513513513514,Yes,0.02702702702702703,4,0.10810810810810811,0.08108108108108109,0.6486486486486487,0.10810810810810811,2.654054054054054,2.1142857142857143,7.162162162162162,108.8,No,Yes,16,1,,
31,Tennessee,Titans,True,HST,AFC,AFC South,Open,Open,Cover 2,16,49,49,1,6,39,0.7959183673469388,0.9183673469387755,0.15812147175510205,42,0.12244897959183673,341,6.959183673469388,0.501466275659824,9.408163265306122,315,6,No,No,7,0.14285714285714285,-0.15715714285714286,No,0.08163265306122448,5,0.10204081632653061,,0.7551020408163265,0.10204081632653061,2.3142857142857145,2.6571428571428575,6.428571428571429,135.2,No,Yes,19,,,
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Open,Open,Cover 0,17,56,56,1,3,43,0.7678571428571429,0.8571428571428571,0.15452736101785702,40,0.08928571428571429,483,8.625,0.2670807453416149,8.535714285714286,524,2,No,No,13,0.23214285714285715,-0.13871964285714286,Yes,0.017857142857142856,6,0.10714285714285714,0.07142857142857142,0.6607142857142857,0.03571428571428571,2.725,2.5153846153846158,9.357142857142858,106.5,No,Yes,25,,,1
12,Green Bay,Packers,True,CHI,NFC,NFC North,Closed,Closed,Cover 3,16,48,48,1,3,33,0.6875,0.8333333333333334,0.07432555647916672,41,0.14583333333333334,359,7.479166666666667,0.4178272980501393,6.854166666666667,343,3,Yes,No,6,0.125,-0.19914374999999998,No,0.041666666666666664,5,0.10416666666666667,0.020833333333333332,0.6875,0.16666666666666666,2.4541666666666666,2.8000000000000003,7.145833333333333,94,No,Yes,17,,,2
25,New York,Jets,True,MIA,AFC,AFC East,Closed,Closed,Cover 3,16,40,40,1,4,32,0.8,0.875,0.156348824775,25,0.075,333,8.325,0.3153153153153153,9.325,349,2,Yes,No,11,0.275,-0.08421875000000001,Yes,0.05,5,0.125,0.1,0.8,0.025,2.6574999999999998,2.7545454545454544,8.725,118,No,Yes,17,2,,
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Open,Cover 2,16,58,58,1,4,44,0.7586206896551724,0.8448275862068966,0.10625347136206897,17,0.08620689655172414,511,8.810344827586206,0.42661448140900193,9.155172413793103,438,1,No,No,11,0.1896551724137931,-0.15191206896551723,No,0.034482758620689655,8,0.13793103448275862,0.017241379310344827,0.7413793103448276,0.034482758620689655,2.555172413793103,2.4454545454545453,7.551724137931035,107.8,No,Yes,22,,,
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Open,Closed,Cover 1,17,40,40,1,3,31,0.775,0.825,0.13133586634999994,24,0.05,364,9.1,0.31043956043956045,10.1,403,2,No,Yes,12,0.3,-0.13166874999999995,No,0.025,8,0.2,0.075,0.6,0.2,3.0774999999999997,2.6416666666666666,10.075,121.3,Yes,Yes,20,2,,
13,Houston,Texans,,TEN,AFC,AFC South,Open,Open,Cover 2,17,52,52,1,7,40,0.7692307692307693,0.8461538461538461,0.151818347673077,63,0.07692307692307693,449,8.634615384615385,0.2962138084632517,10.173076923076923,540,4,No,No,14,0.2692307692307692,-0.07807884615384612,No,0.019230769230769232,6,0.11538461538461539,0.09615384615384616,0.7307692307692307,0.07692307692307693,2.588461538461538,2.492857142857143,10.384615384615385,127.8,No,Yes,22,,,
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Open,Cover 6,17,70,70,1,4,57,0.8142857142857143,0.9142857142857143,0.1751522396285714,54,0.1,685,9.785714285714286,0.4131386861313869,10.357142857142858,523,2,No,No,6,0.08571428571428572,-0.23605964285714284,Yes,0.014285714285714285,8,0.11428571428571428,0.04285714285714286,0.7,0.08571428571428572,2.4404285714285714,2.4833333333333334,7.4714285714285715,117,Yes,Yes,39,1,,
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 3,17,39,39,1,3,33,0.8461538461538461,0.8717948717948718,0.18273392487179485,4,0.02564102564102564,412,10.564102564102564,0.27184466019417475,9.794871794871796,412,3,No,Yes,10,0.2564102564102564,-0.10394743589743591,Yes,0.05128205128205128,6,0.15384615384615385,0.10256410256410256,0.6923076923076923,0.05128205128205128,2.6641025641025644,2.7199999999999998,10.564102564102564,115,No,Yes,21,,0.02564102564102564,2
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Open,Cover 6,17,74,74,1,2,59,0.7972972972972973,0.9324324324324325,0.21949589671621628,74,0.13513513513513514,749,10.121621621621621,0.32309746328437916,10.391891891891891,674,1,No,No,18,0.24324324324324326,-0.09719864864864868,Yes,0.013513513513513514,7,0.0945945945945946,0.04054054054054054,0.7702702702702703,0.08108108108108109,2.5486486486486486,2.6333333333333333,9.108108108108109,113.3,Yes,Yes,35,,,
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Open,Open,Cover 4,17,44,44,1,5,36,0.8181818181818182,0.8863636363636364,0.21534446079545455,29,0.06818181818181818,546,12.409090909090908,0.4175824175824176,12.75,501,3,No,No,12,0.2727272727272727,-0.08206136363636363,Yes,,9,0.20454545454545456,0.06818181818181818,0.7954545454545454,0.045454545454545456,2.631818181818182,2.3249999999999997,11.386363636363637,131.6,No,Yes,26,1,,1
