teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingInterceptionsTotal,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingHeroThrowPercentage
20,Miami,Dolphins,,NE,AFC,AFC East,Open,Closed,Cover 3,17,165,165,0.8666666666666667,9,124,0.7515151515151515,0.8333333333333334,0.020345389271604897,3,,52,0.06666666666666667,1072,6.496969696969697,0.6809701492537313,5.9818181818181815,613,7,3,Yes,No,33,0.2,-0.1155318181818182,Yes,0.05454545454545454,0.09090909090909091,0.03636363636363636,0.696969696969697,0.11515151515151516,0.6606060606060606,2.4042424242424243,2.56969696969697,3.7839506172839505,93.3,No,Yes,53,5,,,0.006060606060606061
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Closed,Closed,Cover 1,17,228,228,0.7675438596491229,12,157,0.6885964912280702,0.8,-0.0046665195857142905,8,6,57,0.04824561403508772,1257,5.5131578947368425,0.6252983293556086,5.052631578947368,827,6,7,No,No,61,0.2675438596491228,-0.040976535087719326,No,0.06140350877192982,0.15350877192982457,0.021929824561403508,0.7280701754385965,0.10526315789473684,0.5921052631578947,2.36359649122807,2.3950819672131147,3.8130841121495327,82.1,Yes,Yes,71,5,,,0.0043859649122807015
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Closed,Closed,Cover 3,17,156,156,0.7115384615384616,4,99,0.6346153846153846,0.7430555555555556,-0.07255053677083334,8,3,7,0.05128205128205128,848,5.435897435897436,0.7028301886792453,4.698717948717949,509,1,2,Yes,No,36,0.23076923076923078,-0.0695451923076923,No,0.0641025641025641,0.1987179487179487,0.03205128205128205,0.7371794871794872,0.05128205128205128,0.5641025641025641,2.3160256410256412,2.25,3.510344827586207,71.7,No,Yes,40,3,1,0.00641025641025641,
14,Indianapolis,Colts,,HST,AFC,AFC South,Open,Closed,Cover 3,17,172,172,0.7906976744186046,13,117,0.6802325581395349,0.8,-0.013566360099999897,9,1,38,0.06395348837209303,985,5.726744186046512,0.5959390862944163,5.901162790697675,623,6,4,No,No,39,0.22674418604651161,-0.11032034883720929,Yes,0.06395348837209303,0.12790697674418605,0.023255813953488372,0.6162790697674418,0.11627906976744186,0.5872093023255814,2.5290697674418605,2.8205128205128207,3.8703703703703702,89.4,No,Yes,54,2,,,0.005813953488372093
10,Denver,Broncos,True,LAC,AFC,AFC West,Closed,Closed,Cover 3,17,178,178,0.7640449438202247,9,119,0.6685393258426966,0.7604790419161677,-0.05097695902994015,3,6,-1,0.0449438202247191,862,4.842696629213483,0.5522041763341067,5.151685393258427,655,5,11,Yes,No,57,0.3202247191011236,-0.004266292134831457,No,0.07865168539325842,0.17415730337078653,0.028089887640449437,0.7359550561797753,0.09550561797752809,0.5842696629213483,2.4561797752808987,2.3403508771929826,3.9235294117647057,85,No,Yes,43,1,1,0.0056179775280898875,
31,Tennessee,Titans,,JAX,AFC,AFC South,Closed,Closed,Cover 1,17,156,156,0.7756410256410257,10,109,0.6987179487179487,0.8057553956834532,0.004318982237410118,10,4,20,0.019230769230769232,933,5.980769230769231,0.5005359056806002,6.173076923076923,662,6,7,No,No,43,0.27564102564102566,-0.07089455128205129,No,0.03205128205128205,0.12179487179487179,0.019230769230769232,0.6538461538461539,0.11538461538461539,0.6346153846153846,2.583974358974359,2.5697674418604652,4.676056338028169,92.7,Yes,Yes,50,2,1,0.00641025641025641,0.01282051282051282
22,New England,Patriots,True,MIA,AFC,AFC East,Open,Closed,Cover 3,17,169,169,0.8106508875739645,8,129,0.7633136094674556,0.8260869565217391,0.021257141155279546,7,,11,0.023668639053254437,1054,6.236686390532545,0.6366223908918406,6.414201183431953,646,6,5,Yes,No,44,0.2603550295857988,-0.07781923076923075,Yes,0.029585798816568046,0.14201183431952663,0.023668639053254437,0.6923076923076923,0.07100591715976332,0.591715976331361,2.535502958579882,2.584090909090909,4.092592592592593,98.6,No,Yes,49,2,,,0.005917159763313609
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Open,Open,Bracket,17,156,156,0.8012820512820513,10,114,0.7307692307692307,0.815068493150685,0.00549454447260278,7,3,28,0.03205128205128205,1016,6.512820512820513,0.6820866141732284,6.993589743589744,565,6,10,No,No,48,0.3076923076923077,-0.03829038461538463,No,0.038461538461538464,0.12179487179487179,0.02564102564102564,0.6538461538461539,0.08974358974358974,0.6410256410256411,2.580769230769231,2.5375,3.8698630136986303,100.3,Yes,Yes,53,1,,,0.01282051282051282
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Closed,Open,Cover 4,17,184,184,0.8097826086956522,9,139,0.7554347826086957,0.8275862068965517,0.03379330793678148,5,2,13,0.02717391304347826,1193,6.483695652173913,0.5699916177703269,6.619565217391305,756,8,8,No,No,51,0.27717391304347827,-0.05768858695652174,No,0.02717391304347826,0.11413043478260869,0.021739130434782608,0.7065217391304348,0.125,0.6413043478260869,2.516304347826087,2.5843137254901962,4.27683615819209,99.8,No,Yes,66,3,,,0.005434782608695652
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 4,17,179,179,0.7932960893854749,8,121,0.6759776536312849,0.7705882352941177,-0.03976015435294111,7,1,22,0.055865921787709494,967,5.402234636871508,0.6856256463288521,6.044692737430168,600,8,5,No,No,51,0.2849162011173184,-0.015332122905027936,No,0.061452513966480445,0.1452513966480447,0.01675977653631285,0.664804469273743,0.11731843575418995,0.5586592178770949,2.315642458100559,2.3607843137254902,3.508771929824561,93.5,Yes,Yes,56,1,1,0.00558659217877095,0.0111731843575419
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Open,Cover 6,17,150,150,0.8,8,96,0.64,0.75177304964539,-0.05190872685106385,5,1,12,0.06666666666666667,831,5.54,0.6486161251504212,5.206666666666667,560,2,3,No,Yes,34,0.22666666666666666,-0.11515833333333333,No,0.07333333333333333,0.12666666666666668,0.013333333333333334,0.7066666666666667,0.11333333333333333,0.5933333333333334,2.5566666666666666,2.514705882352941,3.888888888888889,77.4,No,Yes,46,2,,,
7,Cincinnati,Bengals,True,CLV,AFC,AFC North,Closed,Closed,Cover 1,17,174,174,0.8275862068965517,7,124,0.7126436781609196,0.8203592814371258,0.003485972604790444,4,,69,0.07471264367816093,1283,7.373563218390805,0.7965705378020265,7.747126436781609,571,10,5,No,No,37,0.21264367816091953,-0.10959166666666667,Yes,0.06896551724137931,0.1206896551724138,0.011494252873563218,0.7413793103448276,0.13218390804597702,0.6091954022988506,2.443103448275862,2.5513513513513515,3.411764705882353,104.2,Yes,Yes,64,3,,,
8,Cleveland,Browns,,CIN,AFC,AFC North,Closed,Closed,Cover 1,17,138,138,0.7898550724637681,5,96,0.6956521739130435,0.7727272727272727,-0.04489368700757579,3,3,25,0.043478260869565216,691,5.007246376811594,0.7091172214182344,4.572463768115942,428,6,4,No,No,38,0.2753623188405797,-0.05306268115942031,Yes,0.043478260869565216,0.16666666666666666,0.021739130434782608,0.6594202898550725,0.15217391304347827,0.5507246376811594,2.478985507246377,2.5526315789473686,3.242424242424242,83.3,Yes,Yes,37,4,,,0.014492753623188406
2,Atlanta,Falcons,True,NO,NFC,NFC South,Open,Open,Cover 4,17,160,160,0.81875,5,114,0.7125,0.8266666666666667,0.024026533473333278,6,3,37,0.0625,1006,6.2875,0.6073558648111332,5.6625,640,4,4,No,No,37,0.23125,-0.10036874999999998,No,0.01875,0.10625,0.03125,0.7,0.1125,0.5625,2.4975,2.5432432432432432,4.23841059602649,85.6,No,No,56,4,,,0.00625
32,Washington,Commanders,,PHI,NFC,NFC East,Open,Open,Cover 6,17,168,168,0.7976190476190477,7,117,0.6964285714285714,0.8376623376623377,0.02810470338311688,11,2,45,0.07142857142857142,1214,7.226190476190476,0.7248764415156508,7.940476190476191,589,6,8,No,Yes,47,0.27976190476190477,-0.045203273809523804,No,0.07142857142857142,0.10714285714285714,0.017857142857142856,0.6547619047619048,0.1130952380952381,0.6309523809523809,2.4589285714285714,2.5829787234042554,3.8,102.1,No,Yes,69,,1,0.005952380952380952,
5,Carolina,Panthers,,TB,NFC,NFC South,Open,Open,Bracket,17,175,175,0.8114285714285714,7,122,0.6971428571428572,0.8322981366459627,0.02720848570807466,9,3,61,0.06857142857142857,983,5.617142857142857,0.6256358087487284,4.56,665,2,4,No,No,40,0.22857142857142856,-0.12831857142857145,No,0.05142857142857143,0.09142857142857143,0.017142857142857144,0.6057142857142858,0.13714285714285715,0.6342857142857142,2.644,2.7975000000000003,4.079754601226994,75.5,Yes,Yes,57,5,,,0.017142857142857144
6,Chicago,Bears,True,DET,NFC,NFC North,Closed,Closed,Cover 3,17,157,157,0.7707006369426752,11,106,0.6751592356687898,0.8309859154929577,0.026308612781690055,8,6,32,0.07643312101910828,799,5.089171974522293,0.5481852315394243,5.375796178343949,597,9,1,Yes,No,31,0.19745222929936307,-0.141190127388535,No,0.025477707006369428,0.12738853503184713,0.050955414012738856,0.643312101910828,0.12101910828025478,0.5668789808917197,2.538216560509554,2.7129032258064516,4.174825174825175,90.7,No,Yes,49,3,2,0.012738853503184714,0.012738853503184714
1,Arizona,Cardinals,,LA,NFC,NFC West,Closed,Open,Cover 4,17,181,181,0.7845303867403315,15,127,0.7016574585635359,0.8292682926829268,0.026317432682926745,10,6,31,0.049723756906077346,1056,5.834254143646409,0.6174242424242424,6.05524861878453,704,11,2,No,No,41,0.2265193370165746,-0.0952378453038674,No,0.04419889502762431,0.11602209944751381,0.016574585635359115,0.6850828729281768,0.08287292817679558,0.6077348066298343,2.440331491712707,2.502439024390244,4.296969696969697,95.9,No,Yes,66,4,1,0.0055248618784530384,0.0055248618784530384
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,139,139,0.7841726618705036,8,99,0.7122302158273381,0.8455284552845529,0.030272032837398433,7,7,13,0.03597122302158273,791,5.690647482014389,0.6662452591656132,5.762589928057554,425,5,3,Yes,No,24,0.17266187050359713,-0.13655359712230217,No,0.02158273381294964,0.10071942446043165,0.007194244604316547,0.6834532374100719,0.09352517985611511,0.6402877697841727,2.3676258992805757,2.5416666666666665,3.3412698412698414,91.1,No,Yes,45,2,,,
24,New York,Giants,True,DAL,NFC,NFC East,Closed,Closed,Cover 1,17,146,146,0.8493150684931506,3,109,0.7465753424657534,0.8686131386861314,0.04594217788321164,2,6,46,0.0684931506849315,749,5.13013698630137,0.6795727636849133,5.335616438356165,433,6,2,Yes,No,34,0.2328767123287671,-0.07719726027397261,No,0.03424657534246575,0.0821917808219178,0.00684931506849315,0.7397260273972602,0.1095890410958904,0.636986301369863,2.372602739726027,2.432352941176471,3.13768115942029,93.7,No,Yes,43,2,,,
27,Pittsburgh,Steelers,True,BLT,AFC,AFC North,Closed,Open,Cover 2,17,189,189,0.7671957671957672,7,127,0.671957671957672,0.8273809523809523,0.00801671636904755,7,9,83,0.06349206349206349,1021,5.402116402116402,0.6415279138099902,5.560846560846561,591,6,4,No,Yes,51,0.2698412698412698,-0.051621428571428575,No,0.08465608465608465,0.1164021164021164,0.021164021164021163,0.6507936507936508,0.1164021164021164,0.6507936507936508,2.4386243386243387,2.3176470588235296,3.46242774566474,86.8,No,No,53,2,1,0.005291005291005291,
16,Kansas City,Chiefs,,LV,AFC,AFC West,Open,Open,Prevent,17,183,183,0.825136612021858,9,133,0.726775956284153,0.8011363636363636,-0.03082904052840907,7,,34,0.04371584699453552,1078,5.890710382513661,0.7940630797773655,5.699453551912568,482,5,3,No,No,45,0.2459016393442623,-0.0712549180327869,No,0.06557377049180328,0.12568306010928962,0.03825136612021858,0.7158469945355191,0.09289617486338798,0.6284153005464481,2.4136612021857924,2.5733333333333333,2.7386363636363638,89.5,No,No,54,3,,,0.00546448087431694
