teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingTouchdownsTotal
1,Arizona,Cardinals,True,SF,NFC,NFC West,Open,Open,Cover 4,9,7,7,1,6,0.8571428571428571,1,0.060498077714285725,36,5.142857142857143,1.6111111111111112,5.142857142857143,-26,Yes,No,-0.09301428571428572,No,0.5714285714285714,1,0.7142857142857143,1.1142857142857143,-3.7142857142857144,88.1,No,Yes,1,-4,0.14285714285714285,,,,,
24,New York,Giants,,PHI,NFC,NFC East,Open,Open,Cover 6,10,5,5,1,5,1,1,0.07002666200000007,1,0.2,12,0.2,-11,Yes,No,-0.11125,No,0.6,1,1,1.22,-2.2,79.2,No,Yes,,,,,,,,
5,Carolina,Panthers,,PHI,NFC,NFC East,Closed,Closed,Cover 1,7,6,6,1,6,1,1,0.0644225026666666,37,6.166666666666667,1.3513513513513513,6.166666666666667,-13,Yes,No,-0.09055,Yes,0.8333333333333334,1,0.5,1.0999999999999999,-2.1666666666666665,92.4,No,Yes,3,,,,,,,
10,Denver,Broncos,,CIN,AFC,AFC North,Closed,Open,Cover 6,10,7,7,1,7,1,1,0.06348177542857136,18,2.5714285714285716,2.1666666666666665,2.5714285714285716,-21,Yes,No,-0.1053357142857143,No,0.5714285714285714,1,0.8571428571428571,1.1857142857142857,-3,79.2,No,Yes,1,,,,,,,
6,Chicago,Bears,True,SEA,NFC,NFC West,Open,Closed,Cover 3,10,6,6,1,6,1,1,0.06244155200000001,33,5.5,1.4242424242424243,5.5,-14,Yes,No,-0.104925,Yes,0.8333333333333334,1,0.8333333333333334,1.1833333333333333,-2.3333333333333335,89.6,No,Yes,1,,,,,,,
14,Indianapolis,Colts,,DEN,AFC,AFC West,Open,Open,Cover 0,7,8,8,1,7,0.875,1,0.0658777465,29,3.625,1.4827586206896552,3.625,-16,Yes,No,-0.0776125,Yes,1,1,0.625,1.025,-2,81.8,No,Yes,2,-2,0.125,,,,,
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Closed,Cover 1,11,12,12,0.9166666666666666,11,0.9166666666666666,0.9166666666666666,-0.020030532000000045,40,3.3333333333333335,1.65,3.3333333333333335,-30,Yes,No,-0.05609166666666667,No,0.8333333333333334,1,0.5,1.3833333333333335,-2.5,80.6,No,Yes,,,,0.08333333333333333,1,0.08333333333333333,2.1,
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Closed,Cover 1,12,5,5,1,5,1,1,0.05961065120000009,31,6.2,1.4838709677419355,6.2,-15,Yes,No,-0.0871,No,0.8,1,0.8,1.08,-3,92.5,No,Yes,2,,,,,,,
22,New England,Patriots,True,BUF,AFC,AFC East,Open,Open,Cover 2,11,13,13,1,13,1,1,0.059540766846153725,59,4.538461538461538,1.728813559322034,6.076923076923077,-43,Yes,No,-0.11708846153846154,No,0.7692307692307693,1,0.6153846153846154,1.2538461538461538,-3.3076923076923075,111.2,No,Yes,3,,,,,,,1
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Open,Open,Cover 4,7,2,2,1,1,0.5,1,0.06430062599999997,2,1,2,1,-4,Yes,No,-0.06467500000000001,No,0.5,1,0.5,0.95,-2,56.3,No,Yes,,-2,0.5,,,,,
31,Tennessee,Titans,True,HST,AFC,AFC South,Open,Closed,Cover 1,10,6,6,1,5,0.8333333333333334,1,0.062373264333333345,1,0.16666666666666666,16,0.16666666666666666,-16,Yes,No,-0.09055,No,0.8333333333333334,1,0.3333333333333333,1.0999999999999999,-2.6666666666666665,79.2,No,Yes,,-1,0.16666666666666666,,,,,
20,Miami,Dolphins,,CLV,AFC,AFC North,Open,Closed,Cover 3,8,6,6,1,6,1,1,0.06199293566666653,31,5.166666666666667,1.5806451612903225,5.166666666666667,-18,Yes,No,-0.076175,No,0.5,1,0.8333333333333334,1.0166666666666666,-3,88.2,No,Yes,1,,,,,,,
12,Green Bay,Packers,,MIN,NFC,NFC North,Open,Open,Cover 4,7,6,6,0.8333333333333334,5,0.8333333333333334,0.8333333333333334,-0.10522293933333338,33,5.5,1.4242424242424243,5.5,-17,Yes,No,-0.0963,Yes,1,1,0.6666666666666666,1.1333333333333333,-2.8333333333333335,89.6,No,Yes,1,,,0.16666666666666666,,,,
3,Baltimore,Ravens,,NYG,NFC,NFC East,Open,Closed,Cover 1,5,4,4,1,4,1,1,0.06097952875000001,17,4.25,1.9411764705882353,4.25,-16,Yes,No,-0.09917500000000001,No,0.75,1,1,1.15,-4,84.4,No,Yes,,,,,,,,
25,New York,Jets,,BUF,AFC,AFC East,Open,Open,Cover 4,10,7,7,0.8571428571428571,6,0.8571428571428571,0.8571428571428571,-0.08174350085714299,32,4.571428571428571,1.46875,4.571428571428571,-18,Yes,No,-0.09301428571428572,No,0.8571428571428571,1,0.7142857142857143,1.1142857142857143,-2.5714285714285716,85.7,No,Yes,1,,,0.14285714285714285,,,,
18,Los Angeles,Chargers,,LV,AFC,AFC West,Open,Open,Cover 2,6,6,6,0.8333333333333334,5,0.8333333333333334,0.8333333333333334,-0.1044835666666667,4,0.6666666666666666,5,0.6666666666666666,-17,No,No,-0.070425,No,0.5,1,0.16666666666666666,0.9833333333333334,-2.8333333333333335,79.2,No,Yes,,,,0.16666666666666666,,,,
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Open,Closed,Cover 1,10,5,5,1,5,1,1,0.0613049417999999,19,3.8,1.894736842105263,3.8,-17,Yes,No,-0.12160000000000001,Yes,0.8,1,0.6,1.28,-3.4,82.5,No,Yes,1,,,,,,,
13,Houston,Texans,,TEN,AFC,AFC South,Open,Closed,Cover 1,8,8,8,1,8,1,1,0.07099142349999998,37,4.625,1.4594594594594594,4.625,-17,Yes,No,-0.0948625,No,0.875,1,0.5,1.125,-2.125,85.9,No,Yes,2,,,,,,,
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Open,Cover 2,7,6,6,1,6,1,1,0.0644225026666666,37,6.166666666666667,1.3513513513513513,6.166666666666667,-13,No,No,-0.09917500000000001,No,0.8333333333333334,1,0.8333333333333334,1.1500000000000001,-2.1666666666666665,92.4,No,Yes,2,,,,,,,
23,New Orleans,Saints,,TB,NFC,NFC South,Open,Open,Cover 4,7,5,5,1,5,1,1,0.06444687800000004,27,5.4,1.4074074074074074,9.4,-11,Yes,No,-0.058640000000000005,No,1,1,0.6,0.9,-2.2,128.8,No,Yes,3,,,,,,,1
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Open,Cover 2,13,11,11,0.9090909090909091,9,0.8181818181818182,0.9090909090909091,-0.024849205818181952,35,3.1818181818181817,1.7142857142857142,3.1818181818181817,-31,No,No,-0.10309545454545455,No,0.7272727272727273,1,0.8181818181818182,1.1727272727272728,-2.8181818181818183,79.9,No,Yes,2,-5,0.09090909090909091,0.09090909090909091,,,,
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Open,Closed,Cover 3,10,6,6,1,6,1,1,0.06144372733333325,29,4.833333333333333,1.5862068965517242,4.833333333333333,-17,Yes,No,-0.09055,No,0.8333333333333334,1,0.8333333333333334,1.0999999999999999,-2.8333333333333335,86.8,No,Yes,1,,,,,,,
