teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,teamIsHomeTeam,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingTargetedReadCheckdownPercentage
3,Baltimore,Ravens,PIT,AFC,AFC North,Open,Closed,Cover 1,17,140,140,0.6285714285714286,21,71,0.5071428571428571,0.5827338129496403,-0.026771934388489127,151,0.07142857142857142,1223,8.735714285714286,0.22649223221586262,8.414285714285715,1928,9,5,6,No,No,47,0.3357142857142857,-0.07100357142857143,No,0.35714285714285715,0.07142857142857142,0.05714285714285714,0.75,0.4642857142857143,2.932857142857143,2.6936170212765957,13.878571428571428,87.3,No,Yes,67,,0.007142857142857143,
12,Green Bay,Packers,MIN,NFC,NFC North,Closed,Closed,Cover 1,17,102,102,0.7745098039215687,10,68,0.6666666666666666,0.696078431372549,0.09314793517647058,44,0.029411764705882353,1095,10.735294117647058,0.14977168949771688,11.862745098039216,1460,8,1,3,Yes,No,36,0.35294117647058826,-0.0790573529411765,Yes,0.21568627450980393,0.0392156862745098,0.06862745098039216,0.6764705882352942,0.49019607843137253,3.0794117647058825,2.6500000000000004,14.313725490196079,124.4,No,Yes,64,,0.00980392156862745,
20,Miami,Dolphins,NE,AFC,AFC East,Closed,Closed,Cover 3,17,101,101,0.7623762376237624,16,68,0.6732673267326733,0.7,0.09489167892000006,27,0.019801980198019802,1160,11.485148514851485,0.2206896551724138,13.564356435643564,1413,15,2,5,Yes,Yes,28,0.27722772277227725,-0.15251534653465346,No,0.22772277227722773,0.0594059405940594,0.0891089108910891,0.7722772277227723,0.5544554455445545,3.0663366336633664,2.642857142857143,14.099009900990099,137.4,No,No,67,,0.009900990099009901,
25,New York,Jets,BUF,AFC,AFC East,Open,Open,Cover 4,17,120,120,0.7,17,68,0.5666666666666667,0.65,0.04190974097500011,142,0.08333333333333333,1157,9.641666666666667,0.23163353500432152,11.808333333333334,1670,13,,2,No,No,28,0.23333333333333334,-0.15549791666666668,No,0.26666666666666666,0.03333333333333333,0.025,0.825,0.5083333333333333,2.8291666666666666,2.6964285714285716,13.916666666666666,125.6,No,Yes,65,,0.008333333333333333,
28,Seattle,Seahawks,SF,NFC,NFC West,Open,Open,Cover 4,17,121,121,0.6611570247933884,12,54,0.4462809917355372,0.55,-0.05529034799999999,172,0.09917355371900827,995,8.223140495867769,0.2371859296482412,5.537190082644628,1704,4,9,2,No,No,40,0.3305785123966942,-0.040390909090909116,No,0.30578512396694213,0.08264462809917356,0.05785123966942149,0.71900826446281,0.4462809917355372,2.725619834710744,2.3125,14.206611570247935,53.6,Yes,Yes,52,,,
22,New England,Patriots,MIA,AFC,AFC East,Closed,Closed,Cover 3,17,116,116,0.6810344827586207,15,64,0.5517241379310345,0.6347826086956522,0.02800035040869564,108,0.07758620689655173,1007,8.681034482758621,0.1717974180734856,9.025862068965518,1600,11,4,3,Yes,Yes,49,0.4224137931034483,0.012441379310344804,No,0.29310344827586204,0.07758620689655173,0.034482758620689655,0.6896551724137931,0.4396551724137931,2.951724137931034,2.5775510204081633,13.939655172413794,101.5,No,No,59,True,,
30,Tampa Bay,Buccaneers,CAR,NFC,NFC South,Closed,Closed,Prevent,17,125,125,0.76,13,79,0.632,0.696,0.08823188534399995,112,0.064,1361,10.888,0.2402645113886848,11.328,1739,14,5,9,No,No,44,0.352,-0.06257400000000002,No,0.232,0.056,0.056,0.688,0.52,2.9784,2.588636363636364,13.912,120.8,No,Yes,72,True,,
17,Los Angeles,Rams,ARZ,NFC,NFC West,Open,Open,Cover 0,17,116,116,0.6982758620689655,11,67,0.5775862068965517,0.5862068965517241,-0.01958897532758619,17,0.008620689655172414,1138,9.810344827586206,0.19244288224956063,8.905172413793103,1638,6,5,2,No,No,45,0.3879310344827586,0.0029413793103448328,Yes,0.27586206896551724,0.09482758620689655,0.02586206896551724,0.7241379310344828,0.49137931034482757,2.806896551724138,2.4355555555555553,14.120689655172415,90.4,No,No,66,True,,
31,Tennessee,Titans,JAX,AFC,AFC South,Closed,Closed,Cover 1,17,108,108,0.7777777777777778,12,72,0.6666666666666666,0.7009345794392523,0.09389514119626174,39,0.027777777777777776,1251,11.583333333333334,0.2446043165467626,12.601851851851851,1495,10,2,1,No,No,36,0.3333333333333333,-0.0787375,No,0.2037037037037037,0.027777777777777776,0.046296296296296294,0.7222222222222222,0.6018518518518519,2.963888888888889,2.6722222222222225,13.953703703703704,129.1,Yes,Yes,71,,,
14,Indianapolis,Colts,HST,AFC,AFC South,Closed,Closed,Cover 1,17,138,138,0.7391304347826086,21,74,0.5362318840579711,0.6086956521739131,0.0016276568840579708,144,0.07246376811594203,1310,9.492753623188406,0.250381679389313,9.31159420289855,1921,10,5,3,Yes,No,37,0.26811594202898553,-0.15668405797101448,Yes,0.2391304347826087,0.050724637681159424,0.07246376811594203,0.7246376811594203,0.5434782608695652,3.03768115942029,2.6486486486486487,13.920289855072463,95.4,No,Yes,72,,0.007246376811594203,
10,Denver,Broncos,LAC,AFC,AFC West,Open,Open,Red Zone,17,108,108,0.7222222222222222,15,57,0.5277777777777778,0.5981308411214953,-0.0065076326074766655,106,0.06481481481481481,960,8.88888888888889,0.190625,8.37962962962963,1516,4,3,,No,No,35,0.32407407407407407,-0.07617731481481484,No,0.2777777777777778,0.027777777777777776,0.06481481481481481,0.7777777777777778,0.46296296296296297,2.89537037037037,2.482857142857143,14.148148148148149,83.9,No,Yes,53,True,0.009259259259259259,
27,Pittsburgh,Steelers,BLT,AFC,AFC North,Open,Closed,Cover 1,17,134,134,0.7164179104477612,12,78,0.582089552238806,0.664179104477612,0.05969722967910451,163,0.08208955223880597,1339,9.992537313432836,0.20238984316654218,9.208955223880597,1903,6,5,,No,No,38,0.2835820895522388,-0.08888955223880597,No,0.26119402985074625,0.06716417910447761,0.014925373134328358,0.8134328358208955,0.582089552238806,2.734328358208955,2.4078947368421053,14.201492537313433,91.6,No,Yes,71,True,0.007462686567164179,
29,San Francisco,49ers,SEA,NFC,NFC West,Open,Open,Cover 4,17,121,121,0.6694214876033058,7,65,0.5371900826446281,0.5785123966942148,-0.02504467166942148,71,0.04132231404958678,1089,9,0.18732782369146006,9.082644628099173,1721,5,2,2,No,No,33,0.2727272727272727,-0.13088884297520662,No,0.2727272727272727,0.049586776859504134,0.024793388429752067,0.7851239669421488,0.39669421487603307,2.914876033057851,2.675757575757576,14.223140495867769,91.2,Yes,Yes,61,True,0.008264462809917356,
16,Kansas City,Chiefs,LV,AFC,AFC West,Open,Closed,Cover 3,17,91,91,0.7582417582417582,11,51,0.5604395604395604,0.6373626373626373,0.03071981679120872,106,0.07692307692307693,868,9.538461538461538,0.2315668202764977,9.813186813186814,1273,8,3,8,No,No,39,0.42857142857142855,-0.027071978021978,No,0.23076923076923078,0.06593406593406594,0.054945054945054944,0.6373626373626373,0.4175824175824176,3.216483516483516,2.6102564102564103,13.989010989010989,104.1,No,Yes,50,,,
5,Carolina,Panthers,TB,NFC,NFC South,Closed,Closed,Prevent,17,120,120,0.6833333333333333,15,67,0.5583333333333333,0.6083333333333333,0.005097150083333224,84,0.05,1155,9.625,0.20086580086580086,9.666666666666666,1713,7,3,4,No,No,33,0.275,-0.15781874999999998,No,0.2833333333333333,0.03333333333333333,0.09166666666666666,0.7333333333333333,0.4666666666666667,3.084166666666667,2.5606060606060606,14.275,97.7,No,Yes,60,,0.008333333333333333,
4,Buffalo,Bills,NYJ,AFC,AFC East,Open,Open,Cover 4,17,104,104,0.6826923076923077,13,57,0.5480769230769231,0.5769230769230769,-0.026960912201923093,49,0.028846153846153848,875,8.413461538461538,0.13714285714285715,8.509615384615385,1470,5,2,6,No,No,36,0.34615384615384615,-0.08193221153846153,No,0.27884615384615385,0.028846153846153848,0.038461538461538464,0.7115384615384616,0.40384615384615385,3.056730769230769,2.5416666666666665,14.134615384615385,90.8,No,Yes,54,True,,
1,Arizona,Cardinals,LA,NFC,NFC West,Open,Open,Cover 0,17,131,131,0.7175572519083969,19,71,0.5419847328244275,0.6259541984732825,0.016917169312977154,155,0.08396946564885496,1182,9.022900763358779,0.23604060913705585,8.83206106870229,1803,10,5,2,No,No,38,0.2900763358778626,-0.07752709923664122,Yes,0.2748091603053435,0.061068702290076333,0.08396946564885496,0.7862595419847328,0.5114503816793893,2.7061068702290076,2.357894736842105,13.763358778625955,94.4,No,No,70,,0.015267175572519083,
6,Chicago,Bears,DET,NFC,NFC North,Open,Open,Cover 0,17,117,117,0.7435897435897436,17,76,0.6495726495726496,0.6982758620689655,0.08769553710344835,69,0.042735042735042736,1335,11.41025641025641,0.23370786516853934,9.52991452991453,1598,7,8,,Yes,Yes,31,0.26495726495726496,-0.13815683760683758,Yes,0.21367521367521367,0.07692307692307693,0.05982905982905983,0.7692307692307693,0.5897435897435898,2.911965811965812,2.806451612903226,13.794871794871796,95.2,No,Yes,72,True,0.017094017094017096,
24,New York,Giants,DAL,NFC,NFC East,Closed,Closed,Cover 3,17,107,107,0.7570093457943925,7,65,0.6074766355140186,0.7009345794392523,0.09473695117756997,130,0.09345794392523364,1053,9.841121495327103,0.1557454890788224,9.14018691588785,1500,3,3,5,No,No,35,0.32710280373831774,-0.11425093457943929,Yes,0.205607476635514,0.028037383177570093,0.07476635514018691,0.7102803738317757,0.5794392523364486,3.133644859813084,2.5742857142857143,14.018691588785046,91.4,No,No,59,True,0.009345794392523364,
2,Atlanta,Falcons,NO,NFC,NFC South,Open,Closed,Cover 1,17,117,117,0.7435897435897436,8,72,0.6153846153846154,0.6637931034482759,0.05460958045689657,70,0.042735042735042736,1183,10.11111111111111,0.19357565511411665,9.94017094017094,1596,8,4,3,No,No,37,0.3162393162393162,-0.07994529914529915,No,0.23076923076923078,0.09401709401709402,0.042735042735042736,0.7692307692307693,0.5299145299145299,2.871794871794872,2.5864864864864865,13.743589743589743,104,Yes,No,63,True,,
32,Washington,Commanders,PHI,NFC,NFC East,Closed,Closed,Cover 3,17,129,129,0.7054263565891473,14,75,0.5813953488372093,0.6124031007751938,0.002672197085271333,46,0.031007751937984496,1252,9.705426356589147,0.20047923322683706,10.170542635658915,1787,12,4,4,No,No,43,0.3333333333333333,-0.04805968992248062,No,0.2713178294573643,0.046511627906976744,0.046511627906976744,0.7829457364341085,0.49612403100775193,2.786046511627907,2.5697674418604652,13.852713178294573,109.1,No,No,67,,0.023255813953488372,
7,Cincinnati,Bengals,CLV,AFC,AFC North,Closed,Closed,Cover 1,17,134,134,0.6716417910447762,21,66,0.4925373134328358,0.5671641791044776,-0.04005941725373141,141,0.07462686567164178,1216,9.074626865671641,0.28042763157894735,8.850746268656716,1871,12,6,5,No,No,43,0.3208955223880597,-0.1111787313432836,Yes,0.29850746268656714,0.06716417910447761,0.04477611940298507,0.7164179104477612,0.47761194029850745,3.0798507462686566,2.702325581395349,13.962686567164178,92.1,Yes,Yes,63,True,,0.007462686567164179
